mode_rail,vtt_chf_per_hour_rail,base_vtt_chf_per_hour_rail,mean_net_benefit_rows_rail,median_net_benefit_rows_rail,share_positive_rows_rail,mean_net_benefit_developments_rail,median_net_benefit_developments_rail,share_positive_developments_rail,positive_developments_rail,total_developments_rail,total_rows_rail,mode_road,vtt_chf_per_hour_road,base_vtt_chf_per_hour_road,mean_net_benefit_rows_road,median_net_benefit_rows_road,share_positive_rows_road,mean_net_benefit_developments_road,median_net_benefit_developments_road,share_positive_developments_road,positive_developments_road,total_developments_road,total_rows_road,combined_mean_net_benefit_developments,delta_mean_net_benefit_developments,delta_share_positive_developments
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,26.85,31.4,-4145941645.5586987,-1128380906.1848278,0.10047619047619048,-4145941645.558698,-3830177839.9219346,0.01904761904761905,2,105,2100,-4150914038.862956,4140969252.2544403,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,26.96375,31.4,-4158907725.421807,-1128629514.274984,0.10047619047619048,-4158907725.421807,-3842950509.708068,0.01904761904761905,2,105,2100,-4163880118.7260647,4153935332.117549,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.0775,31.4,-4171873805.2849145,-1128878122.3651395,0.10047619047619048,-4171873805.284915,-3855723179.4942007,0.01904761904761905,2,105,2100,-4176846198.589173,4166901411.980657,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.19125,31.4,-4184839885.1480227,-1129126730.455295,0.10047619047619048,-4184839885.148023,-3868495849.2803345,0.01904761904761905,2,105,2100,-4189812278.452281,4179867491.8437653,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.305,31.4,-4197805965.011131,-1129375338.5454507,0.10047619047619048,-4197805965.0111313,-3881268519.0664682,0.01904761904761905,2,105,2100,-4202778358.315389,4192833571.7068734,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.418750000000003,31.4,-4210772044.8742394,-1129623946.6356063,0.10047619047619048,-4210772044.8742385,-3893495777.8551016,0.01904761904761905,2,105,2100,-4215744438.1784964,4205799651.5699806,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.532500000000002,31.4,-4223738124.7373476,-1129872554.725762,0.10047619047619048,-4223738124.7373466,-3901909725.170789,0.01904761904761905,2,105,2100,-4228710518.0416045,4218765731.433089,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.646250000000002,31.4,-4236704204.600455,-1130121162.8159175,0.10047619047619048,-4236704204.6004553,-3910323672.4864755,0.01904761904761905,2,105,2100,-4241676597.904713,4231731811.2961974,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.76,31.4,-4249670284.463563,-1130369770.9060733,0.10047619047619048,-4249670284.463563,-3918737619.802162,0.01904761904761905,2,105,2100,-4254642677.767821,4244697891.159305,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.87375,31.4,-4262636364.32667,-1130618378.996229,0.10047619047619048,-4262636364.326671,-3927151567.117849,0.01904761904761905,2,105,2100,-4267608757.630929,4257663971.0224133,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,27.9875,31.4,-4275602444.189779,-1130053142.5673504,0.10047619047619048,-4275602444.1897793,-3939412550.3008804,0.01904761904761905,2,105,2100,-4280574837.494037,4270630050.8855214,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,28.10125,31.4,-4288568524.052887,-1128985213.0862138,0.10047619047619048,-4288568524.0528865,-3953394607.081622,0.01904761904761905,2,105,2100,-4293540917.3571444,4283596130.7486286,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,28.215,31.4,-4301534603.915996,-1128174086.3538113,0.10047619047619048,-4301534603.915995,-3967376663.8623643,0.01904761904761905,2,105,2100,-4306506997.220253,4296562210.611736,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,28.32875,31.4,-4314500683.779103,-1128436425.5764236,0.10047619047619048,-4314500683.779103,-3981358720.643106,0.01904761904761905,2,105,2100,-4319473077.083362,4309528290.474845,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,28.4425,31.4,-4327466763.642212,-1128721958.5330625,0.10047619047619048,-4327466763.642211,-3995340777.423848,0.01904761904761905,2,105,2100,-4332439156.946469,4322494370.337953,0.21172161172161175
Rail,18.205,15.2,-4972393.30425788,-4910540.167127829,0.25,-4972393.30425788,-4898556.816826268,0.23076923076923078,9,39,780,Road,28.55625,31.4,-4340432843.505318,-1129007491.4897013,0.10047619047619048,-4340432843.505319,-4009322834.20459,0.01904761904761905,2,105,2100,-4345405236.809577,4335460450.20106,0.21172161172161175
