development,n_scenarios,mean_tts,median_tts,std_tts,min_tts,max_tts,pos,neg,mean_network,mean_access,pos_share,range_tts,cv_abs,mean_mmin,median_mmin,min_mmin,max_mmin,range_mmin
557,10,76826.64337330763,65552.30678503372,35967.32835309194,30380.241595484084,137011.76369744458,10,0,72667.18472811376,4159.458645193846,1.0,106631.5221019605,0.4681621736136959,0.07682664337330762,0.06555230678503372,0.030380241595484084,0.13701176369744458,0.10663152210196049
558,10,-8254.866357658635,-7205.417739054479,3340.6450421349427,-13837.434171036468,-3940.123702185636,0,10,-10174.225805245695,1919.3594475870602,0.0,9897.310468850832,0.4046879619117741,-0.008254866357658635,-0.0072054177390544795,-0.013837434171036467,-0.003940123702185636,0.009897310468850833
564,10,-11644.39669500583,-9629.243679177016,6421.781347358822,-22386.237019285443,-3352.5184788494958,0,10,-15370.164157764473,3725.7674627586503,0.0,19033.718540435948,0.551491117621668,-0.011644396695005828,-0.009629243679177016,-0.022386237019285445,-0.0033525184788494957,0.019033718540435948
565,10,-1350.719555410708,-1674.7977087553008,1037.6576700731407,-2692.8663942315616,386.2336324963253,2,8,-811.0094726225536,-539.7100827882048,0.2,3079.100026727887,0.7682258437115943,-0.0013507195554107079,-0.0016747977087553008,-0.0026928663942315614,0.0003862336324963253,0.003079100026727887
569,10,2190.079776595795,1779.5614970853785,1311.0329807018718,495.18432362686144,4381.482026155922,10,0,1711.71253668844,478.3672399073679,1.0,3886.29770252906,0.5986233902126198,0.002190079776595795,0.0017795614970853785,0.0004951843236268615,0.004381482026155922,0.00388629770252906
594,10,-2179.760270619008,-2352.8726281316485,557.8604696999225,-2903.198411623831,-1246.7632211428136,0,10,-2088.163162349444,-91.59710826960618,0.0,1656.4351904810173,0.2559274417555566,-0.0021797602706190083,-0.0023528726281316485,-0.002903198411623831,-0.0012467632211428136,0.0016564351904810174
602,10,-719.5099153892195,-1030.3715668079094,996.2035430620516,-2008.8121127491468,947.7670976637164,3,7,-312.46818229306956,-407.0417330961671,0.3,2956.579210412863,1.3845584636914343,-0.0007195099153892195,-0.0010303715668079094,-0.002008812112749147,0.0009477670976637164,0.0029565792104128633
612,10,-38800.64773848085,-33460.29223436123,17030.282042458155,-67293.70103534556,-16808.82179355627,0,10,-40102.36777626051,1301.7200377796664,0.0,50484.879241789284,0.43891746749290056,-0.03880064773848085,-0.03346029223436123,-0.06729370103534556,-0.01680882179355627,0.050484879241789286
614,10,-2935.940380370064,-2528.6978867911384,1289.8364006640804,-5095.104046651628,-1276.8687829564442,0,10,-3196.4342659985414,260.49388562846434,0.0,3818.2352636951837,0.43932649630354603,-0.0029359403803700637,-0.0025286978867911382,-0.0050951040466516275,-0.0012768687829564443,0.003818235263695184
625,10,-3543.0030154434326,-3142.299168850179,1271.6277070661567,-5674.692900604103,-1907.2467474260484,0,10,-3962.5092988713236,419.5062834279212,0.0,3767.4461531780544,0.35891239762521154,-0.0035430030154434324,-0.003142299168850179,-0.005674692900604103,-0.0019072467474260484,0.0037674461531780543
627,10,334.5014963617141,300.1120722293854,122.2676951688256,166.43540850345744,534.8431830642512,10,0,-964.3348239671147,1298.8363203288354,1.0,368.40777456079377,0.3655221172362443,0.0003345014963617141,0.0003001120722293854,0.00016643540850345745,0.0005348431830642512,0.00036840777456079377
628,10,-5753.577531209361,-4826.112367780821,2952.564434784195,-10697.07646936318,-1946.8833600161013,0,10,-6271.763246487378,518.1857152779892,0.0,8750.19310934708,0.5131701830328141,-0.005753577531209361,-0.004826112367780821,-0.01069707646936318,-0.0019468833600161013,0.00875019310934708
629,10,-1284.0430704858795,-1246.8177271027234,107.89133602553954,-1468.8408223961014,-1154.6790291253128,0,10,-951.2569780190533,-332.78609246683953,0.0,314.1617932707886,0.08402470174517873,-0.0012840430704858796,-0.0012468177271027234,-0.0014688408223961014,-0.0011546790291253129,0.0003141617932707886
648,10,-1650.8500322760956,-1693.5173049090663,138.92276943332396,-1832.1417065080605,-1418.8323556749383,0,10,-889.6315239563876,-761.218508319683,0.0,413.30935083312215,0.0841522650254217,-0.0016508500322760956,-0.0016935173049090664,-0.0018321417065080604,-0.0014188323556749384,0.00041330935083312215
662,10,-32980.55169972906,-28556.422514415463,14106.953057686635,-56581.09293904633,-14762.939989778388,0,10,-34307.417868148776,1326.8661684197002,0.0,41818.15294926794,0.42773550867563337,-0.03298055169972906,-0.028556422514415463,-0.056581092939046326,-0.014762939989778389,0.04181815294926794
669,10,8533.77330967051,7144.508547631907,4436.8396381254215,2790.938861263043,15943.794263222138,10,0,8304.65117475601,229.12213491452638,1.0,13152.855401959096,0.5199153383999051,0.008533773309670511,0.007144508547631908,0.002790938861263043,0.01594379426322214,0.013152855401959096
670,10,59.537540368764894,76.37069839594187,44.25815787220936,-17.933645213022828,107.93267734133406,8,2,-1825.4012219671918,1884.9387623359628,0.8,125.86632255435688,0.7433655740240902,5.9537540368764894e-05,7.637069839594187e-05,-1.7933645213022827e-05,0.00010793267734133406,0.00012586632255435687
673,10,4301.105904616421,3623.825671247323,2173.9849152430816,1482.4132948354236,7933.677475355915,10,0,4158.034761469486,143.07114314689608,1.0,6451.264180520491,0.5054478925779813,0.004301105904616421,0.003623825671247323,0.0014824132948354236,0.007933677475355914,0.006451264180520491
678,10,-7569.001896961633,-6481.346789783449,3459.737946965671,-13364.984290033695,-3111.846451205958,0,10,-6988.734433391382,-580.2674635702485,0.0,10253.137838827737,0.45709302151905756,-0.007569001896961633,-0.0064813467897834485,-0.013364984290033695,-0.003111846451205958,0.010253137838827737
