development,scenario,total_mmin,ID_edge,flow,sq_flow,vcr,sq_vcr,delay_min,sq_delay_min,delta_delay_min
550,scenario_26,-0.0004585495030534221,87,735.8417502452965,675.2926032753364,1.0093851169345631,0.9263273021609554,0.12182380190380304,0.09913575330348878,0.02268804860031426
780,scenario_26,-0.00016028263220610098,87,735.1909207678596,675.2926032753364,1.0084923467323177,0.9263273021609554,0.12156536338422641,0.09913575330348878,0.022429610080737628
255,scenario_78,-0.0015997317391076358,174,4461.606016803647,4455.030657165999,2.028002734910749,2.0250139350754544,5.7124288068493225,5.692244578083761,0.020184228765561585
958,scenario_26,-0.0001805304928162368,87,729.1974666501346,675.2926032753364,1.0002708733198007,0.9263273021609554,0.11920044897766369,0.09913575330348878,0.020064695674174904
255,scenario_78,-0.0015997317391076358,68,4461.606016803647,4455.030657165999,1.9107520414576649,1.9079360416128477,5.2863138145680795,5.267635215504954,0.018678599063125745
550,scenario_26,-0.0004585495030534221,88,764.5520923553945,706.740425964199,0.5445527723329021,0.5033763717693724,0.10294001863563507,0.08523757569197987,0.017702442943655194
780,scenario_26,-0.00016028263220610098,88,763.9466709284164,706.740425964199,0.5441215604903251,0.5033763717693724,0.10274449222961834,0.08523757569197987,0.017506916537638473
255,scenario_78,-0.0015997317391076358,61,4461.606016803647,4455.030657165999,1.9123900629248383,1.9095716490210028,4.954444276288125,4.936938301148633,0.01750597513949259
270,scenario_78,-0.0007850820135625545,174,4460.202142192337,4455.030657165999,2.027364610087426,2.0250139350754544,5.708115866208164,5.692244578083761,0.015871288124403193
538,scenario_26,-0.00029229423924774164,88,758.2562267902427,706.740425964199,0.540068537599888,0.5033763717693724,0.10091729769158597,0.08523757569197987,0.0156797219996061
958,scenario_26,-0.0001805304928162368,88,757.4275191298265,706.740425964199,0.5394782899785089,0.5033763717693724,0.10065279512435255,0.08523757569197987,0.015415219432372673
270,scenario_78,-0.0007850820135625545,68,4460.202142192337,4455.030657165999,1.910150810360744,1.9079360416128477,5.28232259498992,5.267635215504954,0.014687379484966456
270,scenario_78,-0.0007850820135625545,61,4460.202142192337,4455.030657165999,1.9117883164133465,1.9095716490210028,4.950703621516565,4.936938301148633,0.013765320367932432
