ID_edge,length_m,flow,development,scenario,capacity,ffs,length_m_geom,fftt_min,flow_cap,link_tt_min,delay_min,run,case,case_type
61,8361.831024084971,3324.974273972344,103,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.425192573498647,6.303957098853136,2.1230415868106505,2iter_xscen_xdev_test,dev103,development
175,5286.2980122217705,3324.974273972344,103,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.5113519427147017,4.983010959041731,1.8112321517086682,2iter_xscen_xdev_test,dev103,development
176,4439.9389635413945,3324.974273972344,103,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.5113519427147017,4.185209472044989,1.5212460939201522,2iter_xscen_xdev_test,dev103,development
32,4235.803391000821,3324.974273972344,103,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.3906207753962123,4.3839280621225765,1.428716393982469,2iter_xscen_xdev_test,dev103,development
98,2007.6948653871616,3332.5588912342246,103,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.1696346948139484,2.4280043100624695,1.3126182737362686,2iter_xscen_xdev_test,dev103,development
63,5114.75070314698,3324.974273972344,103,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.425192573498647,3.888397159706873,1.3095312589604964,2iter_xscen_xdev_test,dev103,development
178,6719.55714161299,3289.3389023215263,104,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.2893389023215263,18.671654950032163,13.63198709382242,2iter_xscen_xdev_test,dev104,development
129,3327.5142290398862,3282.1205042606853,104,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.50222291393784,12.61856367131882,10.53886727816889,2iter_xscen_xdev_test,dev104,development
174,6978.5477473254405,3282.1205042606853,104,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.4918729564821296,6.516935919305987,2.329807270910723,2iter_xscen_xdev_test,dev104,development
68,8865.80644588534,3282.1205042606853,104,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4056190596405505,6.67814815102437,2.207993640493947,2iter_xscen_xdev_test,dev104,development
61,8361.831024084971,3282.1205042606853,104,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.4068240481185963,6.2495843248215825,2.068668812779097,2iter_xscen_xdev_test,dev104,development
175,5286.2980122217705,3282.1205042606853,104,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.4918729564821296,4.9366238712355575,1.764845063902495,2iter_xscen_xdev_test,dev104,development
176,4439.9389635413945,3282.1205042606853,104,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.4918729564821296,4.146249156512328,1.4822857783874905,2iter_xscen_xdev_test,dev104,development
32,4235.803391000821,3282.1205042606853,104,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.3726978269597179,4.347337505381819,1.3921258372417111,2iter_xscen_xdev_test,dev104,development
98,2007.6948653871616,3289.3060175738774,104,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.1414752718579932,2.394152798669459,1.2787667623432581,2iter_xscen_xdev_test,dev104,development
63,5114.75070314698,3282.1205042606853,104,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.4068240481185963,3.8548590285307998,1.2759931277844232,2iter_xscen_xdev_test,dev104,development
178,6719.55714161299,3379.252793978973,109,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.379252793978973,19.427099941182473,14.38743208497273,2iter_xscen_xdev_test,dev109,development
129,3327.5142290398862,3371.714022874459,109,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.625122116425869,13.201785110105536,11.122088716955608,2iter_xscen_xdev_test,dev109,development
174,6978.5477473254405,3371.714022874459,109,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.532597283124754,6.645867569432281,2.4587389210370167,2iter_xscen_xdev_test,dev109,development
68,8865.80644588534,3371.714022874459,109,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.443988874892702,6.800338628791213,2.3301841182607896,2iter_xscen_xdev_test,dev109,development
61,8361.831024084971,3371.714022874459,109,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.445226756482837,6.3640645597004735,2.183149047657988,2iter_xscen_xdev_test,dev109,development
175,5286.2980122217705,3371.714022874459,109,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.532597283124754,5.034290484756446,1.8625116774233836,2iter_xscen_xdev_test,dev109,development
176,4439.9389635413945,3371.714022874459,109,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.532597283124754,4.228278925134147,1.5643155470093095,2iter_xscen_xdev_test,dev109,development
32,4235.803391000821,3371.714022874459,109,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.4101689765263317,4.424377818381124,1.469166150241017,2iter_xscen_xdev_test,dev109,development
98,2007.6948653871616,3379.259698928352,109,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.2000388664898125,2.4650508269561504,1.3496647906299495,2iter_xscen_xdev_test,dev109,development
63,5114.75070314698,3371.714022874459,109,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.445226756482837,3.925472551618804,1.3466066508724275,2iter_xscen_xdev_test,dev109,development
178,6719.55714161299,3290.280590404427,114,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.290280590404427,18.679461331621212,13.63979347541147,2iter_xscen_xdev_test,dev114,development
129,3327.5142290398862,3282.882907987316,114,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.5032687352363725,12.623460386650889,10.54376399350096,2iter_xscen_xdev_test,dev114,development
174,6978.5477473254405,3282.882907987316,114,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.492219503630598,6.518018426816814,2.3308897784215503,2iter_xscen_xdev_test,dev114,development
68,8865.80644588534,3282.882907987316,114,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4059455708725122,6.679174059789244,2.209019549258821,2iter_xscen_xdev_test,dev114,development
61,8361.831024084971,3282.882907987316,114,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.4071508392573149,6.2505454985440645,2.069629986501579,2iter_xscen_xdev_test,dev114,development
175,5286.2980122217705,3282.882907987316,114,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.492219503630598,4.93744387813526,1.7656650708021973,2iter_xscen_xdev_test,dev114,development
176,4439.9389635413945,3282.882907987316,114,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.492219503630598,4.146937876780451,1.4829744986556141,2iter_xscen_xdev_test,dev114,development
32,4235.803391000821,3282.882907987316,114,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.3730166909189945,4.347984334282066,1.3927726661419588,2iter_xscen_xdev_test,dev114,development
98,2007.6948653871616,3290.141940322971,114,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.142019492397768,2.394802836124004,1.2794167997978032,2iter_xscen_xdev_test,dev114,development
63,5114.75070314698,3282.882907987316,114,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.4071508392573149,3.8554518982337305,1.276585997487354,2iter_xscen_xdev_test,dev114,development
178,6719.55714161299,3287.7989016724027,12,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.2877989016724025,18.658893507512094,13.61922565130235,2iter_xscen_xdev_test,dev12,development
129,3327.5142290398862,3280.195780455074,12,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.4995826892387845,12.60620674472425,10.526510351574322,2iter_xscen_xdev_test,dev12,development
174,6978.5477473254405,3280.195780455074,12,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.4909980820250335,6.514204197132602,2.327075548737338,2iter_xscen_xdev_test,dev12,development
68,8865.80644588534,3280.195780455074,12,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4047947667901814,6.675559256542951,2.205404746012528,2iter_xscen_xdev_test,dev12,development
61,8361.831024084971,3280.195780455074,12,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.4059990486305503,6.2471587900849475,2.066243278042462,2iter_xscen_xdev_test,dev12,development
175,5286.2980122217705,3280.195780455074,12,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.4909980820250335,4.9345545728631794,1.762775765530117,2iter_xscen_xdev_test,dev12,development
176,4439.9389635413945,3280.195780455074,12,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.4909980820250335,4.144511161709637,1.4805477835848002,2iter_xscen_xdev_test,dev12,development
32,4235.803391000821,3280.195780455074,12,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.3718928400063044,4.345705224005922,1.3904935558658145,2iter_xscen_xdev_test,dev12,development
98,2007.6948653871616,3287.592183431688,12,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.140359494421672,2.392820588665278,1.2774345523390769,2iter_xscen_xdev_test,dev12,development
63,5114.75070314698,3280.195780455074,12,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.4059990486305503,3.8533629139106007,1.2744970131642241,2iter_xscen_xdev_test,dev12,development
178,6719.55714161299,3338.3345463821515,126,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.3383345463821517,19.080784168853143,14.0411163126434,2iter_xscen_xdev_test,dev126,development
129,3327.5142290398862,3330.81449326797,126,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.56901850928391,12.9335955461551,10.853899153005171,2iter_xscen_xdev_test,dev126,development
174,6978.5477473254405,3330.81449326797,126,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.5140065878490774,6.5865794144928556,2.3994507660975914,2iter_xscen_xdev_test,dev126,development
68,8865.80644588534,3330.81449326797,126,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4264730163888524,6.744150346310792,2.2739958357803687,2iter_xscen_xdev_test,dev126,development
61,8361.831024084971,3330.81449326797,126,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.4276958822408787,6.311421768761607,2.130506256719122,2iter_xscen_xdev_test,dev126,development
175,5286.2980122217705,3330.81449326797,126,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.5140065878490774,4.989379298797347,1.817600491464285,2iter_xscen_xdev_test,dev126,development
176,4439.9389635413945,3330.81449326797,126,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.5140065878490774,4.190558213214834,1.5265948350899965,2iter_xscen_xdev_test,dev126,development
32,4235.803391000821,3330.81449326797,126,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.393063359794216,4.3889514664403055,1.433739798300198,2iter_xscen_xdev_test,dev126,development
