development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_annual,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
945,scenario_30,-647543788.1559722,-1385371949.7456129,171511011.49686155,443085450.11862135,123231699.97415772,2464633.999483154,123231699.97415769,171511011.49686155,4934022.917491187,2464633.999483154,2910263.718209844,-721263425.1885418,0.0,0.0,173975645.49634472,7844286.635701031,-3.7220369914913025,-91.94761215199827,-1172193161.9428642,Road,,,,,,,,,,
952,scenario_30,-238447252.06452724,-4177337804.748655,1724097680.4831092,1113309468.3577666,1101483403.843252,22029668.07686504,1101483403.8432527,1724097680.4831092,49598783.15249003,22029668.07686504,26012845.615921304,-265593284.80413333,0.0,0.0,1746127348.5599742,75611628.76841134,-0.13655776725630805,-3.5125983810983796,-1454514381.9303112,Road,,,,,,,,,,
958,scenario_30,28417233.581431594,-844354354.2005427,157194165.85115075,605125343.4108251,110452078.51999837,2209041.5703999675,110452078.51999831,157194165.85115075,4522156.3912220355,2209041.5703999675,2608457.7002916024,31652394.173518516,0.0,0.0,159403207.42155072,7130614.091513637,0.17827265863152067,4.4389436544026415,-580603563.3288202,Road,,,,,,,,,,
964,scenario_30,11638720.532942085,-910755298.6054528,150458890.59717762,667505862.0372676,104429266.50394982,2088585.3300789965,104429266.50394964,150458890.59717762,4328396.222888337,2088585.3300789965,2466221.8040442886,12963730.932092637,0.0,0.0,152547475.9272566,6794618.026932626,0.0762957267053838,1.9079410911263552,-661336749.1321075,Road,,,,,,,,,,
970,scenario_30,-158875452.15508714,-605504165.2802641,135600277.14398867,219855377.17905724,91173058.80213107,1823461.1760426213,91173058.80213106,135600277.14398867,3900944.1388481315,1823461.1760426213,2153160.6329028755,-176962631.55589902,0.0,0.0,137423738.3200313,6054104.771751007,-1.1560990415287589,-29.230189801409193,-402872113.5067073,Road,,,,,,,,,,
971,scenario_30,-218115107.18391863,-1211716668.7396145,374480090.2625369,382176505.8723929,236944965.42076606,4738899.308415321,236944965.42076612,374480090.2625369,10773030.439117527,4738899.308415321,5595738.241224849,-242946426.43525162,0.0,0.0,379218989.5709522,16368768.680342376,-0.575169264151813,-14.842070969394996,-641491700.9879869,Road,,,,,,,,,,
987,scenario_30,-12637342.28823546,-542948861.9425942,162757318.6235116,252140750.27984798,115413450.7509991,2308269.015019982,115413450.7509991,162757318.6235116,4682196.980061052,2308269.015019982,2725626.4287879486,-14076040.803432494,0.0,0.0,165065587.6385316,7407823.408849001,-0.0765595207882415,-1.90015879517565,-273624614.49212945,Road,,,,,,,,,,
100000,scenario_19,2835556.582573896,,,,,,,0.0,0.0,0.0,0.0,3158370.585080103,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.5037252617340955,2.643376227586942,1963546.120776252,Rail,2050.0,53134.54225118156,52623.44697674503,511.09527443653496,2835556.582573896,63150000.0,3.1,0.0,0.0,1132535.0372548352
100001,scenario_19,8981057.622745698,,,,,,,0.0,0.0,0.0,0.0,10003506.328497056,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,6.106103261807134,6.446685046534579,8451777.60958369,Rail,2050.0,53134.54225118156,51515.75032206374,1618.791929117826,8981057.622745698,256220000.00000003,7.57,0.0,0.0,1470832.908922622
100002,scenario_19,3330702.1553979954,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,3709886.0167068387,1491223.5000004936,1573240.7925005206,20340223.50000049,2821405.9771919795,0.16374953576089835,1.3149068396031132,888480.0395148592,Rail,2050.0,53134.54225118156,52534.19939692814,600.3428542534239,3330702.1553979954,36800000.0,1.5,18300000.0,549000.0,1491223.5000004936
100003,scenario_19,1037353.4614900833,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,1155450.9894940252,1249186.448497714,1317891.7031650883,20098186.448497713,2566056.8878565473,0.05161428192281611,0.45028268662398396,-1410605.898362522,Rail,2050.0,53134.54225118156,52947.56433815163,186.9779130299357,1037353.4614900833,-32369999.999999996,0.51,18300000.0,549000.0,1249186.448497714
100004,scenario_19,1146108.6616998625,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,1276587.4279019202,1366327.1115340572,1441475.1026684302,20215327.11153406,2689640.287359889,0.0566950341874972,0.4746312857898925,-1413052.859457969,Rail,2050.0,53134.54225118156,52927.961742583895,206.58050859766809,1146108.6616998625,-31960000.0,0.54,18300000.0,549000.0,1366327.1115340572
100005,scenario_19,3408398.855171506,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,3796428.0990022677,1772511.8780511147,1870000.031343926,20621511.878051113,3118165.2160353847,0.16528365501655085,1.2175198669649923,678262.882966883,Rail,2050.0,53134.54225118156,52520.19494491417,614.3473062673947,3408398.855171506,31880000.0,1.4,18300000.0,549000.0,1772511.8780511147
101000,scenario_19,3681878.9637426,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4101042.5566447987,6764695.075241824,7136753.3043801235,71331669.07524182,10754799.493881734,0.05161632990613038,0.3813220840591058,-6653756.937236935,Rail,2050.0,53134.54225118156,52470.90148626761,663.640764913951,3681878.9637426,-155980000.0,0.44,63332000.0,1234974.0,6764695.075241824
101001,scenario_19,8261771.762403021,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,9202333.353310572,9194709.592311688,9700418.61988883,73761683.59231168,13318464.80939044,0.1120062796839979,0.6909455019787483,-4116131.4560798686,Rail,2050.0,53134.54225118156,51645.39809790056,1489.144153281006,8261771.762403021,-69420000.0,0.8,63332000.0,1234974.0,9194709.592311688
101002,scenario_19,3578220.737310476,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,3985583.357108173,8754960.406377172,9236483.228727916,73321934.40637717,12854529.418229528,0.0488015048468124,0.31005284032070873,-8868946.061121356,Rail,2050.0,53134.54225118156,52489.58537711695,644.9568740646137,3578220.737310476,-212280000.0,0.36,63332000.0,1234974.0,8754960.406377172
101003,scenario_19,3429662.030396911,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,3820111.980886354,8286864.190406665,8742641.720879031,72853838.19040667,12360687.910380643,0.04707592785205551,0.30905334788674516,-8540575.929494288,Rail,2050.0,53134.54225118156,52516.36236105955,618.17989012201,3429662.030396911,-204620000.0,0.36,63332000.0,1234974.0,8286864.190406665
101004,scenario_19,819530.2804301052,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,912829.7235188175,7895035.997189831,8329262.977035271,72462009.99718983,11947309.166536883,0.011309792268554069,0.07640462892477534,-11034479.443018066,Rail,2050.0,53134.54225118156,52986.825906475344,147.7163447062194,819530.2804301052,-280320000.0,0.09,63332000.0,1234974.0,7895035.997189831
101005,scenario_19,87852.59044092303,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,97854.17056281568,3806954.046847058,4016336.519423646,70174849.04684706,7927249.333949471,0.0012519099311816791,0.012344025832988818,-7829395.163386655,Rail,2050.0,53134.54225118156,53118.70724929964,15.835001881925564,87852.59044092303,-203500000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_19,2344968.5027359715,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,2611931.494330395,2758437.9295488927,2910152.0156740816,69126332.92954889,6821064.830199907,0.03392294084406127,0.3829213706877855,-4209133.335869512,Rail,2050.0,53134.54225118156,52711.87309063074,422.669160550824,2344968.5027359715,-101680000.0,0.43,64910000.0,1457895.0,2758437.9295488927
101007,scenario_19,6953706.091185742,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,7745350.916523648,2864178.3156979834,3021708.1230613724,69232073.31569798,6932620.937587198,0.10044052934074167,1.1172327156285151,812729.9789364506,Rail,2050.0,53134.54225118156,51881.170569280745,1253.3716819008189,6953706.091185742,47620000.0,1.26,64910000.0,1457895.0,2864178.3156979834
101008,scenario_19,3806969.403357571,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,4240373.920152996,2348724.399368907,2477904.2413341966,68716619.39936891,6388817.055860022,0.05540099959272056,0.6637181630147936,-2148443.1357070263,Rail,2050.0,53134.54225118156,52448.354543294474,686.1877078870893,3806969.403357571,-42370000.0,0.75,64910000.0,1457895.0,2348724.399368907
101009,scenario_19,115271.2298061322,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,128394.28553925145,6029353.94372662,6360968.410631583,24878353.94372662,7609133.595323042,0.004633394559256974,0.01687370630713713,-7480739.30978379,Rail,2050.0,53134.54225118156,53113.76517299012,20.77707819144416,115271.2298061322,-189400000.0,0.02,18300000.0,549000.0,6029353.94372662
101010,scenario_19,4190556.804257644,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,4667630.837280146,3678039.6755888616,3880331.8577462486,22527039.67558886,5128497.042437708,0.18602341295641642,0.9101362053358033,-460866.20515756216,Rail,2050.0,53134.54225118156,52379.214781055816,755.3274701257469,4190556.804257644,7160000.0,1.05,18300000.0,549000.0,3678039.6755888616
101011,scenario_19,5756969.4284921335,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,6412371.741723521,6382115.932128592,6733132.308395664,25231115.932128593,7981297.493087123,0.22816943348753635,0.803424724774073,-1568925.7513636025,Rail,2050.0,53134.54225118156,52096.87652867037,1037.6657225111994,5756969.4284921335,-13790000.0,0.93,18300000.0,549000.0,6382115.932128592
101012,scenario_19,6888246.895578302,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,7672439.5173295345,4781397.43325049,5044374.292079266,23630397.43325049,6292539.476770725,0.29149940939570507,1.2192914395933137,1379900.0405588094,Rail,2050.0,53134.54225118156,51892.96927072405,1241.572980457517,6888246.895578302,66760000.00000001,1.42,18300000.0,549000.0,4781397.43325049
101013,scenario_19,2975363.875803272,,,,,,,40721000.0,1488586.6060557866,794059.5,837732.7725,3314094.242731298,2672944.478542223,2819956.4248620453,44188003.97854222,5146275.803417832,0.06733419950917253,0.6439791354614701,-1832181.5606865338,Rail,2050.0,53134.54225118156,52598.24739252921,536.2948586523562,2975363.875803272,-35750000.0,0.73,40721000.0,794059.5,2672944.478542223
101014,scenario_19,3066036.277522314,,,,,,,40721000.0,1488586.6060557866,794059.5,837732.7725,3415089.2460502014,3637776.376419882,3837854.077122975,45152835.87641988,6164173.455678762,0.067903515205863,0.5540222497963683,-2749084.2096285606,Rail,2050.0,53134.54225118156,52581.90413338735,552.6381177942167,3066036.277522314,-58460000.0,0.63,40721000.0,794059.5,3637776.376419882
101015,scenario_19,1964433.4826081991,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,2188074.456332776,3141343.089817573,3314116.959757539,21990343.089817572,4562282.144448997,0.08933164319377136,0.47960086357110593,-2374207.688116221,Rail,2050.0,53134.54225118156,52780.46267608996,354.0795750916004,1964433.4826081991,-52200000.0,0.55,18300000.0,549000.0,3141343.089817573
101016,scenario_19,5076050.175595018,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,5653933.221264576,1845066.0495133616,1946544.6822365965,20694066.049513362,3194709.8669280554,0.24529013116368137,1.769779872593326,2459223.35433652,Rail,2050.0,53134.54225118156,52219.60891023077,914.9333409507964,5076050.175595018,84700000.0,2.03,18300000.0,549000.0,1845066.0495133616
101017,scenario_19,1761447.9945609493,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1961980.0808628926,9328074.887254942,9841119.006053964,73895048.88725494,13459165.195555575,0.023837158525308932,0.14577279142920163,-11497185.114692682,Rail,2050.0,53134.54225118156,52817.04982245753,317.49242872403556,1761447.9945609493,-287160000.0,0.17,63332000.0,1234974.0,9328074.887254942
101018,scenario_19,168716.0040601214,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,187923.48131245797,8422318.666801453,8885546.193475531,72989292.66680145,12503592.382977143,0.002311517181435304,0.015029559150400969,-12315668.901664685,Rail,2050.0,53134.54225118156,53104.13201252617,30.410238655393183,168716.0040601214,-315610000.0,0.02,63332000.0,1234974.0,8422318.666801453
101019,scenario_19,102387.73993156744,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,114044.0744720236,12379848.634120692,13060740.30899733,76946822.63412069,16678786.498498939,0.0013306298613318627,0.006837672182103138,-16564742.424026916,Rail,2050.0,53134.54225118156,53116.08735934098,18.454891840585333,102387.73993156744,-422690000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_19,1787436.7432384354,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1990927.5192143093,12074664.945059828,12738771.517038118,76641638.94505984,16356817.706539728,0.023322005737895952,0.12171851242300655,-14365890.187325418,Rail,2050.0,53134.54225118156,52812.36547698574,322.1767741958247,1787436.7432384354,-359070000.0,0.14,63332000.0,1234974.0,12074664.945059828
101021,scenario_19,1563935.8025982112,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1741982.1089925678,14349670.091337211,15138901.946360758,78916644.0913372,18756948.13586237,0.019817565997714375,0.09287129741868737,-17014966.0268698,Rail,2050.0,53134.54225118156,52852.650433842304,281.89181733925943,1563935.8025982112,-426790000.0,0.11,63332000.0,1234974.0,14349670.091337211
101022,scenario_19,1287693.8138331417,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1434291.3448436612,14714211.47990382,15523493.11129853,79281185.47990382,19141539.30080014,0.016242110988105067,0.07493082569298416,-17707247.95595648,Rail,2050.0,53134.54225118156,52902.44170795281,232.10054322875655,1287693.8138331417,-445610000.0,0.09,63332000.0,1234974.0,14714211.47990382
101023,scenario_19,7361978.257201655,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,8200102.836402855,15720251.003409136,16584864.808596637,80287225.00340913,20202910.998098247,0.09169551266579525,0.4058871930473164,-12002808.161695391,Rail,2050.0,53134.54225118156,51807.581498261294,1326.9607529202694,7361978.257201655,-272100000.0,0.47,63332000.0,1234974.0,15720251.003409136
101024,scenario_19,3692227.1530037136,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4112568.8357435837,15838427.061850354,16709540.550252123,80405401.06185035,20327586.739753734,0.04592013850118771,0.20231466176458715,-16215017.90401015,Rail,2050.0,53134.54225118156,52469.03627551399,665.5059756675764,3692227.1530037136,-396100000.0,0.23,63332000.0,1234974.0,15838427.061850354
101025,scenario_19,1169769.0487791677,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1302941.4322769816,9194299.763564669,9699986.250560725,73761273.76356468,13318032.440062337,0.01585885098091934,0.09783287720170797,-12015091.007785356,Rail,2050.0,53134.54225118156,52923.69707295893,210.84517822263297,1169769.0487791677,-303130000.0,0.11,63332000.0,1234974.0,9194299.763564669
101026,scenario_19,4254838.924295691,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4739231.156710367,8716102.867589945,9195488.52530739,73283076.86758995,12813534.714809,0.05806032041999902,0.36986134288402794,-8074303.558098634,Rail,2050.0,53134.54225118156,52367.62824175552,766.9140094260438,4254838.924295691,-188810000.0,0.43,63332000.0,1234974.0,8716102.867589945
101027,scenario_19,5911630.366194883,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,6584640.057335079,7133884.724548768,7526248.38439895,71700858.72454877,11144294.573900562,0.08244852950653538,0.5908530157445775,-4559654.516565483,Rail,2050.0,53134.54225118156,52068.99964732524,1065.5426038563237,5911630.366194883,-93190000.0,0.68,63332000.0,1234974.0,7133884.724548768
101028,scenario_19,2558123.0996874813,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,2849352.681134982,11059719.811672827,11668004.401314832,75626693.81167282,15286050.590816442,0.03382566354226423,0.18640214908400324,-12436697.90968146,Rail,2050.0,53134.54225118156,52673.45301187235,461.0892393092072,2558123.0996874813,-306810000.0,0.22,63332000.0,1234974.0,11059719.811672827
101029,scenario_19,3471367.207546839,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,3866565.0848608557,12898231.613368692,13607634.35210397,77465205.61336869,17225680.54160558,0.04481195370309276,0.224465156864012,-13359115.456744725,Rail,2050.0,53134.54225118156,52508.84520584147,625.6970453400936,3471367.207546839,-325510000.0,0.26,63332000.0,1234974.0,12898231.613368692
101030,scenario_19,3439581.73054668,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,3831160.989521338,14397753.92824565,15189630.39429916,78964727.92824565,18807676.58380077,0.043558457311119826,0.2037019816058063,-14976515.594279433,Rail,2050.0,53134.54225118156,52514.574383382955,619.9678677986085,3439581.73054668,-366200000.0,0.24,63332000.0,1234974.0,14397753.92824565
101031,scenario_19,5244653.900222406,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,5841731.640689771,7843392.589073221,8274779.1814722475,72410366.58907323,11892825.370973859,0.07242960017017547,0.49119796671254856,-6051093.730284088,Rail,2050.0,53134.54225118156,52189.2189093967,945.3233417848604,5244653.900222406,-133100000.0,0.56,63332000.0,1234974.0,7843392.589073221
101032,scenario_19,416253.1629846984,,,,,,,52197000.0,1908100.3677781464,1017841.5,1073822.7825,463641.51362624567,6209265.796334621,6550775.415133025,59424107.296334624,9532698.565411171,0.007004786136860883,0.048636963651461855,-9069057.051784925,Rail,2050.0,53134.54225118156,53059.51464429896,75.02760688260605,416253.1629846984,-231640000.0,0.06,52197000.0,1017841.5,6209265.796334621
100000,scenario_29,3352335.094028256,,,,,,,0.0,0.0,0.0,0.0,3733981.757718869,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.960027711066688,3.1251299829171346,2539157.293415018,Rail,2050.0,63411.87955455191,62807.63746838964,604.2420861622668,3352335.094028256,64190000.0,3.14,0.0,0.0,1132535.0372548352
100001,scenario_29,10620938.839029584,,,,,,,0.0,0.0,0.0,0.0,11830079.858493412,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,7.221036988361493,7.623806735224762,10278351.139580045,Rail,2050.0,63411.87955455191,61497.507016875345,1914.3725376765651,10620938.839029584,259560000.0,7.66,0.0,0.0,1470832.908922622
100002,scenario_29,3950828.822322464,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,4400611.017884616,1491223.5000004936,1573240.7925005206,20340223.50000049,2821405.9771919795,0.1942372374778659,1.559722724577322,1579205.0406926363,Rail,2050.0,63411.87955455191,62699.76188650532,712.1176680465869,3950828.822322464,38220000.0,1.52,18300000.0,549000.0,1491223.5000004936
100003,scenario_29,1228548.7003902025,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,1368412.8546391593,1249186.448497714,1317891.7031650883,20098186.448497713,2566056.8878565473,0.06112734119261956,0.5332745587656118,-1197644.033217388,Rail,2050.0,63411.87955455191,63190.43963018453,221.43992436737608,1228548.7003902025,-31960000.0,0.52,18300000.0,549000.0,1249186.448497714
100004,scenario_29,1354314.690293874,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,1508496.6764737694,1366327.1115340572,1441475.1026684302,20215327.11153406,2689640.287359889,0.06699444846089857,0.5608544323056996,-1181143.6108861198,Rail,2050.0,63411.87955455191,63167.7709225595,244.10863199240703,1354314.690293874,-31550000.0,0.55,18300000.0,549000.0,1366327.1115340572
100005,scenario_29,4041920.1458784295,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,4502072.635206329,1772511.8780511147,1870000.031343926,20621511.878051113,3118165.2160353847,0.19600503444078327,1.4438210688946507,1383907.419170944,Rail,2050.0,63411.87955455191,62683.34311874109,728.53643581082,4041920.1458784295,33320000.0,1.41,18300000.0,549000.0,1772511.8780511147
101000,scenario_29,4372350.39518118,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4870120.723624715,6764695.075241824,7136753.3043801235,71331669.07524182,10754799.493881734,0.06129606178945782,0.4528323123453174,-5884678.770257019,Rail,2050.0,63411.87955455191,62623.78467438227,788.0948801696431,4372350.39518118,-154330000.0,0.44,63332000.0,1234974.0,6764695.075241824
101001,scenario_29,9828633.534605311,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,10947574.538982179,9194709.592311688,9700418.61988883,73761683.59231168,13318464.80939044,0.13324849780990855,0.8219847178830536,-2370890.2704082616,Rail,2050.0,63411.87955455191,61640.31619215009,1771.5633624018228,9828633.534605311,-65470000.0,0.81,63332000.0,1234974.0,9194709.592311688
101002,scenario_29,4240152.427465492,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4722872.675320351,8754960.406377172,9236483.228727916,73321934.40637717,12854529.418229528,0.05782924934801918,0.3674092237575538,-8131656.742909177,Rail,2050.0,63411.87955455191,62647.61271470593,764.2668398459791,4240152.427465492,-210820000.0,0.36,63332000.0,1234974.0,8754960.406377172
101003,scenario_29,4067267.2922634417,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,4530305.428037948,8286864.190406665,8742641.720879031,72853838.19040667,12360687.910380643,0.05582776959030576,0.3665091668751985,-7830382.482342695,Rail,2050.0,63411.87955455191,62678.774418960085,733.1051355918244,4067267.2922634417,-203170000.0,0.36,63332000.0,1234974.0,8286864.190406665
101004,scenario_29,1037290.4832473998,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,1155380.8414918962,7895035.997189831,8329262.977035271,72462009.99718983,11947309.166536883,0.014314955978831213,0.09670636503891543,-10791928.325044986,Rail,2050.0,63411.87955455191,63224.91299304373,186.96656150818308,1037290.4832473998,-279020000.0,0.09,63332000.0,1234974.0,7895035.997189831
101005,scenario_29,103811.2844131389,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,115629.68240690994,3806954.046847058,4016336.519423646,70174849.04684706,7927249.333949471,0.001479323230803631,0.014586356191890025,-7811619.651542561,Rail,2050.0,63411.87955455191,63393.16807574637,18.711478805540537,103811.2844131389,-203470000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_29,2918050.160477044,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,3250255.646203029,2758437.9295488927,2910152.0156740816,69126332.92954889,6821064.830199907,0.04221329320985416,0.47650267621159276,-3570809.1839968776,Rail,2050.0,63411.87955455191,62885.91521416311,525.9643403887967,2918050.160477044,-98680000.0,0.45,64910000.0,1457895.0,2758437.9295488927
101007,scenario_29,8246081.726092394,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,9184857.084465554,2864178.3156979834,3021708.1230613724,69232073.31569798,6932620.937587198,0.1191078257687054,1.3248751326741681,2252236.146878356,Rail,2050.0,63411.87955455191,61925.56345395847,1486.316100593438,8246081.726092394,50560000.0,1.28,64910000.0,1457895.0,2864178.3156979834
101008,scenario_29,4524359.5115953535,,,,,,,64910000.0,2372833.589525825,1457895.0,1538079.2249999999,5039435.321293841,2348724.399368907,2477904.2413341966,68716619.39936891,6388817.055860022,0.06584083371885004,0.7887900494304363,-1349381.734566181,Rail,2050.0,63411.87955455191,62596.385770919005,815.4937836329045,4524359.5115953535,-40620000.0,0.76,64910000.0,1457895.0,2348724.399368907
101009,scenario_29,136246.54017933185,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,151757.5305906003,6029353.94372662,6360968.410631583,24878353.94372662,7609133.595323042,0.005476509438185241,0.01994412750012408,-7457376.064732442,Rail,2050.0,63411.87955455191,63387.32177874453,24.55777580737777,136246.54017933185,-189360000.0,0.02,18300000.0,549000.0,6029353.94372662
101010,scenario_29,4970365.286214907,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,5536216.63329136,3678039.6755888616,3880331.8577462486,22527039.67558886,5128497.042437708,0.22063996680402617,1.0795007947708306,407719.590853652,Rail,2050.0,63411.87955455191,62515.99540058383,895.8841539680798,4970365.286214907,8940000.0,1.07,18300000.0,549000.0,3678039.6755888616
101011,scenario_29,7279963.083161542,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,8108750.643041442,6382115.932128592,6733132.308395664,25231115.932128593,7981297.493087123,0.2885311574305535,1.0159689762303323,127453.149954319,Rail,2050.0,63411.87955455191,62099.7016376158,1312.1779169361107,7279963.083161542,-4710000.0,0.98,18300000.0,549000.0,6382115.932128592
101012,scenario_29,8182833.55590187,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,9114408.424926352,4781397.43325049,5044374.292079266,23630397.43325049,6292539.476770725,0.34628421206271165,1.4484467612118637,2821868.9481556267,Rail,2050.0,63411.87955455191,61936.96362883059,1474.9159257213178,8182833.55590187,69880000.0,1.44,18300000.0,549000.0,4781397.43325049
101013,scenario_29,3532623.8607863444,,,,,,,40721000.0,1488586.6060557866,794059.5,837732.7725,3934795.503157248,2672944.478542223,2819956.4248620453,44188003.97854222,5146275.803417832,0.07994531417399603,0.764590871819191,-1211480.3002605839,Rail,2050.0,63411.87955455191,62775.14129557816,636.7382589737463,3532623.8607863444,-34430000.0,0.74,40721000.0,794059.5,2672944.478542223
101014,scenario_29,3636660.782412456,,,,,,,40721000.0,1488586.6060557866,794059.5,837732.7725,4050676.5104506835,3637776.376419882,3837854.077122975,45152835.87641988,6164173.455678762,0.08054113793352292,0.6571321426263543,-2113496.9452280784,Rail,2050.0,63411.87955455191,62756.389146763075,655.490407788835,3636660.782412456,-57150000.0,0.64,40721000.0,794059.5,3637776.376419882
101015,scenario_29,2426019.1046736,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,2702209.3038567617,3141343.089817573,3314116.959757539,21990343.089817572,4562282.144448997,0.11032202156941089,0.5922933344104077,-1860072.8405922358,Rail,2050.0,63411.87955455191,62974.601417444195,437.2781371077144,2426019.1046736,-49960000.0,0.57,18300000.0,549000.0,3141343.089817573
101016,scenario_29,6017449.7748482935,,,,,,,18300000.0,668970.1846914588,549000.0,579195.0,6702506.478931267,1845066.0495133616,1946544.6822365965,20694066.049513362,3194709.8669280554,0.2907814133989293,2.0980016208408343,3507796.6120032114,Rail,2050.0,63411.87955455191,62327.26351726851,1084.6160372833983,6017449.7748482935,86810000.0,2.05,18300000.0,549000.0,1845066.0495133616
101017,scenario_29,2099173.8255684567,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,2338154.3166482397,9328074.887254942,9841119.006053964,73895048.88725494,13459165.195555575,0.028407503035436953,0.1737220906851143,-11121010.878907336,Rail,2050.0,63411.87955455191,63033.51368837158,378.36586618032743,2099173.8255684567,-286260000.0,0.17,63332000.0,1234974.0,9328074.887254942
101018,scenario_29,199832.13240731257,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,222582.0259866532,8422318.666801453,8885546.193475531,72989292.66680145,12503592.382977143,0.0027378280444441748,0.017801446109974337,-12281010.35699049,Rail,2050.0,63411.87955455191,63375.860785192264,36.018769359645376,199832.13240731257,-315550000.0,0.02,63332000.0,1234974.0,8422318.666801453
101019,scenario_29,124814.00923262232,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,139023.46290279238,12379848.634120692,13060740.30899733,76946822.63412069,16678786.498498939,0.0016220813928355215,0.00833534639437373,-16539763.035596147,Rail,2050.0,63411.87955455191,63389.38243680991,22.497117742001137,124814.00923262232,-422590000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_29,2123420.611534794,,,,,,,63332000.0,2315148.6195016108,1234974.0,1302897.5699999998,2365161.478504731,12074664.945059828,12738771.517038118,76641638.94505984,16356817.706539728,0.027705835114733873,0.14459789923311916,-13991656.228034997,Rail,2050.0,63411.87955455191,63029.14332320101,382.7362313509002,2123420.611534794,-358260000.0,0.14,63332000.0,1234974.0,12074664.945059828
