development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_annual,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
987,scenario_19,-18744339.52712653,-549055859.1814852,162757318.6235116,252140750.27984798,115413450.7509991,2308269.015019982,115413450.7509991,162757318.6235116,4682196.980061052,2308269.015019982,2725626.4287879486,-20878289.279451504,0.0,0.0,165065587.6385316,7407823.408849001,-0.11355691876960912,-2.8184107702285917,-280426862.96814847,Road,,,,,,,,,,
0,scenario_29,128960325.7307193,-475413336.5380288,152678141.04011753,345276872.71142757,106418648.51720302,2128372.97034406,106418648.517203,152678141.04011753,4392239.543789739,2128372.97034406,2513203.435361913,143641816.8952684,0.0,0.0,154806514.0104616,6905442.979151651,0.833041985054998,20.801245818543435,-208540498.7953108,Road,,,,,,,,,,
2,scenario_29,-147026412.4102201,-958951909.8696235,194912878.2946077,472959994.5310824,144052624.63371336,2881052.492674267,144052624.63371325,194912878.2946077,5607247.021788821,2881052.492674267,3401974.7116392325,-163764637.61650005,0.0,0.0,197793930.78728196,9009221.733428054,-0.7433312631232354,-18.1774455621248,-645733853.8810105,Road,,,,,,,,,,
9,scenario_29,960522640.3062038,-2359714764.292984,1345794052.1316106,1102132191.6912076,872311160.7763699,17446223.215527397,872311160.7763696,1345794052.1316106,38715757.300295584,17446223.215527397,20600669.49274701,1069873361.7556126,0.0,0.0,1363240275.347138,59316426.79304259,0.7045879275108818,18.036712924203,-91575256.72863758,Road,,,,,,,,,,
12,scenario_29,-9286630.918648647,-1454980293.1243625,312373893.82249105,884678952.4299979,248640815.95322484,4972816.319064497,248640815.9532249,312373893.82249105,8986361.502359474,4972816.319064497,5871949.71493947,-10343867.623100389,0.0,0.0,317346710.14155555,14858311.217298944,-0.029263359669007616,-0.6961671129258239,-909881131.2703973,Road,,,,,,,,,,
15,scenario_29,91561153.66215412,-474891649.3321692,195150622.90997052,244570297.75985953,126731882.32449329,2534637.646489866,126731882.32449329,195150622.90997052,5614086.450758847,2534637.646489866,2992924.703195333,101984935.24683903,0.0,0.0,197685260.55646038,8607011.15395418,0.4631663150020412,11.849053454518383,-151192373.66697466,Road,,,,,,,,,,
17,scenario_29,16550832.63112169,-5007931001.328169,2357229443.5123625,1162145992.8589256,1505106397.588002,30102127.951760042,1505106397.5880022,2357229443.5123625,67812696.0745481,30102127.951760042,35544884.488848604,18435062.541855097,0.0,0.0,2387331571.4641223,103357580.56339669,0.0069327749982258475,0.17836197830257391,-1247068510.8804672,Road,,,,,,,,,,
25,scenario_29,-90917946.83595872,-1440731045.169611,153682014.62583685,1088808551.5272884,107322532.18052682,2146450.6436105366,107322532.18052697,153682014.62583685,4421118.9447971415,2146450.6436105366,2534549.7271959586,-101268502.52514237,0.0,0.0,155828465.2694474,6955668.6719931,-0.5834489011924101,-14.559132601139922,-1197032722.724424,Road,,,,,,,,,,
27,scenario_29,-86068108.24634963,-1348731388.1168094,150350312.53158265,1007966102.4209636,104346864.91791353,2086937.2983582704,104346864.91791344,150350312.53158265,4325272.652807869,2086937.2983582704,2464275.7922127983,-95866533.9529252,0.0,0.0,152437249.82994092,6789548.445020667,-0.5646133628254726,-14.119721617603597,-1110622184.8189094,Road,,,,,,,,,,
28,scenario_29,35101172.40271462,-5147510869.2802105,2450896121.356007,1183821553.6060135,1547894366.7209044,30957887.33441809,1547894366.7209044,2450896121.356007,70507295.86177087,30957887.33441809,36555373.46343454,39097266.15926918,0.0,0.0,2481854008.6904254,107062669.32520542,0.014143125373130266,0.36518112621039084,-1251786956.7719498,Road,,,,,,,,,,
57,scenario_29,74229680.8954886,-472284515.7255069,141144892.03203666,309258717.1956397,96110587.39331904,1922211.7478663805,96110587.39331901,141144892.03203666,4060451.4304647534,1922211.7478663805,2269766.2653787034,82680360.57576501,0.0,0.0,143067103.77990305,6330217.695843456,0.5188452057412503,13.061219147337468,-232908574.31571817,Road,,,,,,,,,,
62,scenario_29,23258036.115675468,-313047960.4171959,140830295.48902065,99638804.77865678,95836896.26519392,1916737.9253038785,95836896.26519394,140830295.48902065,4051401.1278663515,1916737.9253038785,2263302.7226348687,25905847.75698644,0.0,0.0,142747033.41432452,6314703.850501221,0.16293183514482443,4.102464402179399,-80047660.87217157,Road,,,,,,,,,,
63,scenario_29,-314775451.45231825,-2764289108.844926,1122072298.9151125,602119297.8778179,725322060.5996771,14506441.211993542,725322060.5996771,1122072298.9151125,32279737.54927389,14506441.211993542,17129346.405373808,-350611069.7568502,0.0,0.0,1136578740.127106,49409083.9546477,-0.2769499730543229,-7.096085207300625,-1002139451.5893158,Road,,,,,,,,,,
73,scenario_29,-128381832.27323774,-767008054.3801448,166819302.03902298,352816567.9526391,118990352.11524504,2379807.042304901,118990352.11524498,166819302.03902298,4799051.980143475,2379807.042304901,2810099.2248798893,-142997464.8371929,0.0,0.0,169199109.0813279,7609151.205023365,-0.7587618691983138,-18.792827344893563,-503423183.9948554,Road,,,,,,,,,,
90,scenario_29,3053580.253294143,-1268983486.260564,137847332.70199814,1041038893.0358596,93150840.7760003,1863016.815520006,93150840.77600026,137847332.70199814,3965587.3563496363,1863016.815520006,2199868.3154414445,3401215.165465433,0.0,0.0,139710349.51751816,6165455.67179108,0.02185650715096992,0.5516567382078625,-1043803133.5421852,Road,,,,,,,,,,
94,scenario_29,4466309.233059401,-272621569.1253374,121470946.13406222,77063305.33401044,78553626.89032419,1571072.537806484,78553626.89032418,121470946.13406222,3494472.027213062,1571072.537806484,1855137.6822736738,4974776.307500777,0.0,0.0,123042018.6718687,5349609.709486736,0.03629905686910305,0.9299325703478428,-77438138.7359964,Road,,,,,,,,,,
103,scenario_29,-159421489.7015419,-1109796583.1391168,259656718.26383355,489146659.15574867,201571716.01799256,4031434.3203598512,201571716.01799273,259656718.26383355,7469795.597454983,4031434.3203598512,4760356.725318894,-177570832.75903162,0.0,0.0,263688152.5841934,12230152.322773878,-0.6045834374399508,-14.519102303278379,-678947644.2375542,Road,,,,,,,,,,
104,scenario_29,1964705.8393368328,-1132625924.709982,126249993.90891679,925540524.4335165,82800112.20688549,1656002.2441377097,82800112.20688546,126249993.90891679,3631955.510279974,1656002.2441377097,1955423.5027994865,2188377.8195192674,0.0,0.0,127905996.15305449,5587379.013079461,0.015360545231873511,0.39166446636186797,-928939525.6270767,Road,,,,,,,,,,
109,scenario_29,-552591822.6503239,-3883827398.2220726,1719139270.9049108,512234634.77039987,1099861669.8964376,21997233.397928752,1099861669.8964381,1719139270.9049108,49456139.79519407,21997233.397928752,25974546.43261869,-615501651.0481151,0.0,0.0,1741136504.3028395,75430686.22781275,-0.31737421005459,-8.159830989594893,-1203166972.0463278,Road,,,,,,,,,,
114,scenario_29,-72078445.41495152,-646376463.599927,153451414.61605844,313737315.6128099,107109287.95610711,2142185.759122142,107109287.95610714,153451414.61605844,4414485.051596405,2142185.759122142,2529513.7102492102,-80284217.64387487,0.0,0.0,155593600.37518057,6943998.761845615,-0.4632481364345951,-11.561669348935265,-400965532.01853037,Road,,,,,,,,,,
126,scenario_29,-334696141.069695,-1713674745.355059,481418563.00908685,521938378.627965,375621662.6483119,7512433.252966238,375621662.6483121,481418563.00908685,13849432.768554196,7512433.252966238,8870754.008978862,-372799630.72886306,0.0,0.0,488930996.2620531,22720186.777533058,-0.6845467839603022,-16.40829956105411,-917458196.134361,Road,,,,,,,,,,
140,scenario_29,-7256346.450458259,-783790775.1191403,141422827.4711255,538745492.5444238,96366108.65313269,1927322.1730626537,96366108.65313268,141422827.4711255,4068447.067678242,1927322.1730626537,2275800.704989801,-8082445.374260318,0.0,0.0,143350149.64418817,6344247.772668043,-0.0506197340461057,-1.2739800940752484,-553172185.6913521,Road,,,,,,,,,,
143,scenario_29,-282441.49352860404,-836057112.5717041,429374947.4540389,140991893.1039116,265407830.52022496,5308156.610404499,265407830.52022505,429374947.4540389,12352243.814815175,5308156.610404499,6267922.781668804,-314596.0516707792,0.0,0.0,434683104.0644434,18620166.59648398,-0.0006497641405605013,-0.0168954477415999,-159926655.75206637,Road,,,,,,,,,,
144,scenario_29,-86239416.14213845,-1624012163.8558228,161237634.02609128,1262464376.336839,114070737.35075407,2281414.7470150813,114070737.35075402,161237634.02609128,4638478.74549646,2281414.7470150813,2693916.6488083913,-96057344.39993812,0.0,0.0,163519048.77310637,7332395.394304851,-0.5273967576817391,-13.100404333697945,-1365854116.131082,Road,,,,,,,,,,
150,scenario_29,-202951941.8953888,-1234068191.7348242,521617136.85194135,182264836.83835977,327234276.1491341,6544685.522982683,327234276.14913416,521617136.85194135,15005863.967111586,6544685.522982683,7728028.108280548,-226057010.25561446,0.0,0.0,528161822.374924,22733892.075392134,-0.38426090886841907,-9.943612361048618,-431055739.16936636,Road,,,,,,,,,,
152,scenario_29,977474374.6616776,-3673517287.166876,2268314320.0625086,939546000.5141373,1443131341.251907,28862626.825038143,1443131341.2519073,2268314320.0625086,65254788.84174534,28862626.825038143,34081269.54296397,1088754966.6875873,0.0,0.0,2297176946.8875465,99336058.3847093,0.4255111370441277,10.960319791138183,49872907.788740635,Road,,,,,,,,,,
176,scenario_29,78920368.38627736,-2494756367.3928013,749620226.0889233,1308078050.4087737,515978459.2813816,10319569.185627632,515978459.2813816,749620226.0889233,21565049.046459354,10319569.185627632,12185447.330024013,87905059.48876028,0.0,0.0,759939795.2745509,33750496.376483366,0.10385081670550629,2.604556048841127,-1253923487.2964969,Road,,,,,,,,,,
177,scenario_29,5061390.718732073,-538135231.7797164,134517491.09974346,318473149.1517772,90205982.24692774,1804119.6449385548,90205982.24692774,134517491.09974346,3869794.586930625,1804119.6449385548,2130321.965482644,5637604.858207489,0.0,0.0,136321610.744682,6000116.552413269,0.03712830776487521,0.9395825579321495,-318835660.84598297,Road,,,,,,,,,,
195,scenario_29,-213519925.65310472,-1018409748.5650084,365521611.4676312,201610492.77074566,237757718.673527,4755154.37347054,237757718.673527,365521611.4676312,10515313.22729447,4755154.37347054,5614932.379615079,-237828106.3603787,0.0,0.0,370276765.84110177,16130245.606909547,-0.5766495371862822,-14.74423342063079,-455568844.7380339,Road,,,,,,,,,,
197,scenario_29,-23616145.952378307,-632479158.4216342,148324872.0083149,358007558.6966519,102530581.76428911,2050611.6352857822,102530581.76428914,148324872.0083149,4267004.8490523,2050611.6352857822,2421382.0971238124,-26304726.616051003,0.0,0.0,150375483.6436007,6688386.946176112,-0.1570478470303713,-3.9328954541258945,-391000672.258879,Road,,,,,,,,,,
201,scenario_29,-314105024.99221236,-1715793514.0689874,352625123.7916697,794637036.6727514,254426328.61235362,5088526.572247073,254426328.6123538,352625123.7916697,10144307.510559477,5088526.572247073,6008581.503567211,-349864318.58141226,0.0,0.0,357713650.3639168,16152889.014126688,-0.8780906869856948,-21.65955070176205,-1160654244.2682905,Road,,,,,,,,,,
202,scenario_29,-78434509.76369336,-683888963.0283811,191211564.68119022,285153189.6378463,129089698.94565128,2581793.9789130255,129089698.9456513,191211564.68119022,5500767.758247435,2581793.9789130255,3048607.357643719,-87363888.28043126,0.0,0.0,193793358.66010326,8549375.115891155,-0.4047327024310502,-10.21874547509836,-381066453.0341687,Road,,,,,,,,,,
206,scenario_29,6134278.517888088,-1351576785.282926,142935970.24447098,1117086687.7791736,97688405.77716967,1953768.1155433934,97688405.7771697,142935970.24447098,4111977.10727141,1953768.1155433934,2307028.330232211,6832635.592833071,0.0,0.0,144889738.36001438,6419005.437503621,0.042337563635086124,1.06443835565441,-1116673057.6238441,Road,,,,,,,,,,
209,scenario_29,5665818.184494419,-1136094737.503815,253701155.7129953,709055715.8041978,179003684.17111638,3580073.6834223275,179003684.17111635,253701155.7129953,7298466.177519016,3580073.6834223275,4227385.709832285,6310843.38231603,0.0,0.0,257281229.39641762,11525851.8873513,0.02202188709136085,0.5475381294151173,-714270724.3092331,Road,,,,,,,,,,
227,scenario_29,3712546.7063398175,-428895431.13269234,160838770.7169813,158244165.33462933,113525041.78742157,2270500.8357484313,113525041.78742158,160838770.7169813,4627004.259450816,2270500.8357484313,2681029.3965876745,4135201.6690832954,0.0,0.0,163109271.55272973,7308033.65603849,0.022761101628362253,0.565843271078323,-161416997.32158452,Road,,,,,,,,,,
233,scenario_29,-7923089.173068049,-1126933566.313826,138027096.7062853,887671985.7291533,93311394.70531952,1866227.8941063904,93311394.7053194,138027096.7062853,3970758.8010816793,1866227.8941063904,2203659.988163737,-8825093.437024591,0.0,0.0,139893324.6003917,6174418.789245416,-0.05663664935907789,-1.4292994593104231,-902671497.9554232,Road,,,,,,,,,,
240,scenario_29,67218.61976559012,-593108062.2349484,180428309.50240535,281827797.3751602,130919173.97714832,2618383.4795429665,130919173.97714841,180428309.50240535,5190555.441773202,2618383.4795429665,3091812.594678128,74871.12503486472,0.0,0.0,183046692.98194832,8282368.03645133,0.00036722116455946614,0.009039821063897573,-290035294.2865767,Road,,,,,,,,,,
243,scenario_29,-114853253.81490944,-1569964090.762176,474497528.1196527,651408362.144277,329204946.68333685,6584098.933666738,329204946.683337,474497528.1196527,13650328.67337574,6584098.933666738,7774567.845681218,-127928725.06196786,0.0,0.0,481081627.05331945,21424896.51905696,-0.23873963867296052,-5.971031176191594,-800761983.7253017,Road,,,,,,,,,,
245,scenario_29,-92863321.10628691,-1607720096.639038,226783942.1590449,1115824584.543422,172248248.83028424,3444964.9766056845,172248248.83028436,226783942.1590449,6524112.69787304,3444964.9766056845,4067848.039109092,-103435347.97274724,0.0,0.0,230228907.13565058,10591960.736982133,-0.40335213445448,-9.765458024367458,-1229851893.2531514,Road,,,,,,,,,,
249,scenario_29,-309775449.0674671,-1460922248.1753197,238071104.51270106,730447703.211749,182627991.38340265,3652559.827668053,182627991.3834026,238071104.51270106,6848821.398733349,3652559.827668053,4312978.051622383,-345041841.9887661,0.0,0.0,241723664.3403691,11161799.450355731,-1.2815271930979617,-30.912743372912818,-1086651344.6508708,Road,,,,,,,,,,
250,scenario_29,1541960.0008799292,-2907549496.1145267,1561329695.3764071,385747424.9665401,962014335.7724594,19240286.715449188,962014335.7724593,1561329695.3764071,44916279.31940507,19240286.715449188,22719117.0647118,1717504.4716365987,0.0,0.0,1580569982.0918562,67635396.38411687,0.0009755721153448533,0.02539357442192692,-451665316.8790204,Road,,,,,,,,,,
254,scenario_29,1107007217.3592236,-1456429147.389821,1323823495.5568194,395701901.59197915,843910967.6002458,16878219.352004915,843910967.600246,1323823495.5568194,38083709.07957804,16878219.352004915,19929965.02459509,1233034478.7565641,0.0,0.0,1340701714.9088244,58013674.10417313,0.8256924005161779,21.254204250922758,779318903.0604118,Road,,,,,,,,,,
255,scenario_29,-5199325.8446974745,-539809303.753096,141104681.34951812,297503490.4712225,96001806.08765785,1920036.1217531571,96001806.08765787,141104681.34951812,4059294.6509242277,1920036.1217531571,2267197.264974168,-5791243.211670707,0.0,0.0,143024717.47127128,6326491.915898396,-0.03635263845734804,-0.9153956550734514,-309621225.5987916,Road,,,,,,,,,,
261,scenario_29,-87477028.55090794,-507669895.0212149,128951399.92581557,206006767.6891796,85234698.85531175,1704693.977106235,85234698.85531181,128951399.92581557,3709669.466255746,1704693.977106235,2012919.1730956757,-97435852.82103954,0.0,0.0,130656093.9029218,5722588.639351422,-0.6695212288827788,-17.02653448668688,-309165209.1495706,Road,,,,,,,,,,
267,scenario_29,-3255928.339240721,-705254751.734019,143075132.13023564,461074560.99920475,97849130.26533791,1956982.6053067583,97849130.26533794,143075132.13023564,4115980.5116453427,1956982.6053067583,2310824.030905349,-3626599.5737782507,0.0,0.0,145032114.7355424,6426804.542550692,-0.022449706019785458,-0.5642928067544611,-471127965.1155337,Road,,,,,,,,,,
270,scenario_29,-186950.97926794307,-1031661877.299122,443045218.6099368,313743130.1082861,274686577.60163116,5493731.5520326225,274686577.60163116,443045218.6099368,12745509.70825755,5493731.5520326225,6487051.471665977,-208234.41768029114,0.0,0.0,448538950.1619694,19232561.179923527,-0.00041679987702391115,-0.010827180827983677,-333183925.7058899,Road,,,,,,,,,,
273,scenario_29,834048.5395753178,-658904054.0502323,142458879.86503434,420002350.610022,97276872.11475126,1945537.4422950253,97276872.11475122,142458879.86503434,4098252.1875399556,1945537.4422950253,2297309.471474201,929000.8142008404,0.0,0.0,144404417.30732936,6395561.659014156,0.005775782729694827,0.14525711168642555,-425468911.4548353,Road,,,,,,,,,,
277,scenario_29,-96928916.77996545,-2099808624.744368,1001643662.0882915,386294667.2854791,614941378.590632,12298827.571812637,614941378.590632,1001643662.0882915,28815250.64059146,12298827.571812637,14522574.81892692,-107963791.47674511,0.0,0.0,1013942489.6601042,43337825.45951838,-0.09559606956846059,-2.491213860686053,-537596284.2217426,Road,,,,,,,,,,
284,scenario_29,-18335098.717242263,-1353257090.2591248,165840820.01590046,1050913730.8058985,118167440.72008365,2363348.814401673,118167440.72008348,165840820.01590046,4770903.042741121,2363348.814401673,2790665.189829315,-20422458.44042111,0.0,0.0,168204168.83030215,7561568.232570436,-0.10900501958272021,-2.700823137779029,-1078897757.4788902,Road,,,,,,,,,,
285,scenario_29,-305998832.6288363,-2605334202.80923,1081651927.7502804,534236242.74331635,683447199.686797,13668943.993735941,683447199.6867969,1081651927.7502804,31116925.69293759,13668943.993735941,16140421.571541326,-340835276.56728745,0.0,0.0,1095320871.7440164,47257347.264478914,-0.27936912417419013,-7.21232350727983,-922328866.5750828,Road,,,,,,,,,,
289,scenario_29,-167145062.9985848,-3579877476.3965483,1806910338.443409,489555048.98384964,1116267025.9707053,22325340.519414105,1116267025.970705,1806910338.443409,51981134.86663612,22325340.519414105,26361978.502266895,-186173696.43066663,0.0,0.0,1829235678.9628232,78343113.36890301,-0.09137426353577144,-2.376388790601283,-754071858.7834193,Road,,,,,,,,,,
308,scenario_29,-19305429.621044844,-3085777788.305209,1272109016.5535288,981965235.1892271,812398106.9414086,16247962.138828171,812398106.9414086,1272109016.5535288,36595988.714912,16247962.138828171,19185751.197701126,-21503256.687650017,0.0,0.0,1288356978.692357,55781739.91261312,-0.014984534519803095,-0.38548917121152393,-1059250231.7894902,Road,,,,,,,,,,
331,scenario_29,-341090174.69399625,-3829647195.54299,1809319030.8791187,482407924.1553338,1196830065.8145416,23936601.31629083,1196830065.8145413,1809319030.8791187,52050428.048311494,23936601.31629083,28264570.870426856,-379921593.2540034,0.0,0.0,1833255632.1954095,80314998.91873835,-0.1860570717491945,-4.730394053026173,-942644516.3280756,Road,,,,,,,,,,
334,scenario_29,186654745.33104092,-475476878.8440507,154144214.2024022,400252070.1311321,107735339.84155726,2154706.796831145,107735339.84155726,154144214.2024022,4434415.486420476,2154706.796831145,2544298.6729521872,207904458.98422274,0.0,0.0,156298920.99923334,6978714.159372663,1.1942164676361169,29.791227185455018,-199326325.30628204,Road,,,,,,,,,,
348,scenario_29,-214127055.05923215,-1686317128.992458,511767627.3162046,609682058.3963946,350740388.22062665,7014807.764412533,350740388.22062683,511767627.3162046,14722513.613386558,7014807.764412533,8283153.008222566,-238504354.42731357,0.0,0.0,518782435.08061713,23005666.621609125,-0.41274923856270784,-10.367200322866864,-871192079.4453173,Road,,,,,,,,,,
351,scenario_29,-219095481.59947863,-1785015023.5312638,215490664.74718246,1188206788.4624584,162222088.7221443,3244441.774442886,162222088.72214437,215490664.74718246,6199228.079227231,3244441.774442886,3831068.2981674233,-244038411.5980584,0.0,0.0,218735106.52162534,10030296.377394654,-1.0016475410992962,-24.330129680719047,-1442275496.4379115,Road,,,,,,,,,,
356,scenario_29,-151495331.0270838,-1206408895.3263705,291513841.5784751,544762757.3502324,218636965.37057927,4372739.307411585,218636965.37057924,291513841.5784751,8386260.232279089,4372739.307411585,5163372.96256509,-168742320.37316266,0.0,0.0,295886580.8858867,13549633.194844179,-0.5120047369958638,-12.453644902901978,-727054710.9182392,Road,,,,,,,,,,
358,scenario_29,-147810056.5907522,-3136002073.581439,1557411441.409194,463626756.34251267,967153819.23898,19343076.384779602,967153819.2389803,1557411441.409194,44803559.12317945,19343076.384779602,22840492.10267761,-164637495.7862761,0.0,0.0,1576754517.7939737,67644051.22585706,-0.09374322694033073,-2.433879887479937,-695908303.3546458,Road,,,,,,,,,,
390,scenario_29,-179443134.9382624,-1012688327.3090748,385392973.1395786,198244443.7114787,249607775.51975513,4992155.510395102,249607775.51975513,385392973.1395786,11086971.880785288,4992155.510395102,5894785.619532518,-199871842.6451284,0.0,0.0,390385128.6499737,16981757.500317805,-0.4596566871253806,-11.76979724515486,-415098043.8569249,Road,,,,,,,,,,
392,scenario_29,10730151.590592504,-392570317.8060762,126427411.9691598,193892626.24721032,82980431.18029861,1659608.6236059722,82980431.18029863,126427411.9691598,3637059.466973926,1659608.6236059722,1959681.9506350604,11951725.938198471,0.0,0.0,128087020.59276576,5596741.417608987,0.08377235680036212,2.1354793881659146,-187537641.72662085,Road,,,,,,,,,,
394,scenario_29,-47895892.063186154,-677146914.2696829,223218285.19308734,254239866.6105637,151792870.40284565,3035857.408056913,151792870.40284562,223218285.19308734,6421536.000129825,3035857.408056913,3584769.8563678763,-53348600.9653967,0.0,0.0,226254142.60114425,10006305.856497701,-0.21169067453328444,-5.33149813032691,-317594773.4324581,Road,,,,,,,,,,
423,scenario_29,124548918.17351076,-878569267.3333848,221136245.255448,632055904.0478072,149926036.20364034,2998520.7240728065,149926036.20364022,221136245.255448,6361639.946355853,2998520.7240728065,3540682.337985838,138728192.54613256,0.0,0.0,224134765.97952083,9902322.284341691,0.5556876356472551,14.009662437012395,-503230033.78601635,Road,,,,,,,,,,
459,scenario_29,-34824127.131909944,-3206638041.1174154,1288511994.7396402,1056260988.1597748,827040931.0860904,16540818.621721808,827040931.0860906,1288511994.7396402,37067869.0308115,16540818.621721808,19531558.971588295,-38788680.66341892,0.0,0.0,1305052813.361362,56599428.0023998,-0.026684074985605457,-0.6853193050250311,-1151649096.8255935,Road,,,,,,,,,,
464,scenario_29,759717.9826470043,-380485458.2577512,131288839.33600885,162641270.5954638,87315066.30892555,1746301.326178511,87315066.30892557,131288839.33600885,3776912.8433280787,1746301.326178511,2062049.5342127134,846208.0933580395,0.0,0.0,133035140.66218735,5838962.377540792,0.005710656439084289,0.1449243955763316,-167634024.87964657,Road,,,,,,,,,,
469,scenario_29,-97739153.9335814,-815365902.9319968,157735155.08297828,448949050.9932869,110942542.92215021,2218850.858443004,110942542.92215025,157735155.08297828,4537719.550955379,2218850.858443004,2620040.6027019015,-108866270.09721996,0.0,0.0,159954005.94142127,7157760.153657281,-0.611045364936816,-15.209544293209431,-564973081.2441641,Road,,,,,,,,,,
486,scenario_29,-311457525.0876226,-3806256401.272942,1776737974.7240279,601931146.5852047,1116129754.8760872,22322595.097521745,1116129754.8760867,1776737974.7240279,51113137.33827317,22322595.097521745,26358736.681482878,-346915413.99102366,0.0,0.0,1799060569.8215497,77471874.01975605,-0.17312231189554464,-4.477953042707564,-1026318434.5959845,Road,,,,,,,,,,
493,scenario_29,715727.1246303328,-303626884.2740918,127574143.01461123,92763848.98576695,84004619.39834395,1680092.3879668792,84004619.39834392,127574143.01461123,3670048.5865008635,1680092.3879668792,1983869.378157528,797209.0951274444,0.0,0.0,129254235.40257812,5653917.964658392,0.005537359161973402,0.14100117831752296,-97620557.8552979,Road,,,,,,,,,,
499,scenario_29,-78151259.63574165,-1307899903.077474,149721588.62910992,976241726.6350548,103785328.17756777,2075706.5635513556,103785328.17756772,149721588.62910992,4307185.545067666,2075706.5635513556,2451014.431684519,-87048391.5353334,0.0,0.0,151797295.1926613,6758199.976752185,-0.5148396059136099,-12.8804107358135,-1070048318.1471404,Road,,,,,,,,,,
517,scenario_29,-118712522.78417449,-594999339.4142722,135901440.20503777,249008918.55565852,91376457.86940138,1827529.1573880275,91376457.8694014,135901440.20503777,3909607.9874963877,1827529.1573880275,2157964.144709648,-132227352.59327775,0.0,0.0,137728969.3624258,6067572.132206036,-0.8619284913966746,-21.792464879227204,-387303843.2811423,Road,,,,,,,,,,
521,scenario_29,-499061466.5751822,-3067743968.337583,1340309963.014307,361258179.62453145,867114359.123563,17342287.18247126,867114359.1235628,1340309963.014307,38557991.211983316,17342287.18247126,20477940.81738127,-555877130.3894147,0.0,0.0,1357652250.1967783,59035932.029364586,-0.3675915290552851,-9.415911823208285,-976171242.0433106,Road,,,,,,,,,,
531,scenario_29,-289682030.4201145,-1030993313.2508466,183125203.2839687,424574025.43725795,133612054.10950537,2672241.0821901076,133612054.10950541,183125203.2839687,5268139.589917046,2672241.0821901076,3155408.1739676315,-322660887.6465,0.0,0.0,185797444.36615878,8423547.763884678,-1.5591281753543715,-38.30463086229344,-755658460.8476427,Road,,,,,,,,,,
533,scenario_29,-23196993.35713853,-1734589203.521545,270883968.7693062,1228522851.1511414,211985390.24395877,4239707.8048791755,211985390.2439587,270883968.7693062,7792780.756314186,4239707.8048791755,5006288.074796681,-25837855.584239807,0.0,0.0,275123676.5741854,12799068.831110869,-0.0843147839763751,-2.0187293251705456,-1267159775.566492,Road,,,,,,,,,,
538,scenario_29,6534496.091507001,-1399102073.99851,520403221.32182837,556145297.6660459,329088051.1021428,6581761.022042856,329088051.1021427,520403221.32182837,14970942.086625881,6581761.022042856,7771807.216972536,7278415.945063854,0.0,0.0,526984982.34387124,22742749.30359842,0.012399776673793475,0.3200323693456113,-571609631.0245805,Road,,,,,,,,,,
540,scenario_29,50596590.13096665,-2303987271.919628,182656476.46843788,2038748542.3833852,133178843.19877148,2663576.86397543,133178843.19877172,182656476.46843788,5254655.272906217,2663576.86397543,3145177.381110714,56356760.06505322,0.0,0.0,185320053.33241332,8399832.65401693,0.27302274751783207,6.709271766039594,-1990791614.972349,Road,,,,,,,,,,
546,scenario_29,-64857807.49230458,-626391553.0498376,139232704.69704866,327883725.68498296,94417315.17550132,1888346.303510026,94417315.17550135,139232704.69704866,4005441.6905592787,1888346.303510026,2229777.620398548,-72241546.03557248,0.0,0.0,141121051.0005587,6235219.310957827,-0.4595898842338398,-11.586047327736265,-406360491.0315133,Road,,,,,,,,,,
550,scenario_29,4899833.791452971,-1429612840.7435093,241897366.88950434,1024139453.4921709,168475854.15328696,3369517.08306574,168475854.15328693,241897366.88950434,6958895.184029794,3369517.08306574,3978758.435041833,5457655.478932162,0.0,0.0,245266883.9725701,10937653.619071627,0.019977559595860294,0.4989786355471915,-1029619451.6323104,Road,,,,,,,,,,
552,scenario_29,-98409977.6183312,-508776175.8968997,143780849.82948923,168127775.70921195,98457572.73986734,1969151.4547973468,98457572.73986733,143780849.82948923,4136282.5743001364,1969151.4547973468,2325193.1263459874,-109613463.71935026,0.0,0.0,145750001.2842866,6461475.700646124,-0.6751970960630163,-16.964153205495972,-284202715.1292083,Road,,,,,,,,,,
556,scenario_29,-36343925.41667092,-944775023.0322328,156767661.50513065,641592284.5112411,110071151.59919022,2201423.0319838044,110071151.59919012,156767661.50513065,4509886.7287711715,2201423.0319838044,2599461.6562773604,-40481500.41786978,0.0,0.0,158969084.53711444,7109348.385048532,-0.22862259993820194,-5.6941224744317305,-689183133.3141594,Road,,,,,,,,,,
557,scenario_29,1086488491.05749,-2099702692.1197996,1295171144.4890049,1058031572.875066,832988465.813219,16659769.316264382,832988465.8132188,1295171144.4890049,37259439.223230146,16659769.316264382,19672017.104786046,1210179797.6005003,0.0,0.0,1311830913.8052692,56931456.32801619,0.8282229665604378,21.25678624182614,95216768.39741802,Road,,,,,,,,,,
