mode,development,scenario_count,median_tts_minutes,mean_tts_minutes,std_tts_minutes,min_tts_minutes,max_tts_minutes,q1_tts_minutes,q3_tts_minutes,median_bcr_integrated,iqr_tts_minutes,abs_median_tts_minutes,relative_iqr_tts,relative_std_tts
Road,9,3,,,,,,,,31.710374448208594,,,,
Road,90,3,,,,,,,,5.554322479714964,,,,
Road,935,3,,,,,,,,-13.620986440410164,,,,
Road,938,3,,,,,,,,24.74459095739837,,,,
Road,94,3,,,,,,,,1.185751709474929,,,,
Road,940,3,,,,,,,,-11.009369275204538,,,,
Road,945,3,,,,,,,,-91.94761215199827,,,,
Road,952,3,,,,,,,,-3.5125983810983796,,,,
Road,958,3,,,,,,,,4.4389436544026415,,,,
Road,964,3,,,,,,,,1.9079410911263552,,,,
Road,970,3,,,,,,,,-29.230189801409193,,,,
Road,971,3,,,,,,,,-14.842070969394996,,,,
Road,987,3,,,,,,,,-1.90015879517565,,,,
