ID_edge,flow,capacity,ffs,length_m,fftt_min,scenario,case,development,flow_cap,link_tt_min,delay_min
174,4406.185049334274,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_19,dev109_scenario_19,109,2.0028113860610333,8.3860372055611,4.198908557165836
178,1819.3982301474311,1000.0,80.0,6719.55714161299,5.039667856209742,scenario_26,dev254_scenario_26,254,1.8193982301474312,9.21025748882055,4.170589632610809
68,4456.446598542416,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_78,dev267_scenario_78,267,1.9085424404892573,8.540827234193738,4.070672723663315
68,4455.030657165999,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_78,status_quo_scenario_78,status_quo,1.9079360416128477,8.538240905313152,4.068086394782729
61,4575.708784306433,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_78,dev109_scenario_78,109,1.9612982358793112,8.20158778968956,4.0206722776470745
68,4427.077501859828,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_78,dev28_scenario_78,28,1.8959646688907186,8.48735052828656,4.017196017756137
174,4291.395591300989,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_19,dev267_scenario_19,267,1.9506343596822675,8.170107982972967,3.9829793345777027
174,4290.090382360721,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_19,status_quo_scenario_19,status_quo,1.950041082891237,8.16768554040986,3.9805568920145955
68,4406.185049334274,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_19,dev109_scenario_19,109,1.8870171517491536,8.449523751495013,3.9793692409645898
174,4263.2745409963245,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_19,dev28_scenario_19,28,1.9378520640892385,8.118078949667309,3.930950301272045
129,1996.7608467156424,729.0,96.0,3327.5142290398862,2.079696393149929,scenario_26,dev109_scenario_26,109,2.739040941996766,5.980346498901087,3.900650105751158
61,4456.446598542416,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_78,dev267_scenario_78,267,1.9101785677421415,7.994727995935791,3.8138124838933054
61,4455.030657165999,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_78,status_quo_scenario_78,status_quo,1.9095716490210028,7.9923048649100785,3.811389352867593
68,4291.395591300989,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_19,dev267_scenario_19,267,1.8378567842830786,8.2448843565441,3.7747298460136767
68,4290.090382360721,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_19,status_quo_scenario_19,status_quo,1.8372978082915294,8.242588571034036,3.7724340605036124
174,4173.506571080048,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_64,dev109_scenario_64,109,1.897048441400022,7.954280745029419,3.767152096634155
61,4427.077501859828,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_78,dev28_scenario_78,28,1.8975900136561628,7.944625680561553,3.7637101685190677
174,4154.48032710749,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_78,dev254_scenario_78,254,1.8884001486852227,7.920011538699504,3.73288289030424
