development,mean_total_tts,median_total_tts,std_total_tts,min_total_tts,max_total_tts,origin_access_savings,network_savings,destination_access_savings,access_savings,origin_access_savings_per_demand,network_savings_per_demand,destination_access_savings_per_demand,access_savings_per_demand,mean_total_tts_per_demand,n_scenarios
810,-986.9632644031662,-1319.641282833647,1767.4123430659743,-2564.396141777979,923.1476314021274,-82.63989811589029,-821.6834681713177,-82.63989811589029,-165.27979623178058,-0.008793589418790338,-0.12666512728836696,-0.008793589418790338,-0.017587178837580677,-0.14425230612594975,3
648,-1015.668363156224,-1126.8535395743093,682.1185140954886,-1635.3639058072586,-284.7876440871041,-380.6092540890604,-254.4498549781662,-380.6092540890604,-761.2185081781208,-0.04050006817052639,-0.042282225710350195,-0.04050006817052656,-0.08100013634105295,-0.12328236205139574,3
284,-1041.9099320406094,-1121.12705532182,385.70732704960983,-1381.858517182991,-622.7442236170173,196.08292503312987,-1434.075782106879,196.08292503312987,392.16585006625974,0.0208648942344295,-0.14998012402712863,0.020864894234429453,0.04172978846885895,-0.10825033555826763,3
255,-1264.4713879269937,-687.007859829464,1332.6744440315708,-2788.485742747085,-317.9205612044316,679.8775661219939,-2624.2265201710397,679.8775661219915,1359.7551322439856,0.07234476692077184,-0.25172215853186436,0.07234476692077159,0.14468953384154343,-0.10703262469031516,3
459,-1732.8027616577067,-1646.4567287915852,361.222358398715,-2129.373378766468,-1422.578177415067,462.7484263389827,-2658.299614335643,462.7484263389791,925.4968526779618,0.049240376073156615,-0.29093931010351337,0.04924037607315618,0.0984807521463128,-0.19245855795720168,3
197,-2619.748781527082,-1981.986509782262,1593.3740388118927,-4433.21524153254,-1444.0445932664445,180.62195811674368,-2980.992697760618,180.62195811674368,361.24391623348737,0.019219715588311943,-0.2838600391628037,0.019219715588311898,0.038439431176623844,-0.24542060798617346,3
866,-2885.9561458919197,-2198.873624743428,1761.636059582331,-4887.598673961591,-1571.39613897074,235.72185539625448,-3357.399856684419,235.72185539625207,471.4437107925066,0.025082814213966825,-0.3202487100420333,0.025082814213966482,0.05016562842793331,-0.27008308161409705,3
822,-3954.55203800695,-3098.155487338314,2349.360003012457,-6611.972405183362,-2153.528221499175,68.05322370711171,-4090.6584854211346,68.05322370710928,136.10644741422098,0.0072414429366482605,-0.3854729687632439,0.007241442936647962,0.014482885873296223,-0.3709900828899497,3
625,-4090.009744491234,-3013.4389362623915,2024.3158884184224,-6425.126049735583,-2831.4642474757275,209.7531418403487,-4509.51602817191,209.75314184034747,419.5062836806962,0.022319521808461504,-0.4400127612220676,0.022319521808461334,0.044639043616922836,-0.3953737176051462,3
556,-4213.136690236977,-2984.940656448598,2813.7189930947766,-7432.165694516851,-2222.3037197454832,156.4667725222195,-4526.070235281368,156.4667725222183,312.9335450444378,0.01664939799514033,-0.42359177430228456,0.0166493979951402,0.03329879599028054,-0.3902929783120075,3
