development,scenario,tts_minutes,component
755,scenario_44,2346.4569040550195,access_only
759,scenario_44,579.391113045971,access_only
761,scenario_44,18.35146628982693,access_only
764,scenario_44,180.38454412336068,access_only
767,scenario_44,179.36337738797374,access_only
770,scenario_44,249.74544159530342,access_only
775,scenario_44,270.54740493192,access_only
776,scenario_44,667.6623074726886,access_only
780,scenario_44,445.46728040364906,access_only
789,scenario_44,949.507935680751,access_only
791,scenario_44,431.07095523564567,access_only
809,scenario_44,460.6049435691639,access_only
810,scenario_44,-339.4825836235432,access_only
811,scenario_44,-173.2107898903232,access_only
813,scenario_44,1625.0336370132718,access_only
822,scenario_44,161.13223852536612,access_only
831,scenario_44,666.7380186698501,access_only
837,scenario_44,464.8535690929457,access_only
858,scenario_44,-793.0827630737876,access_only
863,scenario_44,-306.28517839957567,access_only
866,scenario_44,531.6043118207745,access_only
873,scenario_44,841.9924722109281,access_only
878,scenario_44,297.57681829834473,access_only
887,scenario_44,-291.66994522465393,access_only
895,scenario_44,952.9268442991124,access_only
935,scenario_44,326.21869478763256,access_only
938,scenario_44,1499.067900553764,access_only
940,scenario_44,443.93458571380324,access_only
945,scenario_44,836.3022534220581,access_only
952,scenario_44,-402.65763948065796,access_only
958,scenario_44,236.08500506059136,access_only
964,scenario_44,179.3500261657282,access_only
970,scenario_44,-400.84054172612014,access_only
971,scenario_44,419.3763325431901,access_only
987,scenario_44,-1.618212991161272e-06,access_only
0,scenario_64,444.30283324502307,access_only
2,scenario_64,1777.726324685682,access_only
12,scenario_64,-203.54720707000524,access_only
15,scenario_64,298.24475460733447,access_only
17,scenario_64,88.11893923217576,access_only
25,scenario_64,-708.0016265977756,access_only
27,scenario_64,-736.6138572188538,access_only
28,scenario_64,1207.659780104077,access_only
57,scenario_64,3242.334258046769,access_only
62,scenario_64,179.87166295752468,access_only
63,scenario_64,740.4372244712467,access_only
73,scenario_64,293.33226181351347,access_only
90,scenario_64,536.109476730966,access_only
94,scenario_64,-43.179712000724976,access_only
103,scenario_64,1296.2810839056365,access_only
104,scenario_64,299.88535480394785,access_only
109,scenario_64,417.33002280375877,access_only
114,scenario_64,1286.1105708973664,access_only
126,scenario_64,94.50555986776817,access_only
140,scenario_64,224.640553753703,access_only
143,scenario_64,-4.797546472906106,access_only
144,scenario_64,-1057.1221192704506,access_only
150,scenario_64,254.15466489228857,access_only
176,scenario_64,-195.3248127880652,access_only
177,scenario_64,-141.90258844060372,access_only
195,scenario_64,525.5409316257937,access_only
197,scenario_64,530.9232257649492,access_only
201,scenario_64,883.7096712057282,access_only
202,scenario_64,132.4876660787304,access_only
206,scenario_64,477.73386187699,access_only
209,scenario_64,-414.1745046274664,access_only
227,scenario_64,658.5372098957741,access_only
233,scenario_64,105.07505906232473,access_only
240,scenario_64,519.5478236409253,access_only
243,scenario_64,1606.2011513437174,access_only
245,scenario_64,-1029.8424030727838,access_only
249,scenario_64,781.8410188788912,access_only
250,scenario_64,2729.9285642228897,access_only
255,scenario_64,797.2818767218087,access_only
261,scenario_64,31.841351556839072,access_only
267,scenario_64,438.2096712041712,access_only
270,scenario_64,668.0755920386764,access_only
273,scenario_64,891.7937688910824,access_only
277,scenario_64,1486.484210234892,access_only
284,scenario_64,752.1956250554213,access_only
285,scenario_64,919.458322240629,access_only
289,scenario_64,763.5467352954365,access_only
308,scenario_64,106.50331767755782,access_only
331,scenario_64,551.2028777610358,access_only
334,scenario_64,1015.4682590951561,access_only
348,scenario_64,542.3205350353273,access_only
351,scenario_64,-2059.895514532338,access_only
356,scenario_64,-1294.1228128717994,access_only
358,scenario_64,1714.8430591180295,access_only
390,scenario_64,202.5939434056345,access_only
392,scenario_64,229.86911418625095,access_only
394,scenario_64,1812.6389582036609,access_only
423,scenario_64,602.3079307364969,access_only
459,scenario_64,250.44132753036314,access_only
464,scenario_64,12.57957257625094,access_only
469,scenario_64,1549.6766004774508,access_only
486,scenario_64,854.37144183079,access_only
493,scenario_64,-45.80471250183109,access_only
499,scenario_64,-1095.396903402947,access_only
517,scenario_64,540.0877958077654,access_only
521,scenario_64,436.7215680203153,access_only
531,scenario_64,640.2922246780472,access_only
533,scenario_64,268.38632984514334,access_only
538,scenario_64,382.22701340040294,access_only
540,scenario_64,647.8435162341884,access_only
546,scenario_64,66.56353259918251,access_only
550,scenario_64,651.2681100631089,access_only
552,scenario_64,200.30086847873827,access_only
556,scenario_64,726.5448475525809,access_only
558,scenario_64,8.115370386822178,access_only
564,scenario_64,1338.9129664951834,access_only
565,scenario_64,-640.131418895111,access_only
569,scenario_64,639.6358287811127,access_only
594,scenario_64,-223.8757794615958,access_only
602,scenario_64,-805.1932168788153,access_only
612,scenario_64,429.13953144044353,access_only
614,scenario_64,259.98826758033465,access_only
625,scenario_64,344.5740963608223,access_only
627,scenario_64,2069.473974968816,access_only
628,scenario_64,775.3951580173416,access_only
629,scenario_64,-538.0397698359848,access_only
648,scenario_64,-991.8710395675735,access_only
662,scenario_64,835.5929406908945,access_only
669,scenario_64,160.56790415566502,access_only
670,scenario_64,2560.3106711499204,access_only
673,scenario_64,111.63206564429856,access_only
678,scenario_64,-994.2608260714587,access_only
680,scenario_64,-12.910710754174914,access_only
682,scenario_64,8.115370386822178,access_only
689,scenario_64,192.2874696110921,access_only
694,scenario_64,347.4709103055975,access_only
726,scenario_64,735.5339408159671,access_only
736,scenario_64,6.0460246459115297e-05,access_only
750,scenario_64,679.3964018736915,access_only
755,scenario_64,2910.2200750255506,access_only
759,scenario_64,718.202303552298,access_only
761,scenario_64,22.332573706622494,access_only
764,scenario_64,222.33407933704802,access_only
767,scenario_64,221.5283573306806,access_only
770,scenario_64,309.0649257346886,access_only
775,scenario_64,334.4904003347583,access_only
776,scenario_64,822.1583472933562,access_only
780,scenario_64,548.3347176583884,access_only
789,scenario_64,1178.3958593716598,access_only
791,scenario_64,531.3622100883658,access_only
809,scenario_64,567.7644824779381,access_only
810,scenario_64,-421.7816804659233,access_only
811,scenario_64,-215.05074109473935,access_only
813,scenario_64,2012.9805129882952,access_only
822,scenario_64,199.0496542599176,access_only
831,scenario_64,821.8362319289154,access_only
837,scenario_64,573.4277066762988,access_only
858,scenario_64,-983.8803467445578,access_only
863,scenario_64,-380.86434207956336,access_only
866,scenario_64,656.0649627041821,access_only
873,scenario_64,1043.3093327691859,access_only
878,scenario_64,367.30070697882184,access_only
887,scenario_64,-361.92092685118405,access_only
895,scenario_64,1182.0286336027675,access_only
935,scenario_64,402.04026601251826,access_only
938,scenario_64,1856.1094843281935,access_only
940,scenario_64,547.2076730088884,access_only
945,scenario_64,1035.0104184982229,access_only
952,scenario_64,-498.20088788200525,access_only
958,scenario_64,290.0943937577722,access_only
964,scenario_64,221.34627376524077,access_only
970,scenario_64,-496.8710625251624,access_only
971,scenario_64,520.5560844655993,access_only
987,scenario_64,5.68219184060581e-06,access_only
0,scenario_70,293.7325929757353,access_only
2,scenario_70,1169.4344039984026,access_only
12,scenario_70,-132.05227349677443,access_only
15,scenario_70,197.16456709358317,access_only
17,scenario_70,55.71098034470563,access_only
25,scenario_70,-466.05409045477427,access_only
27,scenario_70,-484.62157814053717,access_only
28,scenario_70,795.6342423900278,access_only
57,scenario_70,2131.217777577531,access_only
62,scenario_70,119.16129375368473,access_only
63,scenario_70,486.3552882729273,access_only
73,scenario_70,193.82501579012387,access_only
90,scenario_70,356.19471731231533,access_only
94,scenario_70,-28.22711924832402,access_only
103,scenario_70,850.4088976117455,access_only
104,scenario_70,198.3522880876808,access_only
109,scenario_70,273.4244394612433,access_only
114,scenario_70,845.8051346926222,access_only
126,scenario_70,62.90330995061959,access_only
140,scenario_70,149.22447019493848,access_only
143,scenario_70,-3.181477905196516,access_only
144,scenario_70,-695.6740169249424,access_only
150,scenario_70,166.37310096732836,access_only
176,scenario_70,-128.00111778947758,access_only
177,scenario_70,-93.03762733346593,access_only
195,scenario_70,345.6670798818741,access_only
197,scenario_70,352.6283739948667,access_only
201,scenario_70,583.2152780825672,access_only
202,scenario_70,86.11624347178076,access_only
206,scenario_70,317.89754587909556,access_only
209,scenario_70,-271.2468592442274,access_only
227,scenario_70,432.96843027186696,access_only
233,scenario_70,70.38344274923293,access_only
240,scenario_70,341.3496149626044,access_only
243,scenario_70,1058.1200079772425,access_only
245,scenario_70,-678.3622207048866,access_only
249,scenario_70,514.7656693497702,access_only
250,scenario_70,1795.1944289306557,access_only
255,scenario_70,525.1488016863805,access_only
261,scenario_70,20.722056635331683,access_only
267,scenario_70,291.49023457709336,access_only
270,scenario_70,438.89065026867684,access_only
273,scenario_70,587.5930012708595,access_only
277,scenario_70,977.6398303342539,access_only
284,scenario_70,499.9483218684509,access_only
285,scenario_70,604.0519612253665,access_only
289,scenario_70,500.1233856722102,access_only
308,scenario_70,71.378038134917,access_only
331,scenario_70,363.9679495163218,access_only
334,scenario_70,670.7721157482265,access_only
348,scenario_70,355.55647777942795,access_only
351,scenario_70,-1357.1343949708644,access_only
356,scenario_70,-853.5484938880509,access_only
358,scenario_70,1127.9239933503995,access_only
390,scenario_70,134.12725933498587,access_only
392,scenario_70,152.5971431474063,access_only
394,scenario_70,1192.0883493901056,access_only
423,scenario_70,398.3623017695063,access_only
459,scenario_70,165.7308248207446,access_only
464,scenario_70,8.358576812799583,access_only
469,scenario_70,1019.2395901705022,access_only
486,scenario_70,561.9376976362837,access_only
493,scenario_70,-30.428993748380893,access_only
499,scenario_70,-720.3983917260157,access_only
517,scenario_70,354.9865959882263,access_only
521,scenario_70,285.2110921765743,access_only
531,scenario_70,422.48119060910903,access_only
533,scenario_70,178.30161104823128,access_only
538,scenario_70,255.8133399061262,access_only
540,scenario_70,431.28001631066945,access_only
546,scenario_70,44.42333781299021,access_only
550,scenario_70,434.7104625773354,access_only
552,scenario_70,132.54191275575795,access_only
556,scenario_70,483.10559222059237,access_only
558,scenario_70,3.2536536512197927,access_only
564,scenario_70,878.4233720380726,access_only
565,scenario_70,-419.612205277921,access_only
569,scenario_70,425.00485621675034,access_only
594,scenario_70,-146.18450903375194,access_only
602,scenario_70,-528.8575596959563,access_only
612,scenario_70,281.19354402425233,access_only
614,scenario_70,172.90887619018395,access_only
625,scenario_70,230.2923914713829,access_only
627,scenario_70,1362.3792612308862,access_only
628,scenario_70,516.4031355448969,access_only
629,scenario_70,-354.0622691659337,access_only
648,scenario_70,-652.0721074023095,access_only
662,scenario_70,548.5671147880166,access_only
669,scenario_70,106.65239326484516,access_only
670,scenario_70,1683.7376225475382,access_only
673,scenario_70,74.13844184966729,access_only
678,scenario_70,-654.4924717981085,access_only
680,scenario_70,-5.739653175292915,access_only
682,scenario_70,3.2536536512197927,access_only
689,scenario_70,123.14398356500172,access_only
694,scenario_70,230.42833339342178,access_only
726,scenario_70,490.85772270306916,access_only
736,scenario_70,0.0,access_only
750,scenario_70,444.6700899713469,access_only
755,scenario_70,1913.6934267103825,access_only
759,scenario_70,471.7968815841923,access_only
761,scenario_70,15.336352949216234,access_only
764,scenario_70,147.79895319972277,access_only
767,scenario_70,146.9300530940127,access_only
770,scenario_70,204.13186191172645,access_only
775,scenario_70,221.15364084616158,access_only
776,scenario_70,548.6530775025203,access_only
780,scenario_70,366.21652935925886,access_only
789,scenario_70,773.7300547061641,access_only
791,scenario_70,353.8563280754752,access_only
809,scenario_70,378.10186656543374,access_only
810,scenario_70,-276.3127547659278,access_only
811,scenario_70,-141.1095028511154,access_only
813,scenario_70,1326.927086348638,access_only
822,scenario_70,131.98472800051968,access_only
831,scenario_70,547.329365677997,access_only
837,scenario_70,381.2913725395847,access_only
858,scenario_70,-646.6415208459111,access_only
863,scenario_70,-249.15545265990295,access_only
866,scenario_70,435.8317199594494,access_only
873,scenario_70,686.7156201230755,access_only
878,scenario_70,243.93181260698478,access_only
887,scenario_70,-237.76976373898287,access_only
895,scenario_70,777.0612310847755,access_only
935,scenario_70,267.80264758735575,access_only
938,scenario_70,1224.683386481851,access_only
940,scenario_70,364.41601320399786,access_only
945,scenario_70,683.6441304262298,access_only
952,scenario_70,-330.05438856918045,access_only
958,scenario_70,194.4414457854873,access_only
964,scenario_70,147.03536326612448,access_only
970,scenario_70,-327.12029642752896,access_only
971,scenario_70,341.7399242999418,access_only
987,scenario_70,0.0,access_only
0,scenario_75,359.8746869880197,access_only
2,scenario_75,1436.8758479603566,access_only
12,scenario_75,-163.5897132627324,access_only
15,scenario_75,241.56510650365817,access_only
17,scenario_75,70.0188957716964,access_only
25,scenario_75,-572.4045956652335,access_only
27,scenario_75,-595.393420537468,access_only
28,scenario_75,976.7290210895808,access_only
57,scenario_75,2619.572168842067,access_only
62,scenario_75,145.82094850706198,access_only
63,scenario_75,598.0455539599643,access_only
73,scenario_75,237.54556548294204,access_only
90,scenario_75,435.1409830763987,access_only
94,scenario_75,-34.80429294856003,access_only
103,scenario_75,1046.5279514143622,access_only
104,scenario_75,242.943576080208,access_only
109,scenario_75,336.68762590108963,access_only
114,scenario_75,1039.3195025523491,access_only
126,scenario_75,76.74526484597664,access_only
140,scenario_75,182.3189721257295,access_only
143,scenario_75,-3.890796342526301,access_only
144,scenario_75,-854.5431962611293,access_only
150,scenario_75,205.00440646773495,access_only
176,scenario_75,-157.6248460849747,access_only
177,scenario_75,-114.52185104717137,access_only
195,scenario_75,424.75529673578785,access_only
197,scenario_75,430.86836470865455,access_only
201,scenario_75,715.2304072765437,access_only
202,scenario_75,106.55029029200887,access_only
206,scenario_75,388.0120673119236,access_only
209,scenario_75,-334.15574605838265,access_only
227,scenario_75,532.1097643437897,access_only
233,scenario_75,85.58112430214896,access_only
240,scenario_75,419.68128348159735,access_only
243,scenario_75,1299.0246853541612,access_only
245,scenario_75,-832.8310288458888,access_only
249,scenario_75,632.1484998071173,access_only
250,scenario_75,2206.010758718272,access_only
255,scenario_75,644.7606201952913,access_only
261,scenario_75,25.62080912806414,access_only
267,scenario_75,355.8586748066882,access_only
270,scenario_75,539.6755047462939,access_only
273,scenario_75,721.2526394106753,access_only
277,scenario_75,1201.3682939248647,access_only
284,scenario_75,610.6290894090271,access_only
285,scenario_75,742.7373686632272,access_only
289,scenario_75,616.0217790716815,access_only
308,scenario_75,86.73605312090513,access_only
331,scenario_75,446.2158271426961,access_only
334,scenario_75,822.2118058311571,access_only
348,scenario_75,437.70313775863536,access_only
351,scenario_75,-1665.9864912218763,access_only
356,scenario_75,-1047.159103288035,access_only
358,scenario_75,1385.9743622238057,access_only
390,scenario_75,164.19999660536996,access_only
392,scenario_75,186.50917050055796,access_only
394,scenario_75,1464.8192992945478,access_only
423,scenario_75,487.938554636381,access_only
459,scenario_75,202.90055543703784,access_only
464,scenario_75,10.210703663582535,access_only
469,scenario_75,1252.4593106424982,access_only
486,scenario_75,690.4735805557393,access_only
493,scenario_75,-37.17590520422527,access_only
499,scenario_75,-885.2397017259755,access_only
517,scenario_75,436.3470830871811,access_only
521,scenario_75,351.8618571423103,access_only
531,scenario_75,518.1929083187279,access_only
533,scenario_75,217.8323282839774,access_only
538,scenario_75,311.2158747934918,access_only
540,scenario_75,526.2664111762679,access_only
546,scenario_75,54.128597872142564,access_only
550,scenario_75,529.6614800157658,access_only
552,scenario_75,162.3061849257174,access_only
556,scenario_75,589.9156041494425,access_only
558,scenario_75,5.442024693504209,access_only
564,scenario_75,1080.9701686431945,access_only
565,scenario_75,-516.6477110267879,access_only
569,scenario_75,519.1820262858018,access_only
594,scenario_75,-180.40300480010774,access_only
602,scenario_75,-650.4083722815267,access_only
612,scenario_75,346.23318348622706,access_only
614,scenario_75,211.10872058263703,access_only
625,scenario_75,280.3834596754059,access_only
627,scenario_75,1673.1001095367865,access_only
628,scenario_75,630.0038803565512,access_only
629,scenario_75,-434.9151554446653,access_only
648,scenario_75,-801.5127267621501,access_only
662,scenario_75,674.7698180541556,access_only
669,scenario_75,130.31097375331956,access_only
670,scenario_75,2068.989308015949,access_only
673,scenario_75,90.59173428957365,access_only
678,scenario_75,-803.8327972600637,access_only
680,scenario_75,-9.025421996779215,access_only
682,scenario_75,5.442024693504209,access_only
689,scenario_75,153.68392525538002,access_only
694,scenario_75,281.80525871090504,access_only
726,scenario_75,598.1369328899345,access_only
736,scenario_75,5.3884414228377864e-05,access_only
750,scenario_75,547.9554710122138,access_only
755,scenario_75,2351.6695579422267,access_only
759,scenario_75,580.1130204551664,access_only
761,scenario_75,18.387687168422417,access_only
764,scenario_75,180.4777552909036,access_only
767,scenario_75,179.67639788919405,access_only
770,scenario_75,250.23862161286524,access_only
775,scenario_75,270.92370714998106,access_only
776,scenario_75,668.5740953316708,access_only
780,scenario_75,446.06099934060694,access_only
789,scenario_75,951.7000547501411,access_only
791,scenario_75,431.7054977304215,access_only
809,scenario_75,461.28256087632326,access_only
810,scenario_75,-340.33628011384644,access_only
811,scenario_75,-173.61301368047498,access_only
813,scenario_75,1628.4517890003845,access_only
822,scenario_75,161.42473987375706,access_only
831,scenario_75,667.7352908981484,access_only
837,scenario_75,465.58741816689144,access_only
858,scenario_75,-794.9620423873639,access_only
863,scenario_75,-307.13895949113066,access_only
866,scenario_75,532.4716085888504,access_only
873,scenario_75,843.4460052501854,access_only
878,scenario_75,298.0742677664857,access_only
887,scenario_75,-292.3688512300396,access_only
895,scenario_75,955.1285708578107,access_only
935,scenario_75,326.6696868397921,access_only
938,scenario_75,1502.1571694830964,access_only
940,scenario_75,444.5827449676799,access_only
945,scenario_75,838.0180206904624,access_only
952,scenario_75,-403.9331027776461,access_only
958,scenario_75,236.35272195743528,access_only
964,scenario_75,179.64494380033648,access_only
970,scenario_75,-401.7430326107351,access_only
971,scenario_75,420.35492970762425,access_only
987,scenario_75,-3.5079647204838693e-06,access_only
0,scenario_78,486.95449788730184,access_only
2,scenario_78,1947.8180381878813,access_only
12,scenario_78,-222.47559238723625,access_only
15,scenario_78,326.9634044058985,access_only
17,scenario_78,97.25203665119625,access_only
25,scenario_78,-775.8201855346924,access_only
27,scenario_78,-807.1241898118242,access_only
28,scenario_78,1323.612944885699,access_only
57,scenario_78,3552.4827773688376,access_only
62,scenario_78,197.27778644739738,access_only
63,scenario_78,813.0621506829993,access_only
73,scenario_78,321.36299255152335,access_only
90,scenario_78,587.9554169537914,access_only
94,scenario_78,-47.27521989122761,access_only
103,scenario_78,1420.3406353855353,access_only
104,scenario_78,328.75414810460643,access_only
109,scenario_78,459.0249591741158,access_only
114,scenario_78,1409.0196754352073,access_only
126,scenario_78,104.19513295602883,access_only
140,scenario_78,246.35935896709998,access_only
143,scenario_78,-5.259935107671481,access_only
144,scenario_78,-1158.3126165987924,access_only
150,scenario_78,278.326654406279,access_only
176,scenario_78,-214.12968332153105,access_only
177,scenario_78,-155.42122753008152,access_only
195,scenario_78,575.7970127685549,access_only
197,scenario_78,582.2461580145246,access_only
201,scenario_78,969.1233652792725,access_only
202,scenario_78,144.98860489128492,access_only
206,scenario_78,524.0035317864895,access_only
209,scenario_78,-453.5147899262629,access_only
227,scenario_78,721.4460678382893,access_only
233,scenario_78,115.31874253821661,access_only
240,scenario_78,569.1419989513379,access_only
243,scenario_78,1760.269253594819,access_only
245,scenario_78,-1128.5390828199306,access_only
249,scenario_78,857.3587273956218,access_only
250,scenario_78,2990.785109827011,access_only
255,scenario_78,873.66520791109,access_only
261,scenario_78,34.852838261540455,access_only
267,scenario_78,480.63675694842095,access_only
270,scenario_78,731.9024102010444,access_only
273,scenario_78,977.2013306317604,access_only
277,scenario_78,1628.6346709393074,access_only
284,scenario_78,824.9691101308708,access_only
285,scenario_78,1007.9403498081045,access_only
289,scenario_78,836.4854474561362,access_only
308,scenario_78,117.52663441685945,access_only
331,scenario_78,604.6086355470725,access_only
334,scenario_78,1113.0865557088546,access_only
348,scenario_78,594.4150921727851,access_only
351,scenario_78,-2257.3767139436895,access_only
356,scenario_78,-1418.27327370286,access_only
358,scenario_78,1878.896128506189,access_only
390,scenario_78,222.06442957537365,access_only
392,scenario_78,252.0742019067984,access_only
394,scenario_78,1985.8659356252538,access_only
423,scenario_78,660.3507738094486,access_only
459,scenario_78,275.3506495503607,access_only
464,scenario_78,13.796689747658093,access_only
469,scenario_78,1697.8815923842594,access_only
486,scenario_78,937.5613564119703,access_only
493,scenario_78,-50.23223141703784,access_only
499,scenario_78,-1200.1738122934585,access_only
517,scenario_78,591.6721571940034,access_only
521,scenario_78,480.0638642343147,access_only
531,scenario_78,701.7477389603227,access_only
533,scenario_78,294.3375659721678,access_only
538,scenario_78,419.48040782112366,access_only
540,scenario_78,710.6234981554699,access_only
546,scenario_78,73.03187474392689,access_only
550,scenario_78,714.5654730029419,access_only
552,scenario_78,219.38656142498075,access_only
556,scenario_78,796.8697070333983,access_only
558,scenario_78,9.843389503679646,access_only
564,scenario_78,1467.050639627032,access_only
565,scenario_78,-701.2851344415758,access_only
569,scenario_78,701.4940946111783,access_only
594,scenario_78,-245.16113924326783,access_only
602,scenario_78,-882.1227451748564,access_only
612,scenario_78,471.9619766346987,access_only
614,scenario_78,285.1471986214092,access_only
625,scenario_78,378.09567391446035,access_only
627,scenario_78,2267.47253462721,access_only
628,scenario_78,850.5656016452158,access_only
629,scenario_78,-589.5087658547782,access_only
648,scenario_78,-1086.601031649323,access_only
662,scenario_78,916.802306540103,access_only
669,scenario_78,176.09468821218252,access_only
670,scenario_78,2804.973492083158,access_only
673,scenario_78,122.45381392084528,access_only
678,scenario_78,-1089.4835696285372,access_only
680,scenario_78,-13.871645698829525,access_only
682,scenario_78,9.843389503679646,access_only
689,scenario_78,210.16667434933333,access_only
694,scenario_78,381.0814873623822,access_only
726,scenario_78,806.9922721774383,access_only
736,scenario_78,0.0,access_only
750,scenario_78,744.4161504721704,access_only
755,scenario_78,3188.29408465718,access_only
759,scenario_78,788.5556277223768,access_only
761,scenario_78,24.449395851828733,access_only
764,scenario_78,244.32868868664445,access_only
767,scenario_78,242.90827759018794,access_only
770,scenario_78,338.8150378217324,access_only
775,scenario_78,367.0723548668757,access_only
776,scenario_78,902.0352128546147,access_only
780,scenario_78,601.6660382986083,access_only
789,scenario_78,1291.0741470621288,access_only
791,scenario_78,582.8640789323726,access_only
809,scenario_78,622.7953492241395,access_only
810,scenario_78,-462.03888817907864,access_only
811,scenario_78,-235.54270731743964,access_only
813,scenario_78,2206.2063605184558,access_only
822,scenario_78,218.23055539690176,access_only
831,scenario_78,901.5091797178393,access_only
837,scenario_78,628.9259071720771,access_only
858,scenario_78,-1077.9057686871674,access_only
863,scenario_78,-416.9927256097435,access_only
866,scenario_78,719.4980300447496,access_only
873,scenario_78,1144.3503749908923,access_only
878,scenario_78,402.81063451254886,access_only
887,scenario_78,-396.4855579466639,access_only
895,scenario_78,1295.0302538617361,access_only
935,scenario_78,441.080899874818,access_only
938,scenario_78,2034.405148203834,access_only
940,scenario_78,600.2587058501995,access_only
945,scenario_78,1134.4020651918254,access_only
952,scenario_78,-544.8562107776088,access_only
958,scenario_78,318.41632954634406,access_only
964,scenario_78,242.7464696273746,access_only
970,scenario_78,-544.4367388797364,access_only
971,scenario_78,570.2135869293852,access_only
987,scenario_78,-3.907684003934264e-06,access_only
0,scenario_89,301.0299216229723,access_only
2,scenario_89,1201.2358059572798,access_only
12,scenario_89,-136.71136596092765,access_only
15,scenario_89,202.02451954568824,access_only
17,scenario_89,57.846666056146205,access_only
25,scenario_89,-478.58657582994056,access_only
27,scenario_89,-497.79021596505845,access_only
28,scenario_89,816.5626884709454,access_only
57,scenario_89,2189.940098789102,access_only
62,scenario_89,121.94912645067961,access_only
63,scenario_89,499.0558542536164,access_only
73,scenario_89,198.74488138265588,access_only
90,scenario_89,364.09525782325727,access_only
94,scenario_89,-29.088576385605847,access_only
103,scenario_89,874.5185342646546,access_only
104,scenario_89,203.2021922943386,access_only
109,scenario_89,280.5019325400717,access_only
114,scenario_89,868.9797524634814,access_only
126,scenario_89,63.99054669749239,access_only
140,scenario_89,152.54849556855334,access_only
143,scenario_89,-3.255259960078547,access_only
144,scenario_89,-714.4854643199214,access_only
150,scenario_89,171.3161960252146,access_only
176,scenario_89,-131.642910839837,access_only
177,scenario_89,-95.72848574072486,access_only
195,scenario_89,355.1015091297013,access_only
197,scenario_89,360.50875222787727,access_only
201,scenario_89,597.8587673292786,access_only
202,scenario_89,88.9870512985508,access_only
206,scenario_89,324.70211122865294,access_only
209,scenario_89,-279.29522442326197,access_only
227,scenario_89,444.89140421504635,access_only
233,scenario_89,71.6569960295601,access_only
240,scenario_89,350.8720500782001,access_only
243,scenario_89,1086.0648924702073,access_only
245,scenario_89,-696.3787379876449,access_only
249,scenario_89,528.2394466948499,access_only
250,scenario_89,1844.4497469544767,access_only
255,scenario_89,539.0929695274426,access_only
261,scenario_89,21.39876502671541,access_only
267,scenario_89,297.78199647106885,access_only
270,scenario_89,451.13026173261824,access_only
273,scenario_89,603.1241297330744,access_only
277,scenario_89,1004.3507616872848,access_only
284,scenario_89,510.9429061505398,access_only
285,scenario_89,620.5825031108543,access_only
289,scenario_89,514.7037086074015,access_only
308,scenario_89,72.34752659777223,access_only
331,scenario_89,372.96695138685755,access_only
334,scenario_89,687.6185741488589,access_only
348,scenario_89,365.6288265688927,access_only
351,scenario_89,-1393.032523277925,access_only
356,scenario_89,-875.6507964838383,access_only
358,scenario_89,1158.6678252662896,access_only
390,scenario_89,137.36745757020253,access_only
392,scenario_89,156.04633292560902,access_only
394,scenario_89,1224.7441371010646,access_only
423,scenario_89,408.08135216636583,access_only
459,scenario_89,169.3552083693794,access_only
464,scenario_89,8.543308197338774,access_only
469,scenario_89,1047.0633936526756,access_only
486,scenario_89,576.5790869937882,access_only
493,scenario_89,-31.105829602864105,access_only
499,scenario_89,-740.1154925844276,access_only
517,scenario_89,364.8158081834954,access_only
521,scenario_89,293.1232503221581,access_only
531,scenario_89,433.33663727329986,access_only
533,scenario_89,182.2644078736048,access_only
538,scenario_89,260.55221859906305,access_only
540,scenario_89,440.417250230239,access_only
546,scenario_89,45.30780066969601,access_only
550,scenario_89,443.34180989060405,access_only
552,scenario_89,135.84998045760585,access_only
556,scenario_89,493.6269213120395,access_only
558,scenario_89,3.7768927908837213,access_only
564,scenario_89,903.3085270793199,access_only
565,scenario_89,-431.7289317898103,access_only
569,scenario_89,434.4158073075814,access_only
594,scenario_89,-150.70455920855966,access_only
602,scenario_89,-543.6680860992165,access_only
612,scenario_89,288.4830863461393,access_only
614,scenario_89,176.66304905436118,access_only
625,scenario_89,234.71223075658418,access_only
627,scenario_89,1398.9917366350783,access_only
628,scenario_89,527.2414243090607,access_only
629,scenario_89,-363.6425980398999,access_only
648,scenario_89,-670.0850077198775,access_only
662,scenario_89,563.3667427874025,access_only
669,scenario_89,109.03029124319437,access_only
670,scenario_89,1729.892136832299,access_only
673,scenario_89,75.78405538715015,access_only
678,scenario_89,-672.0955806413476,access_only
680,scenario_89,-7.226637003441283,access_only
682,scenario_89,3.7768927908837213,access_only
689,scenario_89,128.1842704175579,access_only
694,scenario_89,235.72602211780028,access_only
726,scenario_89,500.6532334436779,access_only
736,scenario_89,0.0,access_only
750,scenario_89,457.73530258418396,access_only
755,scenario_89,1966.230843037305,access_only
759,scenario_89,484.1378830570429,access_only
761,scenario_89,15.482910190345134,access_only
764,scenario_89,150.8017478133843,access_only
767,scenario_89,150.31811683793785,access_only
770,scenario_89,209.25003443293826,access_only
775,scenario_89,226.42022411735525,access_only
776,scenario_89,559.6093433422175,access_only
780,scenario_89,373.38058369902865,access_only
789,scenario_89,795.4212409212487,access_only
791,scenario_89,361.2975737121269,access_only
809,scenario_89,386.0511970997504,access_only
810,scenario_89,-284.3857826411622,access_only
811,scenario_89,-145.13882593539893,access_only
813,scenario_89,1361.5634600722515,access_only
822,scenario_89,135.05813709829818,access_only
831,scenario_89,558.8180559927823,access_only
837,scenario_89,389.5958502872673,access_only
