development,scenario,tts_minutes,component
858,scenario_89,-664.555991726007,access_only
863,scenario_89,-256.6912549720255,access_only
866,scenario_89,445.52769357469515,access_only
873,scenario_89,704.6486119203182,access_only
878,scenario_89,249.3957628699318,access_only
887,scenario_89,-244.39900004773153,access_only
895,scenario_89,798.4599304466064,access_only
935,scenario_89,273.37126740673557,access_only
938,scenario_89,1256.0992485655042,access_only
940,scenario_89,372.06948570294844,access_only
945,scenario_89,700.8796644758695,access_only
952,scenario_89,-338.5348754950646,access_only
958,scenario_89,197.89810792595745,access_only
964,scenario_89,150.31102551914228,access_only
970,scenario_89,-335.8885939406173,access_only
971,scenario_89,351.41073307445913,access_only
987,scenario_89,-1.5462283045053482e-06,access_only
0,scenario_96,319.4023756496499,access_only
2,scenario_96,1275.9937227648188,access_only
12,scenario_96,-145.51295823050168,access_only
15,scenario_96,214.38754976836572,access_only
17,scenario_96,62.33996215146905,access_only
25,scenario_96,-508.2928702671961,access_only
27,scenario_96,-528.7401458254099,access_only
28,scenario_96,867.1863770904165,access_only
57,scenario_96,2326.509705960474,access_only
62,scenario_96,129.37612435895062,access_only
63,scenario_96,530.9274147021242,access_only
73,scenario_96,210.85532015596254,access_only
90,scenario_96,385.9803142866622,access_only
94,scenario_96,-30.931760365085207,access_only
103,scenario_96,929.5946575888192,access_only
104,scenario_96,215.60958268082322,access_only
109,scenario_96,298.87593292472593,access_only
114,scenario_96,923.0185920772492,access_only
126,scenario_96,67.9983945002532,access_only
140,scenario_96,161.72508548972473,access_only
143,scenario_96,-3.45208095378257,access_only
144,scenario_96,-758.8565863374897,access_only
150,scenario_96,182.15141261732788,access_only
176,scenario_96,-140.00152476855146,access_only
177,scenario_96,-101.74536047229412,access_only
195,scenario_96,377.20105160395906,access_only
197,scenario_96,382.2053123503938,access_only
201,scenario_96,634.844325562106,access_only
202,scenario_96,94.74816925528285,access_only
206,scenario_96,344.1148490564228,access_only
209,scenario_96,-296.8805183522709,access_only
227,scenario_96,472.5792811395404,access_only
233,scenario_96,75.83980694785714,access_only
240,scenario_96,372.7580724990621,access_only
243,scenario_96,1153.360589122949,access_only
245,scenario_96,-739.4888914167277,access_only
249,scenario_96,561.2344202697168,access_only
250,scenario_96,1959.173512735633,access_only
255,scenario_96,572.4881803063399,access_only
261,scenario_96,22.777707633933474,access_only
267,scenario_96,315.61271959004443,access_only
270,scenario_96,479.32502266091615,access_only
273,scenario_96,640.3993608612873,access_only
277,scenario_96,1066.8858631813855,access_only
284,scenario_96,541.6201282450784,access_only
285,scenario_96,659.5992184247189,access_only
289,scenario_96,547.297939290409,access_only
308,scenario_96,76.7940943730573,access_only
331,scenario_96,396.0238034072536,access_only
334,scenario_96,729.7775540293915,access_only
348,scenario_96,388.8061634091536,access_only
351,scenario_96,-1479.228231209123,access_only
356,scenario_96,-929.6346943614008,access_only
358,scenario_96,1230.8102305918983,access_only
390,scenario_96,145.7083718846916,access_only
392,scenario_96,165.4551145335572,access_only
394,scenario_96,1300.903066143721,access_only
423,scenario_96,433.0156643034643,access_only
459,scenario_96,179.9689535610596,access_only
464,scenario_96,9.057062649386353,access_only
469,scenario_96,1112.25370564661,access_only
486,scenario_96,612.9852675626062,access_only
493,scenario_96,-32.976671083186375,access_only
499,scenario_96,-786.1753985681498,access_only
517,scenario_96,387.5436210239204,access_only
521,scenario_96,312.48069584834957,access_only
531,scenario_96,460.00694260452656,access_only
533,scenario_96,193.22486755296632,access_only
538,scenario_96,275.8181742169545,access_only
540,scenario_96,466.70704713027953,access_only
546,scenario_96,47.98878116542255,access_only
550,scenario_96,469.5664113036146,access_only
552,scenario_96,144.0585175629858,access_only
556,scenario_96,523.2201013246558,access_only
558,scenario_96,4.9309780726907775,access_only
564,scenario_96,960.1835867500849,access_only
565,scenario_96,-458.9329740198591,access_only
569,scenario_96,460.52387593660023,access_only
594,scenario_96,-160.3150686322042,access_only
602,scenario_96,-577.6481316147147,access_only
612,scenario_96,307.35297802585774,access_only
614,scenario_96,187.23786783994728,access_only
625,scenario_96,248.53936843414704,access_only
627,scenario_96,1485.6981721501325,access_only
628,scenario_96,558.6747302313888,access_only
629,scenario_96,-386.2257391667881,access_only
648,scenario_96,-711.7975484421368,access_only
662,scenario_96,599.1715774465156,access_only
669,scenario_96,115.59228750004695,access_only
670,scenario_96,1837.472944944042,access_only
673,scenario_96,80.35718904042733,access_only
678,scenario_96,-713.7973585428663,access_only
680,scenario_96,-8.313777992698306,access_only
682,scenario_96,4.9309780726907775,access_only
689,scenario_96,136.89844344097583,access_only
694,scenario_96,250.00816786606083,access_only
726,scenario_96,530.2894341778192,access_only
736,scenario_96,0.0,access_only
750,scenario_96,486.83978996321457,access_only
755,scenario_96,2088.5420031489703,access_only
759,scenario_96,515.0147697444008,access_only
761,scenario_96,16.266440106326627,access_only
764,scenario_96,160.03045492532328,access_only
767,scenario_96,159.40815090183239,access_only
770,scenario_96,222.10075026787672,access_only
775,scenario_96,240.3964485989709,access_only
776,scenario_96,592.7369259885818,access_only
780,scenario_96,395.4231524762072,access_only
789,scenario_96,845.309227685626,access_only
791,scenario_96,382.83471173735234,access_only
809,scenario_96,409.0630330403401,access_only
810,scenario_96,-302.33405295812554,access_only
811,scenario_96,-154.2285508829118,access_only
813,scenario_96,1445.7168031260371,access_only
822,scenario_96,143.22272428938595,access_only
831,scenario_96,592.1343897424922,access_only
837,scenario_96,412.94929159590174,access_only
858,scenario_96,-705.9861699151697,access_only
863,scenario_96,-272.91160331411083,access_only
866,scenario_96,472.3228014807355,access_only
873,scenario_96,748.8110575371866,access_only
878,scenario_96,264.4094269150628,access_only
887,scenario_96,-259.6783400644126,access_only
895,scenario_96,848.2556124052717,access_only
935,scenario_96,289.6729148742961,access_only
938,scenario_96,1333.4411029189869,access_only
940,scenario_96,394.2511658642761,access_only
945,scenario_96,743.8239972533011,access_only
952,scenario_96,-358.5751205782544,access_only
958,scenario_96,209.43188740843107,access_only
964,scenario_96,159.35319496427473,access_only
970,scenario_96,-356.73435423825504,access_only
971,scenario_96,373.39120255643866,access_only
987,scenario_96,0.0,access_only
0,scenario_100,183.28363500377236,origin_access
2,scenario_100,730.820059455018,origin_access
12,scenario_100,63.45201960660779,origin_access
15,scenario_100,120.36954328597494,origin_access
17,scenario_100,291.3841724588783,origin_access
25,scenario_100,-309.501824106228,origin_access
27,scenario_100,-263.9099620722627,origin_access
28,scenario_100,628.0291490701311,origin_access
57,scenario_100,1142.7398853547677,origin_access
62,scenario_100,75.05197831041369,origin_access
63,scenario_100,448.4273111815746,origin_access
73,scenario_100,114.87399611742148,origin_access
90,scenario_100,197.6234316796581,origin_access
94,scenario_100,-3.8852231108867272,origin_access
103,scenario_100,730.1052498083991,origin_access
104,scenario_100,126.67052174999117,origin_access
109,scenario_100,275.9551164826371,origin_access
114,scenario_100,418.4451078437196,origin_access
126,scenario_100,241.911774684002,origin_access
140,scenario_100,84.33304514892006,origin_access
143,scenario_100,3.111914002118283,origin_access
144,scenario_100,-393.4747763130108,origin_access
150,scenario_100,-13.251344890370092,origin_access
176,scenario_100,20.881884861315484,origin_access
177,scenario_100,-63.92951924883528,origin_access
195,scenario_100,109.9153868247704,origin_access
197,scenario_100,170.0910885461708,origin_access
201,scenario_100,571.4007330096756,origin_access
202,scenario_100,-26.404497218318284,origin_access
206,scenario_100,197.2382529570059,origin_access
209,scenario_100,-195.07644686358253,origin_access
227,scenario_100,308.1246123451019,origin_access
233,scenario_100,97.98062452725937,origin_access
240,scenario_100,249.77057542625695,origin_access
243,scenario_100,715.4544039814864,origin_access
245,scenario_100,-289.88449341954765,origin_access
249,scenario_100,570.0839178321985,origin_access
250,scenario_100,857.178723393241,origin_access
255,scenario_100,358.1104430099731,origin_access
261,scenario_100,-93.4035667212811,origin_access
267,scenario_100,146.46332266639,origin_access
270,scenario_100,409.78378461191824,origin_access
273,scenario_100,288.9243568481106,origin_access
277,scenario_100,531.2323614374218,origin_access
284,scenario_100,187.88040667262248,origin_access
285,scenario_100,642.6154099116138,origin_access
289,scenario_100,516.5371509844845,origin_access
308,scenario_100,185.37141135934507,origin_access
331,scenario_100,398.06682862286107,origin_access
334,scenario_100,255.56846634150497,origin_access
348,scenario_100,432.96106505351054,origin_access
351,scenario_100,-597.1826732982554,origin_access
356,scenario_100,-420.6058408681638,origin_access
358,scenario_100,708.3147029954052,origin_access
390,scenario_100,98.0464701992314,origin_access
392,scenario_100,104.25372567329032,origin_access
394,scenario_100,578.5560245828674,origin_access
423,scenario_100,115.41968452254514,origin_access
459,scenario_100,263.41988910519285,origin_access
464,scenario_100,3.858374268660554,origin_access
469,scenario_100,559.4856194308704,origin_access
486,scenario_100,499.7341333858494,origin_access
493,scenario_100,-0.8054195121439989,origin_access
499,scenario_100,-334.2762764304207,origin_access
517,scenario_100,171.64766831133602,origin_access
521,scenario_100,362.164507091984,origin_access
531,scenario_100,174.87521315237973,origin_access
533,scenario_100,79.43764367821132,origin_access
538,scenario_100,174.94734670452817,origin_access
540,scenario_100,296.8671874487882,origin_access
546,scenario_100,37.0153646247345,origin_access
550,scenario_100,263.41710437750953,origin_access
552,scenario_100,84.0576106857443,origin_access
556,scenario_100,189.8908714277859,origin_access
558,scenario_100,173.44274821443105,origin_access
564,scenario_100,743.1130184022986,origin_access
565,scenario_100,-90.30153844985034,origin_access
569,scenario_100,225.5546061823261,origin_access
594,scenario_100,73.07469547934306,origin_access
602,scenario_100,-140.6791773836885,origin_access
612,scenario_100,279.752681844795,origin_access
614,scenario_100,115.40617461447982,origin_access
625,scenario_100,197.8899158671993,origin_access
627,scenario_100,635.4834115964622,origin_access
628,scenario_100,258.05717664582335,origin_access
629,scenario_100,-197.02255319265532,origin_access
648,scenario_100,-301.89011989490973,origin_access
662,scenario_100,528.5843333208613,origin_access
669,scenario_100,88.99934415200914,origin_access
670,scenario_100,809.2252176490256,origin_access
673,scenario_100,57.05160294923553,origin_access
678,scenario_100,-175.20662357698166,origin_access
680,scenario_100,165.49388589413866,origin_access
682,scenario_100,173.44274821443105,origin_access
689,scenario_100,386.0716545717369,origin_access
694,scenario_100,35.74922255244746,origin_access
726,scenario_100,275.17088544917715,origin_access
736,scenario_100,0.0,origin_access
750,scenario_100,585.0874689427073,origin_access
755,scenario_100,917.457589537844,origin_access
759,scenario_100,435.0610369671994,origin_access
761,scenario_100,29.226568627957025,origin_access
764,scenario_100,250.18424042989136,origin_access
767,scenario_100,107.13307826585152,origin_access
770,scenario_100,89.80381034476159,origin_access
775,scenario_100,306.88259085942263,origin_access
776,scenario_100,302.71400451522277,origin_access
780,scenario_100,258.0926505036987,origin_access
789,scenario_100,619.0548068445096,origin_access
791,scenario_100,224.87977842560213,origin_access
809,scenario_100,241.32386829191455,origin_access
810,scenario_100,34.53646603241941,origin_access
811,scenario_100,-54.260923349967925,origin_access
813,scenario_100,805.225410458268,origin_access
822,scenario_100,65.76402130014321,origin_access
831,scenario_100,273.83024524012217,origin_access
837,scenario_100,215.7828683797925,origin_access
858,scenario_100,-204.2923219400545,origin_access
863,scenario_100,-179.9319668057433,origin_access
866,scenario_100,219.80091836157223,origin_access
873,scenario_100,628.7263128802442,origin_access
878,scenario_100,98.77793214914708,origin_access
887,scenario_100,-154.3743165407759,origin_access
895,scenario_100,616.6817277266127,origin_access
