development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
101014,scenario_81,3488565.842357708,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3885721.698636087,3637776.376419882,3837854.077122975,45152835.87641988,5971459.771967202,0.0772612788243393,0.65071554477809,-2085738.0733311153,Rail,2050.0,60825.83043182686,60197.0334162613,628.7970155655566,3488565.842357708,-78510000.0,0.51,40721000.0,794059.5,3637776.376419882
101015,scenario_81,2329036.132759452,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,2594185.3033378753,3141343.089817573,3314116.959757539,21990343.089817572,4475676.6973351855,0.1059117687817199,0.5796185646926757,-1881491.3939973104,Rail,2050.0,60825.83043182686,60406.03300342753,419.7974283993244,2329036.132759452,-62020000.0,0.47,18300000.0,549000.0,3141343.089817573
101016,scenario_81,5771220.388160981,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,6428245.102214319,1845066.0495133616,1946544.6822365965,20694066.04951336,3108104.419814243,0.2788828630561318,2.0682204437000555,3320140.6824000753,Rail,2050.0,60825.83043182686,59785.59604318933,1040.2343886375238,5771220.388160981,51460000.0,1.63,18300000.0,549000.0,1845066.0495133616
101017,scenario_81,2014225.242005344,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2243534.7596911313,9328074.887254942,9841119.006053964,73895048.88725494,13159444.093008474,0.0272579187961366,0.170488566525626,-10915909.333317343,Rail,2050.0,60825.83043182686,60462.77613442142,363.0542974054333,2014225.242005344,-298400000.0,0.14,63332000.0,1234974.0,9328074.887254942
101018,scenario_81,191655.85292686216,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,213474.91778604453,8422318.666801453,8885546.193475531,72989292.66680145,12203871.28043004,0.002625807785284,0.0174923934283353,-11990396.362643996,Rail,2050.0,60825.83043182686,60791.28539705273,34.545034774128,191655.85292686216,-316730000.0,0.01,63332000.0,1234974.0,8422318.666801453
101019,scenario_81,119775.1670778278,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,133410.97365028778,12379848.634120692,13060740.30899733,76946822.63412069,16379065.39595184,0.0015565966595833,0.0081452128326724,-16245654.422301551,Rail,2050.0,60825.83043182686,60804.241540861134,21.588890965722385,119775.1670778278,-423250000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_81,2037385.0876298433,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2269331.2384582795,12074664.945059828,12738771.517038118,76641638.94505984,16057096.603992628,0.0265832661680203,0.1413288650137414,-13787765.365534348,Rail,2050.0,60825.83043182686,60458.60168495774,367.2287468691138,2037385.0876298433,-370690000.0,0.11,63332000.0,1234974.0,12074664.945059828
101021,scenario_81,1776292.6314511977,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1978514.7057716283,14349670.091337211,15138901.946360758,78916644.0913372,18457227.033315267,0.0225084663939249,0.1071945803234912,-16478712.32754364,Rail,2050.0,60825.83043182686,60505.66232954654,320.1681022803168,1776292.6314511977,-437100000.0,0.09,63332000.0,1234974.0,14349670.091337211
101022,scenario_81,1458705.8025647444,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1624772.197253831,14714211.47990382,15523493.11129853,79281185.47990382,18841818.19825304,0.018399142163868,0.0862322404429353,-17217046.00099921,Rail,2050.0,60825.83043182686,60562.905809879354,262.9246219475026,1458705.8025647444,-454150000.0,0.07,63332000.0,1234974.0,14714211.47990382
101023,scenario_81,8396158.015013834,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,9352018.811852846,15720251.003409136,16584864.808596635,80287225.00340913,19903189.895551145,0.1045765128220251,0.4698753747982505,-10551171.0836983,Rail,2050.0,60825.83043182686,59312.46381051939,1513.3666213074684,8396158.015013834,-319760000.0,0.38,63332000.0,1234974.0,15720251.003409136
101024,scenario_81,4216037.17658944,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4696012.0231694365,15838427.061850354,16709540.550252125,80405401.06185035,20027865.637206633,0.0524347509111524,0.2344739129088948,-15331853.614037195,Rail,2050.0,60825.83043182686,60065.91024859156,759.9201832352992,4216037.17658944,-419840000.0,0.19,63332000.0,1234974.0,15838427.061850354
101025,scenario_81,1329141.7421411271,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1480457.9134760608,9194299.763564669,9699986.250560723,73761273.76356468,13018311.337515237,0.0180195063659227,0.1137211943310791,-11537853.424039174,Rail,2050.0,60825.83043182686,60586.25910123184,239.5713305950121,1329141.7421411271,-310820000.0,0.09,63332000.0,1234974.0,9194299.763564669
101026,scenario_81,4841901.759422596,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,5393128.173420745,8716102.867589945,9195488.52530739,73283076.86758995,12513813.6122619,0.0660712127053711,0.4309739892670436,-7120685.438841156,Rail,2050.0,60825.83043182686,59953.1012033801,872.7292284467549,4841901.759422596,-216680000.0,0.34,63332000.0,1234974.0,8716102.867589945
101027,scenario_81,7172724.9806585815,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,7989304.016362699,7133884.724548768,7526248.38439895,71700858.72454877,10844573.47135346,0.1000368072049714,0.7367098427122917,-2855269.454990762,Rail,2050.0,60825.83043182686,59532.98166097996,1292.8487708468963,7172724.9806585815,-117680000.0,0.59,63332000.0,1234974.0,7133884.724548768
101028,scenario_81,2910255.53878891,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3241573.6456346316,11059719.811672827,11668004.401314832,75626693.81167282,14986329.488269342,0.0384818559705398,0.2163020403476379,-11744755.842634711,Rail,2050.0,60825.83043182686,60301.271034063895,524.5593977629615,2910255.53878891,-323590000.0,0.17,63332000.0,1234974.0,11059719.811672827
101029,scenario_81,3962328.5349127175,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4413419.915511679,12898231.613368692,13607634.35210397,77465205.61336869,16925959.43905848,0.0511497840035283,0.2607485815738891,-12512539.5235468,Rail,2050.0,60825.83043182686,60111.63999655059,714.1904352762649,3962328.5349127175,-347830000.0,0.21,63332000.0,1234974.0,12898231.613368692
101030,scenario_81,3926899.185564369,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4373957.111095066,14397753.92824565,15189630.39429916,78964727.92824565,18507955.48125367,0.0497297880787064,0.2363284867161777,-14133998.370158602,Rail,2050.0,60825.83043182686,60118.0259643495,707.8044674773555,3926899.185564369,-388370000.0,0.19,63332000.0,1234974.0,14397753.92824565
101031,scenario_81,5966354.285370649,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,6645594.022312265,7843392.589073221,8274779.181472248,72410366.58907323,11593104.268426755,0.0823964104370516,0.5732368025371091,-4947510.246114492,Rail,2050.0,60825.83043182686,59750.424107859544,1075.4063239673123,5966354.285370649,-167490000.0,0.45,63332000.0,1234974.0,7843392.589073221
101032,scenario_81,496171.7458607568,,,,,,52197000.0,1661076.076903849,1017841.5,1073822.7825,552658.429355682,6209265.796334621,6550775.415133025,59424107.296334624,9285674.274536874,0.0083496710078699,0.0595173180768551,-8733015.845181191,Rail,2050.0,60825.83043182686,60736.3978893141,89.43254251275357,496171.7458607568,-233640000.0,0.05,52197000.0,1017841.5,6209265.796334621
100000,scenario_83,2832215.459417317,,,,,,0.0,0.0,0.0,0.0,3154649.0916831032,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.5007751338822652,2.6402615496504067,1959824.627379252,Rail,2050.0,53402.07096820872,52891.577914961184,510.4930532475337,2832215.459417317,45740000.0,2.52,0.0,0.0,1132535.0372548352
100001,scenario_83,8965197.810583327,,,,,,0.0,0.0,0.0,0.0,9985840.955664655,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,6.095320383571164,6.4353007287623525,8434112.236751292,Rail,2050.0,53402.07096820872,51786.1376930495,1615.9332751592156,8965197.810583327,200830000.0,6.15,0.0,0.0,1470832.908922622
100002,scenario_83,3318453.2417293885,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,3696242.625187916,1491223.5000004936,1573240.7925005206,20340223.50000049,2734800.5300781676,0.1631473342330436,1.3515583986969126,961442.0951097488,Rail,2050.0,53402.07096820872,52803.93592103327,598.1350471754486,3318453.2417293885,15910000.0,1.22,18300000.0,549000.0,1491223.5000004936
100003,scenario_83,1034492.6999164936,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1152264.544455164,1249186.448497714,1317891.7031650883,20098186.448497713,2479451.4407427353,0.0514719426336011,0.4647255943475932,-1327186.8962875714,Rail,2050.0,53402.07096820872,53215.60869353019,186.46227467853168,1034492.6999164936,-38820000.0,0.42,18300000.0,549000.0,1249186.448497714
100004,scenario_83,1144558.7276657198,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1274861.041593026,1366327.1115340572,1441475.1026684302,20215327.11153406,2603034.840246077,0.0566183629555358,0.489759499904545,-1328173.7986530513,Rail,2050.0,53402.07096820872,53195.76982767777,206.30114053095167,1144558.7276657198,-39000000.0,0.44,18300000.0,549000.0,1366327.1115340572
100005,scenario_83,3396271.5582238017,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,3782920.1696625566,1772511.8780511147,1870000.031343926,20621511.878051113,3031559.7689215727,0.1646955654031694,1.247846144563486,751360.4007409839,Rail,2050.0,53402.07096820872,52789.90954819722,612.1614200115,3396271.5582238017,10530000.0,1.13,18300000.0,549000.0,1772511.8780511147
101000,scenario_83,3673298.031408152,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4091484.7278769873,6764695.075241824,7136753.3043801235,71331669.07524182,10455078.391334634,0.0514960336555912,0.3913394596130515,-6363593.663457647,Rail,2050.0,53402.07096820872,52739.97687458793,662.0940936207917,3673298.031408152,-178910000.0,0.35,63332000.0,1234974.0,6764695.075241824
101001,scenario_83,8247580.405329164,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,9186526.380873524,9194709.592311688,9700418.61988883,73761683.59231168,13018743.70684334,0.11181388498281,0.7056384692514224,-3832217.325969817,Rail,2050.0,53402.07096820872,51915.48473797635,1486.5862302323658,8247580.405329164,-120840000.0,0.65,63332000.0,1234974.0,9194709.592311688
101002,scenario_83,3572197.95378192,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3978874.909654224,8754960.406377172,9236483.228727916,73321934.40637717,12554808.315682426,0.0487193632124254,0.3169204028932997,-8575933.406028202,Rail,2050.0,53402.07096820872,52758.19967156454,643.8712966441817,3572197.95378192,-234400000.0,0.29,63332000.0,1234974.0,8754960.406377172
101003,scenario_83,3417605.260098166,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3806682.607303529,8286864.190406665,8742641.720879031,72853838.19040667,12060966.80783354,0.0469104352630825,0.3156200218402978,-8254284.200530012,Rail,2050.0,53402.07096820872,52786.064252257354,616.0067159513637,3417605.260098166,-226100000.0,0.29,63332000.0,1234974.0,8286864.190406665
101004,scenario_83,869704.670687079,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,968716.2183557886,7895035.997189831,8329262.977035271,72462009.99718983,11647588.06398978,0.0120022156537033,0.083168825428392,-10678871.845633993,Rail,2050.0,53402.07096820872,53245.3109338383,156.760034370418,869704.670687079,-283940000.0,0.08,63332000.0,1234974.0,7895035.997189831
101005,scenario_83,87733.956325531,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,97722.03054390586,3806954.046847058,4016336.519423646,70174849.04684706,7620060.286290589,0.0012502193808348,0.0128243119965493,-7522338.255746683,Rail,2050.0,53402.07096820872,53386.257349548745,15.813618659973145,87733.956325531,-204040000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_83,2451308.5920197577,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,2730377.8734549596,2758437.9295488927,2910152.0156740816,69126332.92954889,6513875.7825410245,0.0354612849855357,0.4191633314183119,-3783497.909086065,Rail,2050.0,53402.07096820872,52960.23452408115,441.83644412756985,2451308.5920197577,-113050000.0,0.37,64910000.0,1457895.0,2758437.9295488927
101007,scenario_83,6929030.073589272,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,7717865.6571525,2864178.3156979834,3021708.1230613724,69232073.31569798,6625431.889928315,0.1000841046893528,1.1648849139759256,1092433.7672241852,Rail,2050.0,53402.07096820872,52153.1470183909,1248.9239498178213,6929030.073589272,4070000.000000001,1.02,64910000.0,1457895.0,2864178.3156979834
101008,scenario_83,3800977.966579213,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,4233700.388120721,2348724.399368907,2477904.2413341966,68716619.39936891,6081628.008201139,0.0553138090872689,0.6961458975148648,-1847927.620080418,Rail,2050.0,53402.07096820872,52716.96318764289,685.1077805658279,3800977.966579213,-66000000.0,0.61,64910000.0,1457895.0,2348724.399368907
101009,scenario_83,115101.61603513008,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,128205.3620846994,6029353.94372662,6360968.410631583,24878353.94372662,7522528.14820923,0.0046265768344434,0.0170428557472688,-7394322.78612453,Rail,2050.0,53402.07096820872,53381.32446207405,20.74650613466656,115101.61603513008,-190110000.0,0.02,18300000.0,549000.0,6029353.94372662
101010,scenario_83,4175506.3934608977,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,4650867.012129929,3678039.6755888616,3880331.8577462486,22527039.67558886,5041891.595323896,0.1853553087130943,0.9224448650271214,-391024.5831939671,Rail,2050.0,53402.07096820872,52649.45626138448,752.6147068242426,4175506.3934608977,-19100000.0,0.85,18300000.0,549000.0,3678039.6755888616
101011,scenario_83,6104443.696794138,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,6799404.225864994,6382115.932128592,6733132.308395664,25231115.932128593,7894692.045973311,0.24194109024805,0.8612627555666381,-1095287.8201083168,Rail,2050.0,53402.07096820872,52301.77469986082,1100.296268347898,6104443.696794138,-39320000.0,0.81,18300000.0,549000.0,6382115.932128592
101012,scenario_83,6873346.286326541,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,7655842.547884539,4781397.43325049,5044374.292079266,23630397.43325049,6205934.029656913,0.2908688398382589,1.2336326024896178,1449908.5182276256,Rail,2050.0,53402.07096820872,52163.18375005325,1238.8872181554689,6873346.286326541,23870000.0,1.15,18300000.0,549000.0,4781397.43325049
101013,scenario_83,2962946.8612988787,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3300263.6129331826,2672944.478542223,2819956.4248620453,44188003.97854222,4953562.119706273,0.0670531953137709,0.6662404817341577,-1653298.5067730905,Rail,2050.0,53402.07096820872,52868.014215991905,534.056752216813,2962946.8612988787,-54490000.0,0.59,40721000.0,794059.5,2672944.478542223
101014,scenario_83,3058303.7724294923,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3406476.433742298,3637776.376419882,3837854.077122975,45152835.87641988,5971459.771967202,0.0677322633909385,0.5704595800400223,-2564983.3382249046,Rail,2050.0,53402.07096820872,52850.82659682633,551.2443713823886,3058303.7724294923,-77540000.0,0.51,40721000.0,794059.5,3637776.376419882
101015,scenario_83,2039753.8138785905,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,2271969.6323997467,3141343.089817573,3314116.959757539,21990343.089817572,4475676.6973351855,0.0927567980884791,0.5076259493346504,-2203707.064935439,Rail,2050.0,53402.07096820872,53034.415269960955,367.6556982477632,2039753.8138785905,-62110000.0,0.47,18300000.0,549000.0,3141343.089817573
101016,scenario_83,5067912.563593014,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,5644869.182642361,1845066.0495133616,1946544.6822365965,20694066.04951336,3108104.419814243,0.2448968970847655,1.8161774574419631,2536764.7628281177,Rail,2050.0,53402.07096820872,52488.60439221863,913.466575990089,5067912.563593014,53310000.0,1.65,18300000.0,549000.0,1845066.0495133616
101017,scenario_83,1762363.5603361274,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1962999.879244205,9328074.887254942,9841119.006053964,73895048.88725494,13159444.093008474,0.0238495486081218,0.1491704258455062,-11196444.213764269,Rail,2050.0,53402.07096820872,53084.413513209416,317.657454999302,1762363.5603361274,-298000000.0,0.14,63332000.0,1234974.0,9328074.887254942
101018,scenario_83,168247.57070627835,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,187401.7191529791,8422318.666801453,8885546.193475531,72989292.66680145,12203871.28043004,0.0023050993448358,0.015355923939766,-12016469.561277062,Rail,2050.0,53402.07096820872,53371.74516238567,30.32580582304945,168247.57070627835,-316660000.0,0.01,63332000.0,1234974.0,8422318.666801453
101019,scenario_83,105098.422712908,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,117063.35499517852,12379848.634120692,13060740.30899733,76946822.63412069,16379065.39595184,0.001365857862808,0.0071471327676676,-16262002.04095666,Rail,2050.0,53402.07096820872,53383.127488988655,18.943479220062727,105098.422712908,-423240000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_83,1782563.6573086202,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1985499.6567079208,12074664.945059828,12738771.517038118,76641638.94505984,16057096.603992628,0.023258422991012,0.1236524700370939,-14071596.947284708,Rail,2050.0,53402.07096820872,53080.77254403629,321.29842417242617,1782563.6573086202,-370240000.0,0.11,63332000.0,1234974.0,12074664.945059828
101021,scenario_83,1559690.021219798,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1737252.966538253,14349670.091337211,15138901.946360758,78916644.0913372,18457227.033315267,0.0197637651623228,0.0941231834772641,-16719974.066777015,Rail,2050.0,53402.07096820872,53120.94443230032,281.1265359083991,1559690.021219798,-436520000.0,0.09,63332000.0,1234974.0,14349670.091337211
101022,scenario_83,1285962.2737898063,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1432362.6775853997,14714211.47990382,15523493.11129853,79281185.47990382,18841818.19825304,0.0162202704967847,0.0760204064445438,-17409455.52066764,Rail,2050.0,53402.07096820872,53170.28252664603,231.7884415626904,1285962.2737898063,-453520000.0,0.07,63332000.0,1234974.0,14714211.47990382
101023,scenario_83,7349939.78363642,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,8186693.8425455745,15720251.003409136,16584864.808596635,80287225.00340913,19903189.895551145,0.0915455700869513,0.4113257164056653,-11716496.05300557,Rail,2050.0,53402.07096820872,52077.28009156192,1324.7908766467954,7349939.78363642,-317840000.0,0.38,63332000.0,1234974.0,15720251.003409136
101024,scenario_83,3689594.265450527,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4109636.2070480706,15838427.061850354,16709540.550252125,80405401.06185035,20027865.637206633,0.0458873933432951,0.2051959146067677,-15918229.430158565,Rail,2050.0,53402.07096820872,52737.039557709344,665.031410499374,3689594.265450527,-418940000.0,0.19,63332000.0,1234974.0,15838427.061850354
101025,scenario_83,1166370.9847580632,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1299156.5155814618,9194299.763564669,9699986.250560723,73761273.76356468,13018311.337515237,0.0158127825787928,0.099794549530986,-11719154.821933772,Rail,2050.0,53402.07096820872,53191.83827448881,210.2326937199105,1166370.9847580632,-310410000.0,0.09,63332000.0,1234974.0,9194299.763564669
101026,scenario_83,4239923.793328788,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4722618.012325244,8716102.867589945,9195488.52530739,73283076.86758995,12513813.6122619,0.0578567927898225,0.3773923888156442,-7791195.599936657,Rail,2050.0,53402.07096820872,52637.845338553205,764.2256296555133,4239923.793328788,-215460000.0,0.35,63332000.0,1234974.0,8716102.867589945
101027,scenario_83,6261473.762143787,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,6974311.382513354,7133884.724548768,7526248.38439895,71700858.72454877,10844573.47135346,0.0873277374012816,0.6431153240776488,-3870262.0888401065,Rail,2050.0,53402.07096820872,52273.47079478698,1128.6001734217352,6261473.762143787,-119610000.0,0.58,63332000.0,1234974.0,7133884.724548768
101028,scenario_83,2549160.7163168835,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2839369.975029286,11059719.811672827,11668004.401314832,75626693.81167282,14986329.488269342,0.0337071553420655,0.1894640029936498,-12146959.513240056,Rail,2050.0,53402.07096820872,52942.59715488556,459.47381332315854,2549160.7163168835,-322830000.0,0.17,63332000.0,1234974.0,11059719.811672827
101029,scenario_83,3472053.852976814,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3867329.90145515,12898231.613368692,13607634.35210397,77465205.61336869,16925959.43905848,0.0448208176236689,0.2284851216487538,-13058629.53760333,Rail,2050.0,53402.07096820872,52776.25015837151,625.8208098372052,3472053.852976814,-346860000.0,0.21,63332000.0,1234974.0,12898231.613368692
101030,scenario_83,3434009.4196661455,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3824954.298784091,14397753.92824565,15189630.39429916,78964727.92824565,18507955.48125367,0.0434878902234247,0.2066654149162131,-14683001.182469577,Rail,2050.0,53402.07096820872,52783.107482328014,618.963485880704,3434009.4196661455,-387590000.0,0.19,63332000.0,1234974.0,14397753.92824565
101031,scenario_83,5226252.992274984,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,5821235.880965889,7843392.589073221,8274779.181472248,72410366.58907323,11593104.268426755,0.0721754803691827,0.5021291749113079,-5771868.387460868,Rail,2050.0,53402.07096820872,52460.06430053118,942.0066676775386,5226252.992274984,-165930000.0,0.46,63332000.0,1234974.0,7843392.589073221
101032,scenario_83,434208.2285192127,,,,,,52197000.0,1661076.076903849,1017841.5,1073822.7825,483640.6739977589,6209265.796334621,6550775.415133025,59424107.296334624,9285674.274536874,0.0073069373403274,0.0520846047038281,-8802033.600539114,Rail,2050.0,53402.07096820872,53323.80704814397,78.26392006474634,434208.2285192127,-233680000.0,0.05,52197000.0,1017841.5,6209265.796334621
100000,scenario_84,2884311.341242169,,,,,,0.0,0.0,0.0,0.0,3212675.8303384352,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.5467744894087203,2.6888266237587115,2017851.366034584,Rail,2050.0,54017.95807237625,53498.07498996057,519.8830824156757,2884311.341242169,40770000.0,2.36,0.0,0.0,1132535.0372548352
100001,scenario_84,9132120.353363505,,,,,,0.0,0.0,0.0,0.0,10171766.79905768,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,6.208808830673186,6.555119251888754,8620038.080144312,Rail,2050.0,54017.95807237625,52371.93782122926,1646.0202511469906,9132120.353363505,185100000.0,5.75,0.0,0.0,1470832.908922622
100002,scenario_84,3380018.7076905533,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,3764817.0129971663,1491223.5000004936,1573240.7925005206,20340223.50000049,2734800.5300781676,0.1661741183763527,1.3766331297623224,1030016.4829189988,Rail,2050.0,54017.95807237625,53408.72614957694,609.2319227993066,3380018.7076905533,9960000.0,1.14,18300000.0,549000.0,1491223.5000004936
100003,scenario_84,1053758.6094919653,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1173723.7819367694,1249186.448497714,1317891.7031650883,20098186.448497713,2479451.4407427353,0.0524305320876715,0.4733804270775204,-1305727.658805966,Rail,2050.0,54017.95807237625,53828.02321125657,189.9348611196765,1053758.6094919653,-40660000.0,0.39,18300000.0,549000.0,1249186.448497714
100004,scenario_84,1165921.2083432437,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1298655.5343606465,1366327.1115340572,1441475.1026684302,20215327.11153406,2603034.840246077,0.0576751096784387,0.4989005580262915,-1304379.305885431,Rail,2050.0,54017.95807237625,53807.80644866622,210.15162371002953,1165921.2083432437,-40990000.0,0.41,18300000.0,549000.0,1366327.1115340572
100005,scenario_84,3459405.621882954,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,3853241.7322097737,1772511.8780511147,1870000.031343926,20621511.878051113,3031559.7689215727,0.1677571286887571,1.271042640066602,821681.9632882006,Rail,2050.0,54017.95807237625,53394.417044639595,623.5410277366536,3459405.621882954,4450000.0,1.06,18300000.0,549000.0,1772511.8780511147
101000,scenario_84,3737172.93760036,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4162631.4741919897,6764695.075241824,7136753.3043801235,71331669.07524182,10455078.391334634,0.0523914971575714,0.3981444536697168,-6292446.9171426445,Rail,2050.0,54017.95807237625,53344.35083776912,673.6072346071305,3737172.93760036,-185570000.0,0.33,63332000.0,1234974.0,6764695.075241824
101001,scenario_84,8382852.083387029,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,9337198.066142654,9194709.592311688,9700418.61988883,73761683.59231168,13018743.70684334,0.1136477866980355,0.7172119120245473,-3681545.6407006863,Rail,2050.0,54017.95807237625,52506.98978048962,1510.968291886631,8382852.083387029,-136000000.0,0.6,63332000.0,1234974.0,9194709.592311688
101002,scenario_84,3635857.345177068,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4049781.6058852794,8754960.406377172,9236483.228727916,73321934.40637717,12554808.315682426,0.0495875807780221,0.3225681750016547,-8505026.709797148,Rail,2050.0,54017.95807237625,53362.61248023907,655.3455921371788,3635857.345177068,-240770000.0,0.27,63332000.0,1234974.0,8754960.406377172
101003,scenario_84,3481014.3692137795,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3877310.527863344,8286864.190406665,8742641.720879031,72853838.19040667,12060966.80783354,0.047780795846555,0.3214759305485402,-8183656.279970197,Rail,2050.0,54017.95807237625,53390.522173094745,627.4358992815032,3481014.3692137795,-232220000.0,0.27,63332000.0,1234974.0,8286864.190406665
101004,scenario_84,836155.3274159561,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,931347.4493502744,7895035.997189831,8329262.977035271,72462009.99718983,11647588.06398978,0.0115392234834278,0.0799605415502005,-10716240.614639506,Rail,2050.0,54017.95807237625,53867.24514385859,150.7129285176561,836155.3274159561,-286330000.0,0.07,63332000.0,1234974.0,7895035.997189831
101005,scenario_84,89371.59064279654,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,99546.10137661493,3806954.046847058,4016336.519423646,70174849.04684706,7620060.286290589,0.0012735558659076,0.0130636894770649,-7520514.184913974,Rail,2050.0,54017.95807237625,54001.84927810033,16.108794275918626,89371.59064279654,-204190000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_84,2390756.3872725293,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,2662932.101605189,2758437.9295488927,2910152.0156740816,69126332.92954889,6513875.7825410245,0.0345853206144914,0.4088091622414075,-3850943.680935835,Rail,2050.0,54017.95807237625,53587.03586846988,430.92220390636794,2390756.3872725293,-119190000.0,0.33,64910000.0,1457895.0,2758437.9295488927
101007,scenario_84,7057835.746143632,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,7861335.21437709,2864178.3156979834,3021708.1230613724,69232073.31569798,6625431.889928315,0.1019445960250233,1.1865392845298943,1235903.3244487755,Rail,2050.0,54017.95807237625,52745.817526928586,1272.1405454476626,7057835.746143632,-8340000.0,0.95,64910000.0,1457895.0,2864178.3156979834
