development,scenario,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,total_demand_basis,tts_total_person_h,tts_total_person_min,tts_per_trip_min,status_quo_total_per_trip_min,development_total_per_trip_min
101029.0,scenario_44,2050,64943.973330624955,64181.17536098961,762.7979696353432,4120634.631970124,173572.0625,762.7979696353432,45767.87817812059,0.26368228572568003,22.449686566566537,22.186004280840855
101030.0,scenario_44,2050,64943.973330624955,64188.74994500286,755.2233856220919,4079716.729130541,173572.0625,755.2233856220919,45313.40313732551,0.2610639205680091,22.449686566566537,22.188622645998528
101031.0,scenario_44,2050,64943.973330624955,63793.955002649636,1150.0183279753182,6212399.007722669,173572.0625,1150.0183279753182,69001.0996785191,0.3975357478886851,22.449686566566537,22.052150818677852
101032.0,scenario_44,2050,64943.973330624955,64850.1843632559,93.78896736905153,506648.0017276164,173572.0625,93.78896736905153,5627.338042143092,0.032420759199903455,22.449686566566537,22.417265807366633
100000.0,scenario_64,2050,78238.87765408948,77486.28228923288,752.5953648565919,4065520.16095531,182678.453125,752.5953648565919,45155.721891395515,0.24718690748107633,25.69724331984141,25.450056412360336
100001.0,scenario_64,2050,78238.87765408948,75857.17617583086,2381.7014782586193,12865951.385553062,182678.453125,2381.7014782586193,142902.08869551716,0.7822602296601155,25.69724331984141,24.914983090181295
100002.0,scenario_64,2050,78238.87765408948,77359.56216537353,879.3154887159471,4750062.270043546,182678.453125,879.3154887159471,52758.92932295683,0.2888076202772304,25.69724331984141,25.408435699564183
100003.0,scenario_64,2050,78238.87765408948,77964.39621786888,274.48143622059433,1482748.7184636507,182678.453125,274.48143622059433,16468.88617323566,0.09015231895995211,25.69724331984141,25.607091000881457
100004.0,scenario_64,2050,78238.87765408948,77934.62478976046,304.2528643290134,1643573.9731053305,182678.453125,304.2528643290134,18255.171859740803,0.09993062426059342,25.69724331984141,25.59731269558082
100005.0,scenario_64,2050,78238.87765408948,77338.75421317216,900.1234409173194,4862466.82783536,182678.453125,900.1234409173194,54007.40645503916,0.2956419081241285,25.69724331984141,25.40160141171728
