development,score_id,value,value_mode,development_label,value_mio_chf
261,road_noise_cost,-4601997.834202288,standalone_annual_proxy,261,-4.601997834202288
261,road_tts_cost,-1752965.6478191062,standalone_annual_proxy,261,-1.7529656478191062
267,road_accident_cost,,standalone_annual_proxy,267,
267,road_airpollution_cost,,standalone_annual_proxy,267,
267,road_climate_cost,-181216.00052623375,standalone_annual_proxy,267,-0.18121600052623374
267,road_co2_cost,,standalone_annual_proxy,267,
267,road_construction_cost,-3576878.303255891,standalone_annual_proxy,267,-3.576878303255891
267,road_ecological_disruption_cost,-590407.1118088925,standalone_annual_proxy,267,-0.5904071118088925
267,road_land_consumption_cost,-12562.03479726749,standalone_annual_proxy,267,-0.01256203479726749
267,road_maint_cost,-1956982.6053067583,standalone_annual_proxy,267,-1.9569826053067583
267,road_noise_cost,-10742678.877847726,standalone_annual_proxy,267,-10.742678877847725
267,road_tts_cost,19945.057112653103,standalone_annual_proxy,267,0.019945057112653104
27,road_accident_cost,,standalone_annual_proxy,27,
27,road_airpollution_cost,,standalone_annual_proxy,27,
27,road_climate_cost,-214263.38862385575,standalone_annual_proxy,27,-0.21426338862385574
27,road_co2_cost,,standalone_annual_proxy,27,
27,road_construction_cost,-3758757.8132895664,standalone_annual_proxy,27,-3.7587578132895665
27,road_ecological_disruption_cost,-699487.2676303958,standalone_annual_proxy,27,-0.6994872676303958
27,road_land_consumption_cost,-27506.100581844938,standalone_annual_proxy,27,-0.02750610058184494
27,road_maint_cost,-2086937.2983582704,standalone_annual_proxy,27,-2.0869372983582704
27,road_noise_cost,-24257895.803687997,standalone_annual_proxy,27,-24.257895803687997
27,road_tts_cost,-3944101.610145762,standalone_annual_proxy,27,-3.944101610145762
270,road_accident_cost,,standalone_annual_proxy,270,
270,road_airpollution_cost,,standalone_annual_proxy,270,
270,road_climate_cost,-151280.649894981,standalone_annual_proxy,270,-0.151280649894981
270,road_co2_cost,,standalone_annual_proxy,270,
270,road_construction_cost,-11076130.46524842,standalone_annual_proxy,270,-11.07613046524842
270,road_ecological_disruption_cost,-251781.02281885865,standalone_annual_proxy,270,-0.25178102281885867
270,road_land_consumption_cost,-7619.544151958515,standalone_annual_proxy,270,-0.007619544151958515
270,road_maint_cost,-5493731.5520326225,standalone_annual_proxy,270,-5.493731552032623
270,road_noise_cost,-7432897.035841353,standalone_annual_proxy,270,-7.4328970358413535
270,road_tts_cost,-371772.65377527615,standalone_annual_proxy,270,-0.37177265377527613
273,road_accident_cost,,standalone_annual_proxy,273,
273,road_airpollution_cost,,standalone_annual_proxy,273,
273,road_climate_cost,-163678.0817398619,standalone_annual_proxy,273,-0.1636780817398619
273,road_co2_cost,,standalone_annual_proxy,273,
273,road_construction_cost,-3561471.9966258584,standalone_annual_proxy,273,-3.5614719966258583
273,road_ecological_disruption_cost,-509311.1791528679,standalone_annual_proxy,273,-0.5093111791528678
273,road_land_consumption_cost,-13974.460544013094,standalone_annual_proxy,273,-0.013974460544013094
273,road_maint_cost,-1945537.442295025,standalone_annual_proxy,273,-1.9455374422950251
273,road_noise_cost,-9813095.043813806,standalone_annual_proxy,273,-9.813095043813806
273,road_tts_cost,41887.63807172027,standalone_annual_proxy,273,0.04188763807172027
277,road_accident_cost,,standalone_annual_proxy,277,
277,road_airpollution_cost,,standalone_annual_proxy,277,
277,road_climate_cost,-262982.15785220684,standalone_annual_proxy,277,-0.26298215785220685
277,road_co2_cost,,standalone_annual_proxy,277,
277,road_construction_cost,-25041091.552207287,standalone_annual_proxy,277,-25.041091552207288
277,road_ecological_disruption_cost,-202729.05771652097,standalone_annual_proxy,277,-0.20272905771652097
277,road_land_consumption_cost,-60891.05746164966,standalone_annual_proxy,277,-0.06089105746164966
