mode,development,score_id,value_mio_chf,development_label,ranking_label,ranking_label_short,bcr_median,plot_group,plot_order
Rail,101011,rail_co2_cost,-0.013665439026145459,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_construction_cost,-0.7320404281907269,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_land_consumption_cost,-0.002701245112781955,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_maint_cost,-0.579195,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_noise_cost,-0.1053114104716837,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_operation_cost,-6.733132308395664,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101011,rail_tts_cost,12.63230995217015,X11 (101011),Rail X11 (101011),X11 (101011),1.4465256939045144,Rail top 10,8
Rail,101012,rail_accident_cost,-0.07656069250720723,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_airpollution_cost,-0.34809089281304756,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_co2_cost,-0.010237967435677871,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_construction_cost,-0.7320404281907269,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_land_consumption_cost,-0.002701245112781955,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_maint_cost,-0.579195,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_noise_cost,-0.07680009240506062,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_operation_cost,-5.044374292079266,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101012,rail_tts_cost,14.292808623802884,X12 (101012),Rail X12 (101012),X12 (101012),2.080466863695314,Rail top 10,6
Rail,101016,rail_accident_cost,-0.02954356680119106,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_airpollution_cost,-0.13432279944098482,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_co2_cost,-0.003950670571793672,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_construction_cost,-0.7320404281907269,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_land_consumption_cost,-0.002701245112781955,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_maint_cost,-0.579195,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_noise_cost,-0.03750137760949724,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_operation_cost,-1.9465446822365964,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Rail,101016,rail_tts_cost,10.536145223664132,X16 (101016),Rail X16 (101016),X16 (101016),3.040032870616433,Rail top 10,2
Road,0,road_accident_cost,0.041444380550558546,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_airpollution_cost,0.009142214972768634,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_co2_cost,0.010335318215723935,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_construction_cost,-4.187558652921078,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_land_consumption_cost,-0.10296778920474808,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_maint_cost,-2.513203435361913,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_noise_cost,0.005472545694730325,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,0,road_tts_cost,2.066155900742932,0,Road 0,0,0.3067053620987461,Road top 10,11
Road,15,road_accident_cost,0.03613339276292089,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_airpollution_cost,0.007970664296239632,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_co2_cost,0.009010874513203235,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_construction_cost,-5.595263683091946,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_land_consumption_cost,-0.06288575043230296,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_maint_cost,-2.992924703195333,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_noise_cost,0.004556922617411258,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,15,road_tts_cost,1.480404268920163,15,Road 15,15,0.17228477271900083,Road top 10,16
Road,334,road_accident_cost,0.06404870718206727,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_airpollution_cost,0.014128502875608257,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_co2_cost,0.0159723407911683,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_construction_cost,-4.224853843456887,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_land_consumption_cost,-0.10870143063415687,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_maint_cost,-2.5442986729521873,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_noise_cost,0.01033991146534255,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,334,road_tts_cost,3.084748889385641,334,Road 334,334,0.45549688213921213,Road top 10,10
Road,423,road_accident_cost,-0.006486860647326903,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_airpollution_cost,-0.0014309364441799151,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_co2_cost,-0.0016176805665943758,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_construction_cost,-6.352578682878811,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_land_consumption_cost,-0.11326091142210848,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_maint_cost,-3.540682337985838,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_noise_cost,0.000994023020404002,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,423,road_tts_cost,2.050797534746832,423,Road 423,423,0.20477026020921507,Road top 10,14
Road,57,road_accident_cost,-0.016673540212981477,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_airpollution_cost,-0.0036780158602738398,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_co2_cost,-0.004158014707774673,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_construction_cost,-3.860651291691024,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_land_consumption_cost,-0.07570486714302221,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_maint_cost,-2.269766265378703,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_noise_cost,-0.0014681211729631416,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,57,road_tts_cost,1.3872640529833788,57,Road 57,57,0.2225938546428508,Road top 10,13
Road,669,road_accident_cost,0.053602966381988554,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_airpollution_cost,0.01182427714764396,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_co2_cost,0.013367402468201148,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_construction_cost,-4.0166487292026005,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_land_consumption_cost,-0.08434027389074812,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_maint_cost,-2.380392040612237,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_noise_cost,0.007428214750840998,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,669,road_tts_cost,1.8726508794594618,669,Road 669,669,0.29286723822612715,Road top 10,12
Road,673,road_accident_cost,0.029687828084356223,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_airpollution_cost,0.006548837328879432,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_co2_cost,0.007403492254184321,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_construction_cost,-3.333388384357931,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_land_consumption_cost,-0.04243139095678082,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_maint_cost,-1.8906814655231787,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_noise_cost,0.0031527435625362137,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,673,road_tts_cost,0.9541207531968228,673,Road 673,673,0.18281008754627615,Road top 10,15
Road,761,road_accident_cost,0.002353971291560294,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_airpollution_cost,0.0005192624742193184,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_co2_cost,0.0005870287369665239,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_construction_cost,-5.518140039147735,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_land_consumption_cost,-0.10342120819829459,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_maint_cost,-3.118010934615342,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_noise_cost,0.0038450935824242407,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,761,road_tts_cost,1.0894918265709095,761,Road 761,761,0.12476785728975268,Road top 10,19
Road,767,road_accident_cost,0.00155245855322231,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_airpollution_cost,0.0003424567973107387,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_co2_cost,0.0003871490646289512,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_construction_cost,-4.133322213549162,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_land_consumption_cost,-0.0959747638910909,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_maint_cost,-2.4696869742215863,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_noise_cost,0.0034946923763690034,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,767,road_tts_cost,0.857147168519955,767,Road 767,767,0.12806411558887382,Road top 10,18
Road,938,road_accident_cost,-0.1923711866443923,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_airpollution_cost,-0.04243515573176858,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_co2_cost,-0.047973148665613766,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_construction_cost,-5.599941471907087,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_land_consumption_cost,-0.20203958776655465,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_maint_cost,-3.5412529247513835,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_noise_cost,-0.013015517279221971,938,Road 938,938,0.16523791121847614,Road top 10,17
Road,938,road_tts_cost,1.5932928569425164,938,Road 938,938,0.16523791121847614,Road top 10,17
