mode,development,scenario_count,mean_tts_minutes,median_tts_minutes,std_tts_minutes,min_tts_minutes,max_tts_minutes,q1_tts_minutes,q3_tts_minutes,mean_tts_chf_yearly,median_tts_chf_yearly,std_tts_chf_yearly,n_positive,n_negative,iqr_tts_minutes
Road,726,10,-4904.969166776011,-3533.268181122199,3642.36844860131,-11339.473899192642,-844.9841164700047,-7345.414813740121,-2455.9698277850694,-1371858.5638326656,-988210.9444076151,1018724.925468179,0,10,4889.444985955051
Road,628,10,-5131.660802549837,-3694.954353171255,3809.2934946232804,-11851.7174754492,-886.2975818910345,-7671.277712249575,-2568.640134037967,-1435261.3807131576,-1033432.5456525855,1065411.774277449,0,10,5102.637578211608
Road,831,10,-5371.729016095324,-3869.8358495463035,3983.328220782635,-12398.509544883387,-931.014075240586,-8028.297251770622,-2691.832961395936,-1502405.459189161,-1082344.714169982,1114087.1117501433,0,10,5336.464290374686
Road,970,10,-5757.639029550063,-4489.367554080964,3537.852636932833,-11930.171323057264,-1616.0236894892296,-8172.421293174355,-3399.111193437013,-1610339.6660772834,-1255619.9877820197,989493.1593921514,0,10,4773.310099737342
Road,17,10,-4765.748827466368,-4849.594691137609,461.8075574170653,-5138.85637715261,-3581.1181780084153,-5082.93467794676,-4668.985796392648,-1332920.375182,-1356371.0151775498,129161.80121508543,0,10,413.9488815541117
Road,552,10,-7051.7650470690305,-5265.662148596282,4825.0974559412525,-15516.131355165273,-1564.411450192536,-10286.4790518503,-3815.081436899258,-1972290.5366021194,-1472739.8821855227,1349519.4447085687,0,10,6471.397614951042
Road,776,10,-7692.351213289166,-5584.175651954516,5615.700071202546,-17593.627830164274,-1406.2831923559716,-11449.387032590137,-3917.4064518387745,-2151454.479966813,-1561824.1276560288,1570641.1136644618,0,10,7531.980580751362
Road,202,10,-7557.491615232479,-5864.183873311937,4695.232309073736,-15736.847714864882,-2078.567522920406,-10731.764022879448,-4422.14385935168,-2113735.936135334,-1640138.9270669324,1313197.7864440607,0,10,6309.620163527768
Road,261,10,-8241.691833225734,-6267.5866737666365,5394.2206483500995,-17674.560001792386,-2035.228498341952,-11870.283592237276,-4630.604912213312,-2305098.1846053223,-1752965.6478191062,1508696.0875854185,0,10,7239.678680023964
Road,73,10,-9088.6349761309,-6850.17932394566,6085.730648466886,-19754.5623224983,-2127.893698578526,-13184.97332048454,-5011.224092021788,-2541977.5948866108,-1915909.5296660517,1702102.790743082,0,10,8173.7492284627515
Road,887,10,-9874.062301423284,-7489.35689198671,6512.971792376117,-21279.86024207459,-2393.3254668348236,-14269.154551961024,-5514.21931770035,-2761651.799929325,-2094679.5057275333,1821596.7981801953,0,10,8754.935234260674
Road,243,10,-9932.0892452304,-8220.717746542738,5075.319226546232,-18639.360939481063,-3660.7033648428337,-13455.559027975976,-6584.739269636222,-2777881.210775377,-2299231.994736172,1419503.3461746492,0,10,6870.819758339754
Road,277,10,-11737.965398515542,-8823.005698114343,7905.730111573407,-25588.420921622077,-2708.6909063361527,-17041.144607161084,-6437.952990745049,-3282962.197397316,-2467684.406191355,2211133.890580687,0,10,10603.191616416036
Road,469,10,-11835.463099692424,-8944.997890771367,7866.750284719206,-25605.756953834556,-2819.726720861625,-17119.977758974826,-6564.909140610325,-3310231.085695225,-2501804.097575117,2200231.720257403,0,10,10555.068618364501
Road,390,10,-12895.180660215308,-9656.48511101838,8767.069907685855,-28266.81685450091,-2905.3437061726872,-18776.94167357788,-7016.027544058743,-3606620.840903969,-2700798.1794879534,2452039.8648058875,0,10,11760.914129519137
Road,356,10,-14449.535196074197,-11215.054143700778,8974.888721705875,-30086.614738249453,-3973.860940434912,-20523.923428328446,-8457.290771315005,-4041354.375152002,-3136710.4558163118,2510164.189352112,0,10,12066.63265701344
Road,195,10,-15577.396284901222,-11830.743081226654,10236.460484678175,-33490.22333623888,-3808.863591125584,-22474.337898027006,-8724.607651807557,-4356803.023433311,-3308910.95553058,2863010.0418084264,0,10,13749.73024621945
Road,144,10,-15490.376042806103,-12016.918288843473,9636.163202727561,-32292.62900658837,-4250.682917604485,-22021.336584679433,-9057.564298763202,-4332464.549472332,-3360981.833910909,2695114.3957628645,0,10,12963.772285916231
Road,558,10,-15011.891786971808,-12179.246984076655,8188.717107203899,-29123.320301194675,-5091.84699139811,-20624.720839206944,-9583.966791249055,-4198638.484168677,-3406383.14085894,2290281.8159210905,0,10,11040.75404795789
Road,499,10,-15682.684686151359,-12187.755302551319,9708.529200305373,-32604.974822657183,-4344.254705662577,-22265.308072284242,-9202.883828420308,-4386250.873157958,-3408762.811182322,2715354.260710409,0,10,13062.424243863934
Road,682,10,-15022.00786097095,-12188.83144251391,8191.229605093745,-29137.344340238255,-5097.7985738328425,-20636.796391487675,-9592.578952029144,-4201467.823615313,-3409063.7940781093,2290984.530174657,0,10,11044.21743945853
Road,150,10,-16155.547766036814,-12260.804889519233,10635.278255028205,-34767.65096290712,-3934.626155389647,-23318.723835832032,-9034.713113300226,-4518504.765813421,-3429193.867537411,2974554.386953201,0,10,14284.010722531806
Road,2,10,-16925.739705653647,-12870.350949209445,11083.642085253336,-36307.58490344486,-4172.473116306937,-24383.591610168307,-9505.124547175612,-4733917.823925004,-3599676.281107017,3099956.1457192926,0,10,14878.467062992695
Road,358,10,-17015.019234232903,-12957.095966756286,11101.811924380032,-36423.91841794434,-4228.645524724328,-24487.998586178117,-9583.56222667756,-4758888.192074515,-3623937.778202149,3105038.0226000403,0,10,14904.436359500556
Road,895,10,-16923.079261148414,-13035.930985862013,10721.796586816175,-35628.27214160003,-4476.398280944646,-24160.84418831044,-9756.556273255977,-4733173.730852447,-3645986.947608281,2998752.482875149,0,10,14404.287915054461
Road,789,10,-16556.560660133273,-13048.460924505867,9856.961724831046,-33674.4542313437,-4916.139148231538,-23256.61600524932,-9989.746285513145,-4630663.0596310245,-3649491.414822735,2756868.982413683,0,10,13266.869719736176
Road,678,10,-16764.642674954634,-13169.797412339423,10072.601062732721,-34280.81438943604,-4903.437353238376,-23612.935939472925,-10051.881176762457,-4688860.998151374,-3683427.713763682,2817180.6097330577,0,10,13561.054762710468
Road,531,10,-17884.552063925395,-13549.747671258636,11825.668356071697,-38588.57999591902,-4310.620128523791,-25850.464053465024,-9965.670995485983,-5002085.655379133,-3789695.0518051498,3307491.618338803,0,10,15884.79305797904
Road,245,10,-17539.579796487153,-13577.624110989855,10972.925412394789,-36679.63107332005,-4760.288406135427,-24971.605548640393,-10211.648495027039,-4905601.2243300015,-3797491.743542475,3068990.0762791676,0,10,14759.957053613354
Road,952,10,-16983.717760878473,-13651.153898115066,9540.92064408859,-33471.79805877595,-5525.070824227092,-23507.99559253521,-10649.045614974237,-4750133.561245698,-3818057.1058790577,2668476.242643527,0,10,12858.949977560975
Road,564,10,-17883.574701430043,-13778.243944904068,11325.229287915068,-37642.337361637736,-4735.302500218095,-25531.427562060533,-10313.92035209034,-5001812.299306216,-3853602.6033403566,3167525.0664637447,0,10,15217.507209970194
Road,103,10,-18098.522605803875,-13917.583704316407,11518.358174041901,-38201.69045016379,-4743.774406907556,-25873.27996638458,-10397.895241404258,-5061930.541310771,-3892574.192300995,3221540.801802344,0,10,15475.384724980322
Road,27,10,-18307.154659388765,-14101.815812811663,11603.831387317841,-38566.85418366431,-4841.171016716893,-26155.80458715628,-10552.853648522954,-5120282.318797795,-3944101.610145762,3245446.5911404584,0,10,15602.950938633325
Road,289,10,-18491.376027908627,-14302.438838959584,11591.324586927507,-38700.34934891248,-4996.447060171486,-26328.595799484,-10748.063419616257,-5171806.732805694,-4000213.3627715087,3241948.5954062873,0,10,15580.532379867742
Road,873,10,-18710.771005277697,-14434.991150040412,11808.862523677582,-39307.953921115724,-4986.963469939015,-26688.640065839747,-10819.813161791843,-5233168.765538606,-4037286.587276928,3302791.2370910738,0,10,15868.826904047904
Road,285,10,-18949.45756919145,-14657.277371332108,11877.258259363758,-39656.09449989349,-5120.839621243504,-26979.59939712184,-11015.299732508896,-5299926.413883233,-4099457.2647944484,3321920.669415801,0,10,15964.299664612945
Road,249,10,-19255.942300867584,-14861.880912541354,12139.52284980498,-40428.28091737605,-5143.746944596962,-27458.20004576369,-11144.305957016799,-5385646.362273902,-4156682.31772641,3395272.79705483,0,10,16313.89408874689
Road,25,10,-19492.5125560058,-14973.008805431135,12445.654636989924,-41233.11799324677,-5077.407646547625,-27904.563170450157,-11172.625130110056,-5451812.105507873,-4187763.4002690203,3480894.0312831188,0,10,16731.9380403401
Road,486,10,-19670.53454063415,-15184.395317575487,12396.29952468704,-41290.546478625154,-5257.885662670451,-28048.14297079289,-11387.734343450196,-5501602.629333613,-4246885.565384394,3467090.023310906,0,10,16660.408627342695
Road,689,10,-19619.78592048217,-15279.30251424294,12075.118857661122,-40643.589776108274,-5490.258478178235,-27799.48887652342,-11561.070399855684,-5487408.874634856,-4273429.921952322,3377259.805502095,0,10,16238.418476667737
Road,201,10,-20028.306489640927,-15380.656506516942,12793.808391561814,-42362.84382090904,-5207.358920337108,-28661.396516621637,-11474.05033992046,-5601666.971321447,-4301777.366666457,3578268.2845149445,0,10,17187.346176701176
Road,750,10,-19986.926538723863,-15482.339571801567,12478.724183389195,-41735.97790765669,-5442.860375580378,-28426.69223444551,-11652.397681380055,-5590093.516299332,-4330216.848988251,3490143.170041665,0,10,16774.294553065454
Road,63,10,-20340.539552910577,-15716.846989359648,12785.403987995269,-42635.17783640418,-5465.216740521049,-28984.008582533774,-11798.890812136262,-5688994.656204676,-4395805.642336527,3575917.6778924265,0,10,17185.11777039751
Road,126,10,-20903.52412422782,-16129.607523700717,13188.880919464622,-43907.96927375696,-5573.4693323202955,-29816.384628840344,-12090.682215113658,-5846454.403494969,-4511249.604285044,3688765.132162762,0,10,17725.702413726685
Road,331,10,-21374.80997724209,-16434.433169282653,13612.268089020281,-45133.0763712225,-5592.286669743975,-30563.69422166547,-12274.690840025825,-5978267.165509897,-4596505.527033742,3807181.2311478592,0,10,18289.003381639646
Road,348,10,-21107.436841340157,-16599.15081194404,12649.476552128319,-43094.56108533149,-6195.111712883896,-29712.540499766823,-12679.168678223665,-5903486.241562325,-4642574.992715599,3537900.473173389,0,10,17033.371821543158
Road,775,10,-21907.55084247396,-16832.718527672027,13975.929072597206,-46303.493830015184,-5711.035056344146,-31340.539185773523,-12563.371743070396,-6127268.126254437,-4707900.96320827,3908892.662492031,0,10,18777.167442703125
Road,945,10,-25784.081232179484,-19425.631327045965,17290.9936778464,-56095.74617223861,-6009.281416726386,-37432.423253102694,-14199.720627064586,-7211485.219625199,-5433106.261783168,4836074.794272665,0,10,23232.70262603811
Road,662,10,-30955.521577799886,-23691.51883251057,19950.5859042102,-65813.54811085947,-7899.735169215826,-44417.93890575654,-17610.987389248214,-8657872.441290906,-6626221.6734678,5579929.495083791,0,10,26806.95151650833
Road,521,10,-32869.340807379456,-25139.016962230817,21222.277988934726,-69955.59384989948,-8355.641788949637,-47190.536830408906,-18673.104630313886,-9193143.75706394,-7031068.806623932,5935605.87503018,0,10,28517.43220009502
Road,351,10,-34073.68206900854,-25866.79767497632,22426.44441309734,-73338.65949541633,-8300.188233004417,-49203.23567979343,-19061.63519014143,-9529982.953675825,-7234619.974719939,6272396.171788162,0,10,30141.600489652003
Road,759,10,-36291.78074785129,-27665.34334168848,23629.252262930942,-77608.9936931429,-9058.04825295898,-52224.8744425349,-20479.208509842414,-10150357.427914659,-7737650.715878497,6608806.492288498,0,10,31745.665932692486
Road,612,10,-37368.96332407683,-28486.45820094709,24330.121970668635,-79912.02130226255,-9327.83875215854,-53774.952472260076,-21087.43872296308,-10451631.92970274,-7967306.27807739,6804830.988671385,0,10,32687.513749296995
Road,109,10,-37367.98541001288,-28489.49997464486,24321.489246908033,-79895.03107440658,-9334.291730010882,-53768.64239060329,-21092.576126256972,-10451358.419362979,-7968157.024158484,6802416.523744591,0,10,32676.066264346315
