development,scenario,origin_access_savings,destination_access_savings,access_savings,network_savings,total_tts,positive_tts,monetized_savings_yearly,monetized_savings
394,scenario_29,711.3686611011653,711.3686611011653,1422.7373222023307,-4351.403333709342,-2928.6660115069244,False,-957917.8412637232,-47895892.06318616
935,scenario_29,186.1313032990984,186.1313032990984,372.2626065981968,-3342.144012846402,-2969.881406248198,False,-971398.709960348,-48569935.4980174
556,scenario_30,156.4667726226471,156.46677262265075,312.93354524529786,-3297.8742016939213,-2984.940656448598,False,-976324.3397133956,-48816216.98566978
625,scenario_30,209.7531414426594,209.7531414426594,419.5062828853188,-3432.9452191477176,-3013.4389362623915,False,-985645.6520691572,-49282282.60345786
822,scenario_30,68.0532234312268,68.05322343122316,136.10644686244996,-3234.2619342007674,-3098.155487338314,False,-1013355.0239835734,-50667751.19917867
791,scenario_29,246.48697244242797,246.4869724424243,492.97394488485224,-4153.966886420152,-3660.9929415351935,False,-1197449.7746271363,-59872488.73135683
670,scenario_30,942.4693817192128,942.4693817192128,1884.9387634384257,-5623.578110567876,-3738.639347129385,False,-1222846.6197902362,-61142330.98951181
940,scenario_30,259.1724641795736,259.17246417956994,518.3449283591435,-4303.828316021827,-3785.48338766268,False,-1238168.524714668,-61908426.235733405
809,scenario_29,265.65741446207903,265.6574144620754,531.3148289241544,-4386.074522042996,-3854.75969311886,False,-1260827.6496242937,-63041382.48121469
546,scenario_29,107.956031176931,107.956031176931,215.912062353862,-4181.739781628596,-3965.827719274676,False,-1297156.1498460916,-64857807.49230458
726,scenario_29,303.64951799500705,303.64951799500705,607.2990359900141,-4635.1293301522965,-4027.830294162268,False,-1317436.158715575,-65871807.93577875
614,scenario_30,130.2469426616044,130.2469426616044,260.4938853232088,-4295.848295007832,-4035.35440968466,False,-1319897.1715010242,-65994858.57505121
628,scenario_29,259.09285760527564,259.092857605272,518.1857152105476,-4663.224201659323,-4145.038486448699,False,-1355773.004942595,-67788650.24712975
878,scenario_29,42.30349591238337,42.30349591237973,84.6069918247631,-4352.4317090197,-4267.824717195006,False,-1395934.3345825332,-69796716.72912666
831,scenario_29,279.91700669243073,279.91700669243073,559.8340133848615,-4917.094621536555,-4357.260608151788,False,-1425187.323916314,-71259366.1958157
114,scenario_29,508.5836027840887,508.5836027840815,1017.1672055681702,-5424.511638584314,-4407.344433016144,False,-1441568.9082990305,-72078445.41495152
197,scenario_19,180.6219582608901,180.6219582608901,361.2439165217802,-4794.45915805432,-4433.21524153254,False,-1450030.8185846016,-72501540.92923008
935,scenario_30,186.1313032495018,186.13130324949816,372.26260649899996,-5009.480156234815,-4637.217549735797,False,-1516756.5735594167,-75837828.67797084
499,scenario_29,-395.78527502622455,-395.78527502623183,-791.5705500524564,-3987.105198375066,-4778.675748427515,False,-1563025.192714833,-78151259.63574165
202,scenario_29,693.3736980027061,693.3736980027024,1386.7473960054085,-6182.742897479562,-4795.9955014742445,False,-1568690.195273867,-78434509.76369336
678,scenario_29,-290.13373046924244,-290.1337304692497,-580.2674609384921,-4229.56667325052,-4809.834134189063,False,-1573216.5813910058,-78660829.06955029
866,scenario_19,235.72185571386945,235.72185571386945,471.4437114277389,-5359.042385389097,-4887.598673961591,False,-1598652.066274937,-79932603.31374685
791,scenario_30,246.4869725443496,246.4869725443532,492.9739450887028,-5553.983140807599,-5061.009195718914,False,-1655371.7577663949,-82768587.88831975
27,scenario_29,-233.93859064445127,-233.93859064445496,-467.87718128890623,-4794.886125494377,-5262.763306783163,False,-1721362.1649269927,-86068108.24634963
144,scenario_29,-554.3047512717203,-554.304751271724,-1108.6095025434443,-4164.628681943985,-5273.238184487447,False,-1724788.322842769,-86239416.14213845
261,scenario_29,549.1613623252961,549.1613623252924,1098.3227246505885,-6447.236572349444,-5348.91384769883,False,-1749540.571018159,-87477028.55090794
809,scenario_30,265.6574146264429,265.6574146264429,531.3148292528858,-5903.928278599633,-5372.61344934674,False,-1757292.3157238294,-87864615.78619148
629,scenario_29,-166.3930469993502,-166.39304699935383,-332.786093998704,-5114.744841130683,-5447.530935129384,False,-1781796.576698569,-89089828.83492845
878,scenario_30,42.30349624405062,42.30349624405062,84.60699248810124,-5582.539575813804,-5497.932583325775,False,-1798282.115796139,-89914105.78980695
25,scenario_29,-216.06143565011007,-216.0614356501137,-432.1228713002238,-5127.191075357143,-5559.313946657348,False,-1818358.9367191745,-90917946.83595872
245,scenario_29,-483.4258349695083,-483.4258349695156,-966.8516699390239,-4711.41509834351,-5678.266768282512,False,-1857266.4221257383,-92863321.10628691
546,scenario_30,107.95603134323392,107.95603134323756,215.91206268647147,-6131.809673281969,-5915.897610595566,False,-1934991.5101323,-96749575.50661498
277,scenario_29,1588.6661150414693,1588.6661150414657,3177.332230082935,-9104.195931278286,-5926.86370119534,False,-1938578.3355993088,-96928916.77996545
469,scenario_29,1615.2744032477897,1615.2744032477858,3230.5488064955753,-9206.955671224045,-5976.406864728546,False,-1954783.0786716284,-97739153.9335814
552,scenario_29,93.81789535965436,93.81789535965072,187.63579071930508,-6205.061173751135,-6017.4253830317175,False,-1968199.552366624,-98409977.6183312
726,scenario_30,303.64951745827057,303.64951745827057,607.2990349165411,-6748.802045612596,-6141.503010696033,False,-2008783.2764151609,-100439163.82075804
394,scenario_30,711.3686618725551,711.3686618725515,1422.7373237451066,-7584.527192839654,-6161.7898690945,False,-2015418.7696829927,-100770938.48414963
776,scenario_29,359.86054206033805,359.8605420603344,719.7210841206725,-6961.713215234573,-6241.99213111389,False,-2041651.592885168,-102082579.6442584
625,scenario_19,209.75314153501316,209.75314153501316,419.5062830700263,-6844.632332805544,-6425.126049735583,False,-2101551.645434347,-105077582.27171735
970,scenario_29,-193.1107121886198,-193.11071218862708,-386.2214243772469,-6052.648009442142,-6438.869433819433,False,-2106046.8773117727,-105302343.86558864
628,scenario_30,259.09285780453865,259.09285780453865,518.1857156090773,-7088.058408842888,-6569.8726932338905,False,-2148895.860078585,-107444793.00392924
822,scenario_19,68.05322437018549,68.05322437018549,136.10644874037098,-6748.078853923595,-6611.972405183362,False,-2162665.974195391,-108133298.70976956
971,scenario_29,306.4906122000757,306.4906122000757,612.9812244001514,-7257.848145992495,-6644.866921592271,False,-2173425.2222708054,-108671261.11354026
831,scenario_30,279.91700687963385,279.91700687963385,559.8340137592677,-7474.305309817428,-6914.471296058036,False,-2261608.319752316,-113080415.9876158
243,scenario_29,1144.2680778815338,1144.2680778815302,2288.536155763064,-9311.41027438175,-7022.874118618667,False,-2297065.076298189,-114853253.81490944
517,scenario_29,218.7442015398992,218.7442015398956,437.4884030797948,-7696.343299436965,-7258.854896357167,False,-2374250.45568349,-118712522.78417449
558,scenario_29,959.6797238906948,959.6797238906912,1919.359447781386,-9259.227940790935,-7339.868493009475,False,-2400748.652921849,-120037432.64609244
682,scenario_29,959.6797238906948,959.6797238906912,1919.359447781386,-9279.570286309812,-7360.21083852835,False,-2407402.295101981,-120370114.75509906
556,scenario_19,156.466772582462,156.46677258245836,312.93354516492036,-7745.099239681615,-7432.165694516851,False,-2430937.52924822,-121546876.462411
73,scenario_29,127.40699368042988,127.40699368042624,254.81398736085612,-8104.913285596995,-7850.099298236193,False,-2567636.6454647547,-128381832.27323774
202,scenario_30,693.373697661973,693.3736976619766,1386.7473953239496,-9712.97247249633,-8326.225077172276,False,-2723369.452325098,-136168472.61625493
940,scenario_19,259.17246333196454,259.1724633319682,518.3449266639327,-9040.197546851356,-8521.852620187681,False,-2787355.961186387,-139367798.05931935
678,scenario_30,-290.13372790791254,-290.13372790791254,-580.2674558158251,-7989.375066402601,-8569.642522218404,False,-2802987.24164227,-140149362.08211347
670,scenario_19,942.4693804780072,942.4693804780036,1884.9387609560108,-10552.035812711576,-8667.097051755758,False,-2834862.994011779,-141743149.70058894
499,scenario_30,-395.7852740320413,-395.7852740320413,-791.5705480640826,-8040.898235543165,-8832.46878360724,False,-2888953.331304868,-144447666.56524342
114,scenario_30,508.5836033287888,508.5836033287888,1017.1672066575776,-9871.196096756265,-8854.028890098678,False,-2896005.282803109,-144800264.14015543
952,scenario_29,708.1312674339097,708.131267433906,1416.2625348678157,-10295.18828918261,-8878.92575431487,False,-2904148.632140489,-145207431.60702443
2,scenario_29,1942.4595899782107,1942.4595899782037,3884.919179956414,-12875.06923816097,-8990.150058204541,False,-2940528.2482044017,-147026412.4102201
358,scenario_29,1915.413666959212,1915.413666959208,3830.8273339184198,-12868.894488512306,-9038.067154593766,False,-2956201.131815044,-147810056.5907522
614,scenario_19,130.24694332286165,130.246943322858,260.4938866457196,-9301.54084245558,-9041.04695581016,False,-2957175.7751295734,-147858788.75647867
789,scenario_29,1570.4179712963523,1570.4179712963487,3140.835942592701,-12324.542021196918,-9183.706078604211,False,-3003837.196543461,-150191859.82717305
356,scenario_29,-50.44129772339147,-50.44129772339147,-100.88259544678294,-9162.526180731717,-9263.408776178374,False,-3029906.6205416764,-151495331.0270838
144,scenario_30,-554.3047507133451,-554.3047507133488,-1108.609501426694,-8312.590201212326,-9421.1997026389,False,-3081517.40273814,-154075870.136907
261,scenario_30,549.1613624152669,549.1613624152669,1098.3227248305338,-10681.042538642068,-9582.719813811476,False,-3134347.939100837,-156717396.95504186
564,scenario_29,1862.8837309201408,1862.8837309201367,3725.7674618402775,-13381.219628008548,-9655.452166168252,False,-3158137.4793508654,-157906873.96754327
970,scenario_30,-193.11071290846667,-193.11071290846303,-386.2214258169297,-9328.455903411375,-9714.67732922826,False,-3177509.043101743,-158875452.15508714
103,scenario_29,1838.5533998480928,1838.5533998480896,3677.1067996961824,-13425.172412019689,-9748.065612323582,False,-3188429.794030838,-159421489.7015419
243,scenario_30,1144.2680777137905,1144.2680777137905,2288.536155427581,-12102.13324271608,-9813.597087288508,False,-3209864.047300616,-160493202.3650308
629,scenario_30,-166.39304632851054,-166.39304632851054,-332.7860926570211,-9590.53434527805,-9923.320437934948,False,-3245752.726574556,-162287636.3287278
791,scenario_19,246.48697416928556,246.4869741692892,492.97394833857476,-10510.460146191765,-10017.486197853228,False,-3276552.777214493,-163827638.86072466
887,scenario_29,-151.56994694974128,-151.56994694974856,-303.13989389948983,-9777.509004515829,-10080.648898415267,False,-3297212.24385666,-164860612.192833
776,scenario_30,359.8605418146508,359.86054181464715,719.7210836292979,-10884.79520569963,-10165.074122070218,False,-3324826.327427134,-166241316.3713567
289,scenario_29,1525.6171656921688,1525.6171656921615,3051.2343313843303,-13271.56939371815,-10220.335062333848,False,-3342901.259971696,-167145062.9985848
935,scenario_19,186.13130446001745,186.13130446001745,372.2626089200349,-10679.566084955351,-10307.303476035597,False,-3371347.178619976,-168567358.93099877
27,scenario_30,-233.9385897927132,-233.9385897927132,-467.8771795854264,-9842.270484606735,-10310.147664192133,False,-3372277.465162843,-168613873.25814214
245,scenario_30,-483.42583278107486,-483.42583278107486,-966.8516655621497,-9446.90213509975,-10413.753800661769,False,-3406165.30563312,-170308265.281656
552,scenario_30,93.8178951346854,93.8178951346854,187.6357902693708,-10629.361371662002,-10441.725581392646,False,-3415314.4089138443,-170765720.4456922
809,scenario_19,265.6574162749166,265.6574162749166,531.3148325498332,-11206.36516763363,-10675.050335084088,False,-3491631.04710042,-174581552.355021
390,scenario_29,111.20692399586189,111.20692399586189,222.41384799172377,-11194.732927019242,-10972.319079027511,False,-3588862.698765248,-179443134.9382624
25,scenario_30,-216.06143486874132,-216.06143486874132,-432.12286973748263,-10575.072155429283,-11007.19502516673,False,-3600270.039481617,-180013501.97408086
878,scenario_19,42.3034963109094,42.30349631090576,84.60699262181515,-11279.999039943796,-11195.392047322355,False,-3661826.148811687,-183091307.44058436
558,scenario_30,959.6797238183972,959.6797238183937,1919.3594476367907,-13644.123363563907,-11724.763915927031,False,-3834974.8641678,-191748743.20839
682,scenario_30,959.6797238183972,959.6797238183937,1919.3594476367907,-13653.972815778803,-11734.61336814193,False,-3838196.455829756,-191909822.7914878
895,scenario_29,1595.7693248017167,1595.7693248017167,3191.5386496034334,-15165.42669971846,-11973.888050114969,False,-3916459.21639177,-195822960.8195885
469,scenario_30,1615.2744025749598,1615.2744025749637,3230.5488051499233,-15204.838409618707,-11974.289604468737,False,-3916590.558128316,-195829527.9064158
277,scenario_30,1588.6661144335449,1588.6661144335485,3177.3322288670934,-15372.78484440525,-12195.452615538146,False,-3988929.292998935,-199446464.64994675
150,scenario_29,747.8636122749558,747.8636122749522,1495.727224549908,-13905.527493312606,-12409.800268762629,False,-4059038.837907776,-202951941.8953888
195,scenario_29,763.7128941443589,763.7128941443625,1527.4257882887214,-14583.421242236507,-13055.995453947806,False,-4270398.513062094,-213519925.65310472
348,scenario_29,1135.4396318913168,1135.4396318913132,2270.87926378263,-15363.998554028689,-13093.119290246046,False,-4282541.101184644,-214127055.05923215
546,scenario_19,107.95603129220036,107.956031292204,215.91206258440437,-13322.746447583428,-13106.834384999003,False,-4287027.080093425,-214351354.00467125
689,scenario_29,1285.3881072936565,1285.3881072936565,2570.776214587313,-15750.508064391091,-13179.731849803822,False,-4310870.625873333,-215543531.29366663
971,scenario_30,306.49061250862724,306.4906125086236,612.9812250172508,-13949.955931804609,-13336.974706787383,False,-4362302.143678373,-218115107.18391863
351,scenario_29,-804.2169672166565,-804.2169672166601,-1608.4339344333166,-11788.487233432825,-13396.92116786621,False,-4381909.631989573,-219095481.59947863
73,scenario_30,127.40699343891902,127.40699343891538,254.8139868778344,-13714.35036510299,-13459.53637822508,False,-4402390.023711119,-220119501.18555596
394,scenario_19,711.3686604586073,711.3686604586073,1422.7373209172147,-15654.065608790375,-14231.328287873184,False,-4654830.29415852,-232741514.707926
952,scenario_30,708.1312675909357,708.1312675909394,1416.2625351818751,-15996.47667415929,-14580.214138977462,False,-4768945.041290545,-238447252.06452724
517,scenario_30,218.74420163468312,218.74420163468312,437.48840326936624,-15096.857746922413,-14659.369343653088,False,-4794835.389486531,-239741769.47432652
726,scenario_19,303.6495174833253,303.6495174833253,607.2990349666507,-15397.699210421648,-14790.400175455026,False,-4837693.390721748,-241884669.5360874
356,scenario_30,-50.44129737321055,-50.44129737320691,-100.88259474641745,-15694.08024246397,-15794.962837210274,False,-5166269.09467086,-258313454.733543
628,scenario_19,259.09285779453785,259.0928577945342,518.1857155890721,-16325.149482894689,-15806.963767305948,False,-5170194.398889653,-258509719.94448268
789,scenario_30,1570.417970559367,1570.417970559367,3140.835941118734,-19275.624193874886,-16134.788252756,False,-5277420.324338941,-263871016.21694705
831,scenario_19,279.91700688092897,279.91700688092897,559.8340137618579,-17151.445182407042,-16591.611168645555,False,-5426839.48641115,-271341974.3205575
887,scenario_30,-151.56994768600634,-151.56994768600998,-303.1398953720163,-16376.357371950638,-16679.49726732273,False,-5455585.564520143,-272779278.2260072
2,scenario_30,1942.4595898446717,1942.4595898446717,3884.9191796893433,-21565.121891157352,-17680.20271146798,False,-5782899.636875985,-289144981.84379923
358,scenario_30,1915.413666823388,1915.413666823388,3830.827333646776,-21540.18376404536,-17709.356430398533,False,-5792435.332442854,-289621766.6221427
531,scenario_29,672.4185165648341,672.4185165648305,1344.8370331296646,-19057.87838365906,-17713.041350529296,False,-5793640.60840229,-289682030.4201145
678,scenario_19,-290.13373419830896,-290.13373419830896,-580.2674683966179,-17265.500041833147,-17845.76751022972,False,-5837053.123137638,-291852656.1568819
564,scenario_30,1862.88373101618,1862.88373101618,3725.76746203236,-22026.349286867306,-18300.581824834924,False,-5985815.305206423,-299290765.26032114
103,scenario_30,1838.5534001822125,1838.553400182216,3677.1068003644286,-22215.16082811146,-18538.054027746897,False,-6063488.50490888,-303174425.245444
285,scenario_29,825.0448359760958,825.0448359760921,1650.089671952188,-20360.846316772742,-18710.75664482056,False,-6119976.652576725,-305998832.6288363
873,scenario_29,890.8317933556973,890.8317933556973,1781.6635867113946,-20583.674611168448,-18802.011024456937,False,-6149824.439249456,-307491221.9624728
243,scenario_19,1144.2680769145154,1144.2680769145154,2288.536153829031,-21166.47435588925,-18877.938202060526,False,-6174658.953590631,-308732947.6795315
289,scenario_30,1525.617165865231,1525.6171658652274,3051.2343317304585,-21938.22845764121,-18886.994125910685,False,-6177620.995349953,-308881049.76749766
249,scenario_29,884.8823411920857,884.8823411920821,1769.7646823841678,-20711.448192242067,-18941.68350985786,False,-6195508.981349342,-309775449.0674671
486,scenario_29,822.5493059291948,822.5493059291912,1645.098611858386,-20689.63517772581,-19044.53656586737,False,-6229150.501752452,-311457525.0876226
201,scenario_29,903.1599406391324,903.1599406391288,1806.3198812782612,-21012.741791630164,-19206.42191035184,False,-6282100.499844248,-314105024.9922124
499,scenario_19,-395.7852803035348,-395.7852803035348,-791.5705606070696,-18454.51087350794,-19246.08143411507,False,-6295072.469075137,-314753623.45375687
63,scenario_29,820.1704923456309,820.1704923456273,1640.3409846912582,-20887.75712445076,-19247.41613975959,False,-6295509.029046365,-314775451.45231825
390,scenario_30,111.20692379467071,111.20692379466708,222.4138475893378,-19477.36803751043,-19254.95418992103,False,-6297974.599620003,-314898729.9810002
202,scenario_19,693.3736982305418,693.3736982305418,1386.7473964610836,-20706.267630661605,-19319.52023420087,False,-6319093.076603201,-315954653.8301601
750,scenario_29,899.5350931059475,899.5350931059402,1799.0701862118876,-21281.626956122112,-19482.556769910152,False,-6372419.610158112,-318620980.5079056
144,scenario_19,-554.3047569006449,-554.3047569006449,-1108.6095138012897,-18906.740104586584,-20015.349618388107,False,-6546687.271014443,-327334363.5507221
970,scenario_19,-193.11071180461656,-193.11071180461292,-386.2214236092295,-19752.988870545058,-20139.21029415424,False,-6587200.033712949,-329360001.6856474
114,scenario_19,508.583602333063,508.58360233306666,1017.1672046661297,-21235.36041424866,-20218.193209582707,False,-6613034.028967677,-330651701.4483838
126,scenario_29,508.0313892706836,508.03138927068,1016.0627785413635,-21481.55930254818,-20465.496524006827,False,-6693922.8213939,-334696141.069695
331,scenario_29,791.0825824356289,791.0825824356252,1582.165164871254,-22438.634445523378,-20856.469280652003,False,-6821803.493879925,-341090174.69399625
775,scenario_29,700.9339659238758,700.9339659238722,1401.867931847748,-22689.00448928657,-21287.13655743888,False,-6962667.582328966,-348133379.1164483
895,scenario_30,1595.7693239894688,1595.7693239894652,3191.538647978934,-24524.279487450607,-21332.74083947157,False,-6977583.982910494,-348879199.14552474
629,scenario_19,-166.3930470601117,-166.3930470601117,-332.7860941202234,-21651.51297135628,-21984.29906547652,False,-7190697.819332943,-359534890.96664715
150,scenario_30,747.8636117754068,747.863611775414,1495.7272235508208,-23556.44651500985,-22060.719291458958,False,-7215693.601581366,-360784680.0790683
348,scenario_30,1135.439631351972,1135.4396313519755,2270.8792627039475,-24524.378186062444,-22253.498923358507,False,-7278748.606181845,-363937430.3090923
245,scenario_19,-483.425838851319,-483.425838851319,-966.851677702638,-21523.27094093687,-22490.12261863961,False,-7356144.273180039,-367807213.659002
195,scenario_30,763.7128938728383,763.712893872842,1527.4257877456803,-24116.64624812081,-22589.220460375072,False,-7388557.525581012,-369427876.27905065
945,scenario_29,375.34455700095714,375.34455700095714,750.6891140019143,-23412.54974879115,-22661.860634789104,False,-7412316.915962269,-370615845.7981134
261,scenario_19,549.1613619902128,549.1613619902091,1098.3227239804219,-23864.333267022623,-22766.01054304256,False,-7446382.615120171,-372319130.7560085
689,scenario_30,1285.388107668663,1285.3881076686594,2570.7762153373224,-25635.216256539337,-23064.440041201888,False,-7543993.930143117,-377199696.50715584
27,scenario_19,-233.9385967134658,-233.9385967134658,-467.8771934269316,-22863.29711301392,-23331.1743064411,False,-7631238.262731776,-381561913.1365888
552,scenario_19,93.81789542686238,93.81789542685874,187.63579085372112,-23840.178162709577,-23652.542371855816,False,-7736352.400794506,-386817620.0397253
776,scenario_19,359.86054204578977,359.86054204579705,719.7210840915868,-24786.209352799924,-24066.488268708577,False,-7871747.204556763,-393587360.22783816
351,scenario_30,-804.2169647423325,-804.2169647423325,-1608.433929484665,-22693.326470182044,-24301.76039966661,False,-7948700.797390955,-397435039.8695477
558,scenario_19,959.6797241972744,959.679724197278,1919.3594483945524,-26853.89173352229,-24934.53228512802,False,-8155669.93492729,-407783496.7463645
682,scenario_19,959.6797241972744,959.679724197278,1919.3594483945524,-26864.654860626208,-24945.29541223193,False,-8159190.374417528,-407959518.72087646
25,scenario_19,-216.06144176734236,-216.06144176734236,-432.1228835346847,-24723.399860735284,-25155.522744270274,False,-8227952.230938402,-411397611.5469201
662,scenario_29,663.4330839908143,663.4330839908107,1326.866167981625,-30054.208916334435,-28727.342748352792,False,-9396235.023940392,-469811751.1970196
531,scenario_30,672.418515625468,672.418515625468,1344.837031250936,-31235.443660048884,-29890.606628797832,False,-9776719.251502624,-488835962.5751312
469,scenario_19,1615.274403261472,1615.2744032614685,3230.54880652294,-33215.91580431885,-29985.36699779588,False,-9807713.788862402,-490385689.44312006
73,scenario_19,127.406993850891,127.40699385089464,254.81398770178563,-30304.755685196025,-30049.94169749436,False,-9828835.09688878,-491441754.8444389
285,scenario_30,825.0448360418995,825.0448360418995,1650.089672083799,-31996.445524600567,-30346.355852516837,False,-9925787.226760712,-496289361.3380357
521,scenario_29,409.2484450011471,409.2484450011471,818.4968900022942,-31334.35726657405,-30515.86037657165,False,-9981229.331503645,-499061466.5751822
873,scenario_30,890.8317902921226,890.8317902921262,1781.6635805842488,-32358.48556268739,-30576.82198210305,False,-10001168.856646206,-500058442.8323103
277,scenario_19,1588.6661151801418,1588.6661151801418,3177.3322303602836,-33884.02656676783,-30706.694336407585,False,-10043647.93919998,-502182396.959999
249,scenario_30,884.8823383853633,884.8823383853596,1769.7646767707229,-32748.296088548843,-30978.53141177818,False,-10132561.31593578,-506628065.796789
486,scenario_30,822.5493028380006,822.549302837997,1645.0986056759975,-32673.20937777392,-31028.110772097836,False,-10148777.898373663,-507438894.9186833
971,scenario_19,306.4906128799121,306.4906128799121,612.9812257598242,-31963.047991079045,-31350.066765319323,False,-10254084.337823195,-512704216.8911598
63,scenario_30,820.1704913842659,820.1704913842659,1640.3409827685318,-33078.83918578806,-31438.49820301961,False,-10283008.787237665,-514150439.3618832
952,scenario_19,708.131267817902,708.1312678179056,1416.2625356358076,-32931.96834113356,-31515.70580549771,False,-10308262.107214876,-515413105.36074376
201,scenario_30,903.1599390484662,903.1599390484662,1806.3198780969324,-33571.88433249376,-31765.56445439684,False,-10389986.706958964,-519499335.3479482
750,scenario_30,899.5350925844577,899.5350925844614,1799.0701851689191,-33792.565618754015,-31993.495433585136,False,-10464539.131401803,-523226956.57009023
759,scenario_29,796.2201724335464,796.22017243355,1592.4403448670964,-34875.601413770695,-33283.16106890363,False,-10886367.266287228,-544318363.3143615
126,scenario_30,508.0313878717389,508.0313878717316,1016.0627757434705,-34445.658615876804,-33429.59584013338,False,-10934263.63937696,-546713181.968848
612,scenario_29,650.8600199156353,650.8600199156317,1301.720039831267,-35040.618445679545,-33738.898405848304,False,-11035431.35357955,-551771567.6789775
109,scenario_29,644.8575187553943,644.8575187553906,1289.715037510785,-35078.76916135219,-33789.05412384146,False,-11051836.453006476,-552591822.6503239
517,scenario_19,218.74420147687488,218.74420147687124,437.4884029537461,-34619.59945339267,-34182.1110504393,False,-11180398.822747856,-559019941.1373928
331,scenario_30,791.082581185965,791.082581185965,1582.16516237193,-35967.054810730275,-34384.88964835834,False,-11246724.322483871,-562336216.1241937
775,scenario_30,700.9339648577297,700.9339648577297,1401.8679297154595,-36543.66501167009,-35141.79708195466,False,-11494296.128889335,-574714806.4444668
356,scenario_19,-50.441297622572165,-50.441297622572165,-100.88259524514433,-35451.284563159104,-35552.167158404365,False,-11628521.34139476,-581426067.069738
887,scenario_19,-151.5699465589678,-151.56994655897142,-303.1398931179392,-35895.340188899776,-36198.48008201807,False,-11839919.526826745,-591995976.3413372
789,scenario_19,1570.4179719192252,1570.4179719192252,3140.8359438384505,-39608.98312685522,-36468.14718301711,False,-11928123.141111843,-596406157.0555923
945,scenario_30,375.3445580309817,375.3445580309781,750.6891160619598,-40345.72329629969,-39595.0341802378,False,-12950875.763119444,-647543788.1559722
358,scenario_19,1915.413667095334,1915.4136670953376,3830.8273341906715,-46842.917744940845,-43012.09041075013,False,-14068537.905182851,-703426895.2591426
2,scenario_19,1942.4595901025025,1942.459590102506,3884.919180205008,-46939.720274740364,-43054.80109453574,False,-14082507.858004397,-704125392.9002198
390,scenario_19,111.2069241828176,111.20692418282124,222.41384836563884,-43490.13481277507,-43267.72096440941,False,-14152150.398775578,-707607519.9387789
564,scenario_19,1862.8837310562776,1862.883731056274,3725.7674621125516,-47259.5238596315,-43533.75639751903,False,-14239166.155021848,-711958307.7510924
103,scenario_19,1838.553400204706,1838.553400204706,3677.106800409412,-47939.21359887114,-44262.1067984621,False,-14477397.43199698,-723869871.599849
289,scenario_19,1525.6171659669708,1525.6171659669744,3051.234331933945,-47442.97846624837,-44391.74413431459,False,-14519799.643932063,-725989982.1966032
662,scenario_30,663.4330835888868,663.4330835888904,1326.8661671777772,-49655.36973088281,-48328.5035637049,False,-15807448.040628476,-790372402.0314238
895,scenario_19,1595.7693242009154,1595.7693242009118,3191.5386484018272,-51763.98882938549,-48572.45018098364,False,-15887238.913363395,-794361945.6681699
348,scenario_19,1135.4396322663888,1135.4396322663815,2270.8792645327703,-51490.201897308,-49219.32263277541,False,-16098820.111136956,-804941005.5568478
150,scenario_19,747.8636124102741,747.8636124102704,1495.7272248205445,-51776.45063721272,-50280.72341239243,False,-16445986.616136689,-822299330.8068345
195,scenario_19,763.7128950035185,763.7128950035185,1527.425790007037,-52243.57573977881,-50716.14994977205,False,-16588407.379404608,-829420368.9702305
521,scenario_30,409.24844486152506,409.2484448615287,818.4968897230538,-52189.70853064628,-51371.21164092328,False,-16802667.140885323,-840133357.0442662
689,scenario_19,1285.388107481027,1285.3881074810306,2570.7762149620576,-54422.673321591225,-51851.89710662933,False,-16959891.345293343,-847994567.2646672
759,scenario_30,796.220171301411,796.220171301411,1592.440342602822,-58316.54437217279,-56724.10402957001,False,-18553509.02633852,-927675451.316926
351,scenario_19,-804.2169705267661,-804.2169705267661,-1608.4339410535322,-55530.38242859766,-57138.81636965135,False,-18689154.520906795,-934457726.0453396
612,scenario_30,650.860018811607,650.860018811607,1301.720037623214,-58879.03555560997,-57577.31551798666,False,-18832580.28400813,-941629014.2004068
109,scenario_30,644.8575176598133,644.857517659817,1289.7150353196303,-58869.1285206161,-57579.413485296536,False,-18833266.494149078,-941663324.7074536
285,scenario_19,825.0448363636715,825.0448363636751,1650.0896727273466,-66230.12681709998,-64580.03714437294,False,-21123053.81597198,-1056152690.7985992
873,scenario_19,890.8317915546359,890.8317915546359,1781.6635831092717,-66923.44220530987,-65141.77862220071,False,-21306790.091011483,-1065339504.5505742
531,scenario_19,672.4185179748274,672.4185179748274,1344.8370359496548,-66862.77348241,-65517.93644646066,False,-21429825.04602984,-1071491252.301492
486,scenario_19,822.5493036390399,822.5493036390399,1645.0986072780797,-67882.8872768851,-66237.78866960714,False,-21665276.710684,-1083263835.5342002
249,scenario_19,884.8823391458463,884.88233914585,1769.7646782916963,-68072.86878829054,-66303.10410999903,False,-21686640.302645512,-1084332015.1322756
63,scenario_19,820.1704914481306,820.1704914481306,1640.3409828962613,-68881.04053650238,-67240.6995536061,False,-21993312.14565866,-1099665607.282933
750,scenario_19,899.5350933835289,899.5350933835325,1799.0701867670614,-70092.18428453943,-68293.11409777263,False,-22337539.40281313,-1116876970.1406565
201,scenario_19,903.1599395956146,903.1599395956146,1806.3198791912291,-70365.31395564554,-68558.99407645455,False,-22424504.312507007,-1121225215.6253505
126,scenario_19,508.0313882446208,508.0313882446208,1016.0627764892416,-72355.01323188492,-71338.95045539574,False,-23333781.711452357,-1166689085.5726178
331,scenario_19,791.082581527724,791.0825815277203,1582.1651630554443,-75478.40503231878,-73896.23986926372,False,-24170228.457238343,-1208511422.861917
